0	Index      	 *	Score 	Summary	Detail	
1	41122 35215	 * 	279.71	DCR|3VULN|1TLV|1DMG|1ASPD|1AART	1DUST|2AART|348VULN|5RAT|6RCR|7DMG|9ASPD|aTLV
2	35222 21634	 * 	279.35	DCR|3VULN|1TLV|2DMG|1CDMG	15DMG|2CDMG|368VULN|4CGEN|7ERES|9RCR|aTLV
3	41122 33335	 * 	276.70	DCR|4VULN|1TLV|1AART|1DUR	1DUST|2AART|3478VULN|5RAT|6RCR|9DUR|aTLV
4	41122 33435	 * 	275.72	DCR|3VULN|1TLV|1AEPOI|1AART|1DUR	1DUST|2AART|347VULN|5RAT|6RCR|8AEPOI|9DUR|aTLV
5	41142 33335	 * 	275.72	DCR|3VULN|1TLV|1AEBURN|1AART|1DUR	1DUST|2AART|378VULN|4AEBURN|5RAT|6RCR|9DUR|aTLV
6	15113 26132	 * 	275.60	ACR|4VULN|2TLV	18BEXP|2RCR|3CGEN|4RMIN|568aVULN|78TLV|8BPWR|9AME
7	15163 26132	   	275.60	ACR|4VULN|2TLV	18BEXP|2RCR|3CGEN|4AAC|568aVULN|78TLV|8BPWR|9AME
8	25113 26132	   	275.60	ACR|4VULN|2TLV	18LWND|2RCR|3CGEN|4RMIN|568aVULN|78TLV|8BPWR|9AME
9	65113 26132	   	275.60	ACR|4VULN|2TLV	18LHND|2RCR|3CGEN|4RMIN|568aVULN|78TLV|8BPWR|9AME
10	45113 26132	   	275.40	ACR|4VULN|2TLV	18DUST|2RCR|3CGEN|4RMIN|568aVULN|78TLV|8BPWR|9AME
11	35222 22364	 * 	274.82	DCR|2VULN|1TLV|2DMG|1AEPOI|1CDMG	15DMG|2CDMG|36VULN|4CGEN|7AME|8AEPOI|9RCR|aTLV
12	35222 21334	 * 	274.72	DCR|2VULN|1TLV|2DMG|1AEBURN|1CDMG	15DMG|2CDMG|36VULN|4CGEN|7ERES|8AEBURN|9RCR|aTLV
13	15113 26142	 * 	274.62	ACR|3VULN|2TLV|1AEPOI	18BEXP|2RCR|3CGEN|4RMIN|568VULN|78TLV|8BPWR|9AEPOI|aRPLT
14	25113 26142	   	274.62	ACR|3VULN|2TLV|1AEPOI	18LWND|2RCR|3CGEN|4RMIN|568VULN|78TLV|8BPWR|9AEPOI|aRPLT
15	15113 26112	 * 	274.52	ACR|3VULN|2TLV|1AEBURN	18BEXP|2RCR|3CGEN|4RMIN|568VULN|78TLV|8BPWR|9LSRHEA|aAEBURN
16	15113 26141	   	274.52	ACR|3VULN|2TLV|1AEPOI|1MSE	18BEXP|2RCR|3CGEN|4RMIN|568VULN|78TLV|8BPWR|9AEPOI|aMSE
17	15113 26143	   	274.52	ACR|3VULN|2TLV|1AEPOI|1SELL	18BEXP|2RCR|3CGEN|4RMIN|568VULN|78TLV|8BPWR|9AEPOI|aSELL
18	15163 26112	   	274.52	ACR|3VULN|2TLV|1AEBURN	18BEXP|2RCR|3CGEN|4AAC|568VULN|78TLV|8BPWR|9LSRHEA|aAEBURN
19	22331 51446	 * 	274.52	DCR|3VULN|2TLV|1DMG	139LWND|2RPLT|4DMG|589VULN|6MBVNT|79TLV|9BPWR|aRCR
20	25113 26112	   	274.52	ACR|3VULN|2TLV|1AEBURN	18LWND|2RCR|3CGEN|4RMIN|568VULN|78TLV|8BPWR|9LSRHEA|aAEBURN
21	25113 26141	   	274.52	ACR|3VULN|2TLV|1AEPOI|1MSE	18LWND|2RCR|3CGEN|4RMIN|568VULN|78TLV|8BPWR|9AEPOI|aMSE
22	25113 26143	   	274.52	ACR|3VULN|2TLV|1AEPOI|1SELL	18LWND|2RCR|3CGEN|4RMIN|568VULN|78TLV|8BPWR|9AEPOI|aSELL
23	65113 26112	   	274.52	ACR|3VULN|2TLV|1AEBURN	18LHND|2RCR|3CGEN|4RMIN|568VULN|78TLV|8BPWR|9LSRHEA|aAEBURN
