0	Index      	 *	Score 	Summary	Detail	
1	14221 45221	 * 	321.57	ACR|4VULN|2TLV|2ASPD|1AEFBLL	1aERES|2aASPD|3678VULN|4RCR|5AEFBLL|9aTLV|aBPWR
2	14222 45221	   	321.57	ACR|4VULN|2TLV|2ASPD|1AEBURN	1aERES|2aASPD|3678VULN|4RCR|5AEBURN|9aTLV|aBPWR
3	16226 22113	 * 	310.94	ACR|DCR|3VULN|1TLV|1AART	1ERES|2RMIN|369VULN|47RCR|5LWND|8AART|aTLV
4	16121 22113	   	310.84	ACR|DCR|3VULN|1TLV|1AART	1ERES|2RMIN|3LEGI|47RCR|569VULN|8AART|aTLV
5	16226 22312	   	309.60	ACR|DCR|3VULN|1TLV	1ERES|2RMIN|36aVULN|47RCR|5LWND|8DUR|9TLV
6	16121 22312	   	309.50	ACR|DCR|3VULN|1TLV	1ERES|2RMIN|3LEGI|47RCR|56aVULN|8DUR|9TLV
7	16321 22512	   	309.50	ACR|DCR|3VULN|1TLV	1ERES|2RMIN|3DUST|47RCR|56aVULN|8DUR|9TLV
8	14221 15221	   	300.42	ACR|3VULN|2TLV|2ASPD|1AEFBLL	16aERES|2aASPD|378VULN|4RCR|5AEFBLL|9aTLV|aBPWR
9	14222 15221	   	300.42	ACR|3VULN|2TLV|2ASPD|1AEBURN	16aERES|2aASPD|378VULN|4RCR|5AEBURN|9aTLV|aBPWR
10	16321 22312	   	299.84	ACR|DCR|3VULN|1TLV	1ERES|2RMIN|3DUST|47RCR|56aVULN|8FEWX|9TLV
11	15221 45221	   	295.37	ACR|4VULN|2TLV|2AEFBLL	1aERES|2AAC|3678VULN|4RCR|5aAEFBLL|9aTLV|aBPWR
12	15222 45221	   	295.37	ACR|4VULN|2TLV|2AEBURN	1aERES|2AAC|3678VULN|4RCR|5aAEBURN|9aTLV|aBPWR
13	16221 45221	   	295.37	ACR|4VULN|2TLV|2AEFBLL	1aERES|2RMIN|3678VULN|4RCR|5aAEFBLL|9aTLV|aBPWR
14	16222 45221	   	295.37	ACR|4VULN|2TLV|2AEBURN	1aERES|2RMIN|3678VULN|4RCR|5aAEBURN|9aTLV|aBPWR
15	34123 22663	   	295.21	ACR|DCR|2VULN|1TLV|1AEBURN	1LHND|26VULN|3DUST|47RCR|5AEWIND|8CGEN|9AEBURN|aTLV
16	34255 32331	 * 	295.01	DCR|3VULN|2TLV|2AEPOI|1CDMG	1LHND|26aVULN|3CANHEL|4CDMG|5aAEPOI|7RAT|8aTLV|9RCR|aBPWR
