0	Index      	 *	Score 	Summary	Detail	
1	51215 51232	 * 	307.58	DCR|3VULN|3MLV|2TLV	18TLV|248VULN|3FEWX|5DUR|689MLV|7RMIN|8BPWR|aRCR
2	51111 11155	 * 	303.31	DCR|DCR|2VULN|1TLV|1DMG|1SELL	1TLV|24VULN|3LHND|5ERES|6SELL|7RAT|8DMG|9aRCR
3	51211 11155	 * 	303.31	DCR|DCR|2VULN|1TLV|1DMG|1SELL	1TLV|24VULN|3FEWX|5ERES|6SELL|7RAT|8DMG|9aRCR
4	51213 23551	 * 	302.66	DCR|DCR|2VULN|1TLV|1MLV	1TLV|24VULN|3FEWX|5MLV|6BELT|7AEBURN|8aRCR|9LEGI
5	31241 21233	   	301.89	DCR|3VULN|3MLV|1TLV|1AAC	189LSRHEA|2FEWX|3AAC|489MLV|5ZMB|6TLV|789VULN|89BPWR|aRCR
6	36241 21233	   	301.79	DCR|3VULN|3MLV|1TLV|1AAC	189LSRHEA|2BEXP|3AAC|489MLV|5ZMB|6TLV|789VULN|89BPWR|aRCR
7	51114 51232	   	299.17	DCR|3VULN|3MLV|2TLV	18TLV|248VULN|3LHND|5BEXP|689MLV|7RMIN|8BPWR|aRCR
8	51214 51232	   	299.17	DCR|3VULN|3MLV|2TLV	18TLV|248VULN|3FEWX|5BEXP|689MLV|7RMIN|8BPWR|aRCR
9	51133 63162	 * 	285.66	DCR|3VULN|3TLV|2MLV	189TLV|28aVULN|3LHND|4MBVNT|5aMLV|6RCR|78aDUST|8aBPWR
10	31441 21233	   	285.00	DCR|3VULN|3MLV|1TLV	189LSRHEA|2FEWX|3RMIN|489MLV|5ZMB|6TLV|789VULN|89BPWR|aRCR
11	32441 21233	   	285.00	DCR|3VULN|3MLV|1TLV	189LSRHEA|2LHND|3RMIN|489MLV|5ZMB|6TLV|789VULN|89BPWR|aRCR
12	33241 21233	   	285.00	DCR|3VULN|3MLV|1TLV	189LSRHEA|2RMIN|3LWND|489MLV|5ZMB|6TLV|789VULN|89BPWR|aRCR
13	33441 21233	   	285.00	DCR|3VULN|3MLV|1TLV	189LSRHEA|2RMIN|3LHND|489MLV|5ZMB|6TLV|789VULN|89BPWR|aRCR
14	33641 21233	   	285.00	DCR|3VULN|3MLV|1TLV	189LSRHEA|2RMIN|3FEWX|489MLV|5ZMB|6TLV|789VULN|89BPWR|aRCR
15	36441 21233	   	284.90	DCR|3VULN|3MLV|1TLV	189LSRHEA|2BEXP|3RMIN|489MLV|5ZMB|6TLV|789VULN|89BPWR|aRCR
16	13213 11155	   	283.54	DCR|DCR|1VULN|1TLV|1DMG|1SELL	1RCVC|2DUR|3VULN|4ERES|5TLV|6SELL|7RAT|8DMG|9aRCR
17	13221 11155	   	283.54	DCR|DCR|1VULN|1TLV|1DMG|1SELL	1RCVC|2DUR|3VULN|4TLV|5ERES|6SELL|7RAT|8DMG|9aRCR
18	33511 41233	   	278.47	DCR|3VULN|3TLV|1MLV|1AAC	189LSRHEA|2RMIN|389TLV|4MLV|5AAC|6LWND|789VULN|89BPWR|aRCR
19	33511 61233	   	278.47	DCR|3VULN|3TLV|1MLV|1AAC	189LSRHEA|2RMIN|389TLV|4MLV|5AAC|6LHND|789VULN|89BPWR|aRCR
20	33513 11233	   	278.47	DCR|3VULN|3TLV|1MLV|1AAC	189LSRHEA|2RMIN|389TLV|4MLV|5LHND|6AAC|789VULN|89BPWR|aRCR
21	51133 61442	 * 	278.40	DCR|4VULN|1TLV|1MLV|1DMG	1TLV|289aVULN|3LHND|4MBVNT|5MLV|6RCR|7DMG
22	33511 51233	   	278.37	DCR|3VULN|3TLV|1MLV|1AAC	189LSRHEA|2RMIN|389TLV|4MLV|5AAC|6BEXP|789VULN|89BPWR|aRCR
23	33512 11233	   	278.37	DCR|3VULN|3TLV|1MLV|1AAC	189LSRHEA|2RMIN|389TLV|4MLV|5BEXP|6AAC|789VULN|89BPWR|aRCR
