0	Index      	 *	Score 	Summary	Detail	
1	33234 42136	 * 	238.62	DCR|1SPLARM|2VULN|2ASPD|1AART|1DMG|2ZMB	1aASPD|26VULN|3DMG|47ZMB|5AART|8SPLARM|9RCR
2	33234 43136	   	237.01	DCR|1SPLARM|2VULN|2ASPD|1AART|1DMG|1ZMB	1aASPD|26VULN|3DMG|4ZMB|5AART|7RCVC|8SPLARM|9RCR
3	31663 32243	 * 	234.39	DCR|3VULN|2ASPD|1AART|1DMG|1ZMB|1DUR	12ASPD|379VULN|4DMG|5DUR|6ZMB|8RCR|aAART
4	33253 32243	   	234.39	DCR|3VULN|2ASPD|1AART|1DMG|1ZMB|1DUR	14ASPD|279VULN|3DMG|5DUR|6ZMB|8RCR|aAART
5	35252 32243	   	234.39	DCR|3VULN|2ASPD|1AART|1DMG|1ZMB|1DUR	14ASPD|2DUR|3DMG|579VULN|6ZMB|8RCR|aAART
6	33253 32246	 * 	229.44	DCR|3VULN|1MDPS|2ASPD|1DMG|1ZMB|1DUR	14ASPD|279VULN|3DMG|5DUR|6ZMB|8RCR|aMDPS
7	33232 57813	 * 	228.09	DCR|3VULN|2ASPD|2CDMG|1DMG|1ZMB	1aASPD|26aVULN|3DMG|4ZMB|5MBVNT|7RCR|8aCDMG|9RPLT|aBPWR
8	33231 42243	 * 	227.72	DCR|4VULN|1AART|1ASPD|1DMG|1ZMB	1ASPD|2679VULN|3DMG|4ZMB|5FEWX|8RCR|aAART
9	33235 42243	   	227.72	DCR|4VULN|1AART|1ASPD|1DMG|1ZMB	1ASPD|2679VULN|3DMG|4ZMB|5BEXP|8RCR|aAART
10	36236 22243	   	226.09	DCR|3VULN|2ASPD|1AART|1DMG|1ZMB	15ASPD|2BEXP|3DMG|4ZMB|679VULN|8RCR|aAART
11	31462 32243	   	226.09	DCR|3VULN|2ASPD|1AART|1DMG|1ZMB	12ASPD|3FEWX|4DMG|579VULN|6ZMB|8RCR|aAART
12	33231 12243	   	226.09	DCR|3VULN|2ASPD|1AART|1DMG|1ZMB	16ASPD|279VULN|3DMG|4ZMB|5FEWX|8RCR|aAART
13	33235 12243	   	226.09	DCR|3VULN|2ASPD|1AART|1DMG|1ZMB	16ASPD|279VULN|3DMG|4ZMB|5BEXP|8RCR|aAART
14	36252 32243	   	226.09	DCR|3VULN|2ASPD|1AART|1DMG|1ZMB	14ASPD|2BEXP|3DMG|579VULN|6ZMB|8RCR|aAART
15	31662 52113	 * 	225.63	DCR|3VULN|3ASPD|1MDPS|1DMG	128ASPD|359VULN|4DMG|6TSLFST|7RCR|aMDPS
16	33252 52113	   	225.63	DCR|3VULN|3ASPD|1MDPS|1DMG	148ASPD|259VULN|3DMG|6TSLFST|7RCR|aMDPS
17	33234 15218	 * 	225.54	DCR|2DMG|2ASPD|3ZMB|1VULN|1AART|1DUR	17ASPD|2VULN|37DMG|479ZMB|5AART|6MBVNT|7BPWR|8DUR|aRCR
18	35262 32243	   	225.42	DCR|3VULN|1AART|1ASPD|1DMG|2DUR|1ZMB	1ASPD|24DUR|3DMG|579VULN|6ZMB|8RCR|aAART
19	63422 24211	 * 	224.05	DCR|4VULN|2DMG|1AART	19MLV|2RMIN|3CGEN|49DMG|5689VULN|7RCR|9BPWR|aAART
