0	Index      	 *	Score 	Summary	Detail	
1	26333 25511	 * 	372.29	DCR|2VULN|1MDPS|1CDMG|1DUR|1AART	1FEWX|2AART|38VULN|4CDMG|5DUR|6BELT|7RCR|9FRZICY|aMDPS
2	26333 25522	   	372.29	DCR|2VULN|1MDPS|1CDMG|1DUR|1AART	1FEWX|2AART|38VULN|4CDMG|5DUR|6BELT|7RCR|9BEXP|aMDPS
3	26351 11133	   	364.96	DCR|2VULN|1MDPS|1DMG|1DUR|1AART	1FEWX|2AART|36VULN|4DMG|5RAT|7DUR|8BEXP|9RCR|aMDPS
4	26351 11333	   	364.86	DCR|2VULN|1MDPS|1DMG|1DUR|1AART	1FEWX|2AART|36VULN|4DMG|5RAT|7DUR|8AETHUN|9RCR|aMDPS
5	21643 33261	 * 	362.43	ACR|3VULN|1MDPS|1CDMG|1DUR	1FEWX|2CDMG|379VULN|4RCR|5LIT|6DUR|8ZMB|aMDPS
6	21643 33531	   	362.43	ACR|3VULN|1MDPS|1CDMG|1DUR	1FEWX|2CDMG|378VULN|4RCR|5LIT|6DUR|9ZMB|aMDPS
7	21643 33511	   	362.33	ACR|3VULN|1MDPS|1CDMG|1DUR	1FEWX|2CDMG|378VULN|4RCR|5LIT|6DUR|9ERES|aMDPS
8	32113 35533	   	358.54	DCR|2VULN|1MDPS|1CDMG|1DUR	1LHND|2LEGI|3FEWX|46VULN|5CDMG|7DUR|8BELT|9RCR|aMDPS
9	32613 35533	   	358.54	DCR|2VULN|1MDPS|1CDMG|1DUR	1LHND|2LEGI|3BEXP|46VULN|5CDMG|7DUR|8BELT|9RCR|aMDPS
10	21645 22322	 * 	358.50	ACR|2VULN|1MDPS|1CDMG|1TLV|1DUR|1AART	1FEWX|2CDMG|36VULN|4RCR|5TLV|7RAT|8DUR|9AART|aMDPS
11	51223 22115	 * 	347.28	ACR|3VULN|1MDPS|2DUR	18MULHEA|2RCR|3BBNT|489VULN|5LWND|6DUST|78DUR|8BPWR|aMDPS
12	42263 33123	 * 	345.61	ACR|2MDPS|1VULN|1CDMG|1DUR	18BOSS|2RAT|3VULN|4RCR|5CDMG|6DUR|7BEXP|9aMDPS
13	42263 14123	   	345.51	ACR|2MDPS|1VULN|1CDMG|1DUR	18BOSS|2RAT|3VULN|4RCR|5CDMG|6DUST|7DUR|9aMDPS
14	42263 32123	   	345.51	ACR|2MDPS|1VULN|1CDMG|1DUR	18BOSS|2RAT|3VULN|4RCR|5CDMG|6DUR|7DUST|9aMDPS
15	42263 31123	   	345.41	ACR|2MDPS|1VULN|1CDMG|1DUR|1MSE	18BOSS|2RAT|3VULN|4RCR|5CDMG|6DUR|7MSE|9aMDPS
16	26333 25252	 * 	344.73	DCR|1MDPS|1VULN|1CDMG|1TLV|1DUR|1AART	1FEWX|2AART|3VULN|4CDMG|5DUR|6BELT|7RCR|8ERES|9TLV|aMDPS
17	31513 13251	 * 	342.43	DCR|1MDPS|1VULN|2DMG|1CDMG|1DUR	1LHND|2CDMG|3TSLFST|45DMG|6VULN|7RCR|8TSLARM|9DUR|aMDPS
