0	Index      	 *	Score 	Summary	Detail	
1	21514 23333	 * 	240.94	DCR|3VULN|3ASPD|2DMG|1CDMG	16aASPD|2FEWX|38aVULN|4CDMG|5CGEN|7RCR|9aDMG|aBPWR
2	26514 23333	   	240.94	DCR|3VULN|3ASPD|2DMG|1CDMG	16aASPD|2BEXP|38aVULN|4CDMG|5CGEN|7RCR|9aDMG|aBPWR
3	13514 31333	 * 	232.07	DCR|4VULN|2DMG|1CDMG|2DUR	1aDUR|2RMIN|378aVULN|4CDMG|5CGEN|6RCR|9aDMG|aBPWR
4	13516 31333	   	232.07	DCR|4VULN|2DMG|1CDMG|2DUR	1aDUR|2RMIN|378aVULN|4CDMG|5AME|6RCR|9aDMG|aBPWR
5	13332 35251	 * 	230.50	DCR|3ASPD|2VULN|2DMG|1MDPS|3DUR	17aDUR|2RMIN|3RPLT|47DMG|57aASPD|6MDPS|7aBPWR|8RCR|9aVULN
6	21514 63333	   	230.04	DCR|3VULN|2DMG|2ASPD|1CDMG	1aASPD|2FEWX|38aVULN|4CDMG|5CGEN|6RCVC|7RCR|9aDMG|aBPWR
7	21514 23533	   	223.11	DCR|3ASPD|2VULN|2DMG|1CDMG	16aASPD|2FEWX|3aVULN|4CDMG|58CGEN|7RCR|9aDMG|aBPWR
8	33514 31333	   	218.52	DCR|4VULN|2DMG|1CDMG	1aLWND|2RMIN|378aVULN|4CDMG|5CGEN|6RCR|9aDMG|aBPWR
9	33516 31333	   	218.52	DCR|4VULN|2DMG|1CDMG	1aLWND|2RMIN|378aVULN|4CDMG|5AME|6RCR|9aDMG|aBPWR
10	53514 31333	   	218.52	DCR|4VULN|2DMG|1CDMG	1aFEWX|2RMIN|378aVULN|4CDMG|5CGEN|6RCR|9aDMG|aBPWR
11	53516 31333	   	218.52	DCR|4VULN|2DMG|1CDMG	1aFEWX|2RMIN|378aVULN|4CDMG|5AME|6RCR|9aDMG|aBPWR
12	13514 31533	   	216.22	DCR|3VULN|2DMG|1CDMG|2DUR	1aDUR|2RMIN|37aVULN|4CDMG|58CGEN|6RCR|9aDMG|aBPWR
13	33332 65251	   	211.89	DCR|3ASPD|2VULN|2DMG|1MDPS	17aLWND|2RMIN|3RPLT|47DMG|57aASPD|6MDPS|7aBPWR|8RCR|9aVULN
