0	Index      	 *	Score 	Summary	Detail	
1	33615 11113	 * 	289.52	DCR|DCR|3VULN|1MLV	1FEWX|247VULN|3BBNT|5MLV|6DUST|8BEXP|9aRCR
2	41532 23253	 * 	281.96	DCR|DCR|1VULN|2MLV|1DMG	1DUR|2LWND|3VULN|47MLV|5DUST|69RCR|8RMIN|aDMG
3	41535 23123	   	274.37	DCR|DCR|2VULN|1MLV	1DUR|2LWND|39VULN|4MLV|5BEXP|6aRCR|7MDPS|8LHND
4	33412 44123	   	272.09	DCR|DCR|3VULN	14FEWX|249VULN|3RCVC|4BPWR|5MDPS|6RMIN|7aRCR|8BBNT
5	33563 21513	   	271.99	DCR|DCR|3VULN	1FEWX|267VULN|3CGEN|4TBNT|5BEXP|8DUST|9aRCR
6	33642 21513	   	271.99	DCR|DCR|3VULN	1FEWX|267VULN|3BBNT|4BEXP|5CGEN|8DUST|9aRCR
7	33114 21513	   	271.89	DCR|DCR|3VULN	1FEWX|267VULN|3BEXP|4ERES|5TBNT|8DUST|9aRCR
8	33116 61513	   	271.89	DCR|DCR|3VULN	1FEWX|257VULN|3BEXP|4ERES|6TBNT|8DUST|9aRCR
9	33616 31513	   	271.89	DCR|DCR|3VULN	1FEWX|247VULN|3BBNT|5BEXP|6ERES|8DUST|9aRCR
10	33663 21513	   	271.89	DCR|DCR|3VULN	1FEWX|267VULN|3BBNT|4ERES|5BEXP|8DUST|9aRCR
11	31116 24512	   	266.06	DCR|DCR|2VULN|1MLV	1FEWX|2LWND|3BEXP|4ERES|57VULN|6aRCR|8TLV|9MLV
12	33116 24512	   	266.06	DCR|DCR|2VULN|1MLV	1FEWX|25VULN|3BEXP|4ERES|6LWND|7aRCR|8TLV|9MLV
13	33412 24412	   	266.06	DCR|DCR|2VULN|1MLV	14FEWX|24VULN|3RCVC|4BPWR|5MDPS|6CGEN|7aRCR|8ERES|9MLV
