0	Index      	 *	Score 	Summary	Detail	
1	24284 46335	 * 	401.84	DCR|2VULN|1MDPS|2TLV|1CDMG|1DUR	1MBVNT|28CGEN|3RMIN|4CDMG|58TLV|68VULN|7RCR|8BPWR|9DUR|aMDPS
2	24142 44542	 * 	401.23	DCR|3VULN|1MDPS|2DUR|1AART	1MBVNT|27CGEN|347VULN|57DUR|6AART|7BPWR|8BELT|9RCR|aMDPS
3	27142 74642	   	394.79	DCR|3VULN|1MDPS|1DMG|1DUR	1MBVNT|2ASPD|349VULN|5DUR|6TBNT|7RCR|8DMG|aMDPS
4	13451 32222	   	391.06	DCR|2VULN|1MDPS|1CDMG|2DUR|1DMG	16DUR|2RPLT|35VULN|4DMG|7TBNT|8RCR|9CDMG|aMDPS
5	13414 31363	   	388.68	DCR|3VULN|1MDPS|1AART|1DUR	1DUR|2RPLT|347VULN|5AART|6CGEN|8BEXP|9RCR|aMDPS
6	11111 34143	   	387.48	DCR|3VULN|1MDPS|2DUR	16DUR|2AAC|359VULN|4RPLT|7RCR|8RCVC|aMDPS
7	24332 46712	 * 	385.41	DCR|2MDPS|1VULN|1CDMG|1DUR	1MBVNT|2CGEN|3DUR|4VULN|5CDMG|6RCVC|7RCR|8aMDPS|9MLV
8	24332 46772	   	385.41	DCR|2MDPS|1VULN|1CDMG|1DUR	1MBVNT|2CGEN|3DUR|4VULN|5CDMG|6RCVC|7RCR|8aMDPS|9AME
9	24284 46435	   	384.75	DCR|2VULN|1MDPS|1CDMG|1TLV|1DUR	1MBVNT|2CGEN|3RMIN|4CDMG|5TLV|68VULN|7RCR|9DUR|aMDPS
10	13451 12222	   	378.51	DCR|2VULN|1MDPS|1CDMG|1DMG|1DUR	1DUR|2RPLT|35VULN|4DMG|6AEWIND|7TBNT|8RCR|9CDMG|aMDPS
11	27143 38415	   	378.51	DCR|2VULN|1MDPS|1CDMG|1DMG|1DUR	1MBVNT|2ASPD|34VULN|5MLV|6DMG|7RCR|8DUR|9CDMG|aMDPS
12	25711 22744	 * 	378.08	DCR|DCR|1MDPS|1VULN|1DMG|1DUR	1MBVNT|2RPLT|3LIT|4ERES|5DMG|67RCR|8DUR|9VULN|aMDPS
13	13451 32242	 * 	375.80	DCR|4VULN|3DUR|2DMG	169DUR|2RPLT|359aVULN|49DMG|7TBNT|8RCR|9BPWR
14	11111 14143	   	374.93	DCR|3VULN|1MDPS|1DUR	1DUR|2AAC|359VULN|4RPLT|6AEWIND|7RCR|8RCVC|aMDPS
15	11111 41143	   	374.93	DCR|3VULN|1MDPS|1DUR	1DUR|2AAC|359VULN|4RPLT|6RCR|7AEPOI|8RCVC|aMDPS
16	27142 74338	   	374.73	DCR|3VULN|1MDPS|1DUR	1MBVNT|2ASPD|349VULN|5DUR|6TBNT|7RCR|8LIT|aMDPS
17	22842 31373	   	372.19	DCR|2VULN|1MDPS|1CDMG|1DUR|1AART	1MBVNT|2BEXP|3DUR|4RMIN|5CDMG|6AART|78VULN|9RCR|aMDPS
18	24162 11783	   	372.09	DCR|2VULN|1MDPS|1CDMG|1DUR|1AART	1MBVNT|2CGEN|38VULN|4AME|5AART|6RCR|7CDMG|9DUR|aMDPS
