0	Index      	 *	Score 	Summary	Detail	
651	14432 32326	   	146.36	DCR|2DMG|1AART|2ZMB|1DUR	12CGEN|3AART|4LIT|5aDMG|67ZMB|8RCR|9DUR
652	21351 43433	   	146.33	ACR|2VULN|2DMG|1ZMB	1RCVC|29BEXP|39DMG|4ERES|5RCR|6LIT|7DMSP|89VULN|9BPWR|aZMB
653	61113 23153	   	146.32	DCR|2AART|1VULN|1DMG|1DUR	1TLV|2BEXP|3DUST|4ERES|59AART|6DUR|7RCR|8VULN|aDMG
654	51121 46322	   	146.31	DCR|2DMG|1VULN|1CDMG|1ZMB|1ASPD	14FEWX|2ASPD|3DUST|5VULN|6CDMG|7aDMG|8ZMB|9RCR
655	21345 25221	   	146.26	DCR|2VULN|1DMG|2CDMG|1ASPD|1DUR	1RCVC|2BEXP|3DMG|4ASPD|56VULN|7DUR|89CDMG|aRCR
656	16332 53261	   	146.25	DCR|2VULN|1AART|1CDMG|1DUR	1CGEN|2FEWX|3ERES|4LHND|58VULN|6RCR|7DUR|9AART|aCDMG
657	16333 52261	   	146.25	DCR|2VULN|1AART|1CDMG|1DUR	1CGEN|2FEWX|3ERES|4LHND|5DUR|6RCR|78VULN|9AART|aCDMG
658	22121 52661	   	146.25	DCR|2VULN|1AART|1CDMG|1DUR	1RCVC|2DUR|3LHND|47VULN|5FEWX|6RCR|8LEGI|9AART|aCDMG
659	22133 63143	   	146.25	DCR|2VULN|1AART|1CDMG|1DUR	1RCVC|2DUR|3LHND|4BEXP|5AART|68VULN|7RCR|9ERES|aCDMG
660	26134 23521	   	146.25	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1RCVC|2RPLT|3CDMG|4BEXP|5RCR|6AART|7MGNLIT|8VULN|9DMG|aDUR
661	16621 14323	   	146.24	ACR|2VULN|1AART|1DMG	1CGEN|24FEWX|3RCR|58VULN|6BEXP|7DMG|9AART|aMLV
662	16621 12325	   	146.24	ACR|2VULN|1AART|1DMG	1CGEN|24FEWX|3RCR|58VULN|6BEXP|7RMIN|9AART|aDMG
663	52211 31532	   	146.23	DCR|3VULN|1DMG|1CDMG	1FEWX|2DUST|34ERES|567VULN|8RCR|9CDMG|aDMG
664	53112 43122	   	146.21	DCR|2VULN|1DMG|1CDMG|1ZMB|1ASPD	1FEWX|2ZMB|3DUST|4ERES|58VULN|6CDMG|7ASPD|9RCR|aDMG
665	16663 23331	   	146.20	ACR|2VULN|1CDMG|2DUR|1ZMB|1ASPD	1CGEN|2FEWX|3RCR|4ASPD|57DUR|68VULN|9ZMB|aCDMG
666	22121 53366	   	146.18	DCR|1AART|1VULN|1DMG|1ZMB|1DUR	1RCVC|2DUR|3LHND|4VULN|5FEWX|6RCR|7RMIN|8DMG|9AART|aZMB
667	56331 31225	   	146.16	DCR|2DMG|1AART|1VULN|1DUR	1FEWX|29DMSP|36DMG|4AART|5VULN|7RMIN|8DUR|aRCR
668	56331 31235	   	146.16	DCR|2DMG|1AART|1VULN|1DUR	19FEWX|2DMSP|36DMG|4AART|5VULN|7RMIN|8DUR|aRCR
669	22345 23221	   	146.16	DCR|2VULN|1DMG|2CDMG|1ASPD|1DUR	1RCVC|2DUR|3DMG|4ASPD|56VULN|7DUST|89CDMG|aRCR
670	11113 23111	   	146.15	DCR|2VULN|1AART|1CDMG|1DUR	1CGEN|2BEXP|3DUST|4ERES|5AART|6DUR|7RCR|89VULN|aCDMG
671	64363 23111	   	146.15	DCR|2VULN|1AART|1CDMG|1DUR	1TLV|2CGEN|3DUST|4BEXP|5AART|6DUR|7RCR|89VULN|aCDMG
672	11621 62325	   	146.14	ACR|2VULN|1AART|1DMG	1CGEN|25BEXP|3RCR|4FEWX|6TLV|78VULN|9AART|aDMG
673	11632 53114	   	146.14	ACR|2VULN|1AART|1DMG	1CGEN|2BEXP|3RCR|4LWND|5LIT|67VULN|8DUST|9AART|aDMG
674	16621 14321	   	146.14	ACR|2VULN|1AART|1DMG	1CGEN|24FEWX|3RCR|58VULN|6BEXP|7DMG|9AART|aTLV
675	16621 14322	   	146.14	ACR|2VULN|1AART|1DMG	1CGEN|24FEWX|3RCR|58VULN|6BEXP|7DMG|9AART|aDUST
676	43314 33433	 * 	146.08	ACR|1AART|1VULN|2ZMB|1CDMG|1ASPD|1DUR	1DUR|28ZMB|3ERES|4ASPD|5RCR|6VULN|7LHND|9AART|aCDMG
677	11612 63143	   	146.07	ACR|2VULN|1AART|1CDMG|1ASPD	1CGEN|2BEXP|3RCR|4ERES|5CDMG|68VULN|7ASPD|9FEWX|aAART
678	11612 63163	   	146.07	ACR|2VULN|1AART|1CDMG|1ASPD	1CGEN|2BEXP|3RCR|4ERES|5CDMG|68VULN|7ASPD|9LHND|aAART
679	56332 31253	   	146.06	DCR|2DMG|1AART|1VULN|1DUR	1FEWX|2DMSP|36DMG|4AART|5DUST|7RMIN|8DUR|9VULN|aRCR
680	21311 55352	   	146.06	DCR|2VULN|2DMG|1CDMG	1RCVC|2BEXP|3aDMG|4LWND|58VULN|6FEWX|7CDMG|9RCR
681	21321 43352	   	146.06	DCR|2VULN|2DMG|1CDMG	1RCVC|2BEXP|3aDMG|4FEWX|58VULN|6CDMG|7LHND|9RCR
682	21321 65352	   	146.06	DCR|2VULN|2DMG|1CDMG	1RCVC|2BEXP|3aDMG|4FEWX|58VULN|6LHND|7CDMG|9RCR
683	21332 61312	   	146.06	DCR|2VULN|2DMG|1CDMG	1RCVC|24BEXP|3aDMG|5CDMG|68VULN|7LHND|9RCR
684	61113 23111	   	146.05	DCR|2VULN|1AART|1CDMG|1DUR	1TLV|2BEXP|3DUST|4ERES|5AART|6DUR|7RCR|89VULN|aCDMG
685	11611 22362	   	146.04	ACR|2VULN|1AART|1DMG	1CGEN|2BEXP|3RCR|4ERES|5FEWX|6aVULN|7TLV|8DMG|9AART
686	16612 22325	   	146.04	ACR|2VULN|1AART|1DMG	1CGEN|2FEWX|3RCR|4ERES|58VULN|6TLV|7RMIN|9AART|aDMG
687	16612 24321	   	146.04	ACR|2VULN|1AART|1DMG	1CGEN|2FEWX|3RCR|4ERES|58VULN|6TLV|7DMG|9AART|aMLV
688	22343 33312	   	146.04	DCR|2VULN|2DMG|1ASPD|1DUR|1SELL	1RCVC|2DUR|3aDMG|4ASPD|5SELL|6CGEN|78VULN|9RCR
689	46343 33312	   	146.04	DCR|2VULN|2DMG|1DUR|1ASPD|1SELL	1DUR|2DMSP|3aDMG|4ASPD|5SELL|6CGEN|78VULN|9RCR
690	23651 24331	   	146.03	ACR|2VULN|2DMG|1ZMB	1RCVC|2NUKE|36VULN|4ERES|5RCR|7ZMB|8aDMG|9CGEN
691	16612 24322	   	145.94	ACR|2VULN|1AART|1DMG	1CGEN|2FEWX|3RCR|4ERES|58VULN|6TLV|7DMG|9AART|aDUST
692	16612 24323	   	145.94	ACR|2VULN|1AART|1DMG	1CGEN|2FEWX|3RCR|4ERES|58VULN|6TLV|7DMG|9AART|aCANSTR
693	22343 52312	   	145.94	DCR|2VULN|2DMG|1DUR|1ASPD|1SELL	1RCVC|2DUR|3aDMG|4ASPD|5SELL|68VULN|7TLV|9RCR
694	22345 21312	   	145.94	DCR|2VULN|2DMG|1DUR|1ASPD|1SELL	1RCVC|2DUR|3aDMG|4ASPD|56VULN|7ERES|8SELL|9RCR
695	22345 31312	   	145.94	DCR|2VULN|2DMG|1DUR|1ASPD|1SELL	1RCVC|2DUR|3aDMG|4ASPD|57VULN|6ERES|8SELL|9RCR
696	56331 32215	   	145.92	DCR|2DMG|1AART|1VULN|1DUR|1SELL	1FEWX|2DMSP|36DMG|4AART|5VULN|7SELL|8LHND|9DUR|aRCR
697	56331 32315	   	145.92	DCR|2DMG|1AART|1VULN|1DUR|1SELL	1FEWX|2DMSP|36DMG|4AART|5VULN|7SELL|8BEXP|9DUR|aRCR
698	13545 43244	   	145.90	ACR|1AART|1DMG|1VULN|1CDMG|1DUR|1SELL	1CGEN|2SELL|3VULN|4MBVNT|5RCR|6AART|7DMG|8LHND|9DUR|aCDMG
699	21355 61312	   	145.86	DCR|2VULN|2DMG|1CDMG	1RCVC|2BEXP|3aDMG|4ERES|5TLV|67VULN|8CDMG|9RCR
700	16162 26323	   	145.85	DCR|3VULN|1AART|1ASPD	1CGEN|2FEWX|3DUST|4ASPD|568VULN|7RCR|9AART|aRMIN
701	51522 26323	   	145.85	DCR|3VULN|1AART|1ASPD	1FEWX|2ASPD|3CGEN|4DUST|568VULN|7RCR|9AART|aRMIN
702	21121 53362	   	145.83	DCR|2VULN|1AART|1DMG	1RCVC|2BEXP|3LHND|4aVULN|5FEWX|6RCR|7RMIN|8DMG|9AART
703	11612 61333	 * 	145.80	ACR|1AART|1VULN|2CDMG|1ZMB|1DUR	1CGEN|2BEXP|3RCR|4ERES|59CDMG|6VULN|7DUR|8ZMB|aAART
704	16621 33352	   	145.77	ACR|2VULN|2AART|1DUR	1CGEN|24FEWX|3RCR|56VULN|79AART|8DUR|aBEXP
705	16621 33353	   	145.77	ACR|2VULN|2AART|1DUR	1CGEN|24FEWX|3RCR|56VULN|79AART|8DUR|aRCVC
706	16162 26321	   	145.75	DCR|3VULN|1AART|1ASPD	1CGEN|2FEWX|3DUST|4ASPD|568VULN|7RCR|9AART|aTLV
707	16162 26322	   	145.75	DCR|3VULN|1AART|1ASPD	1CGEN|2FEWX|3aDUST|4ASPD|568VULN|7RCR|9AART
708	51522 26321	   	145.75	DCR|3VULN|1AART|1ASPD	1FEWX|2ASPD|3CGEN|4DUST|568VULN|7RCR|9AART|aTLV
709	51522 26322	   	145.75	DCR|3VULN|1AART|1ASPD	1FEWX|2ASPD|3CGEN|4aDUST|568VULN|7RCR|9AART
710	11634 63232	   	145.67	ACR|2VULN|2AART|1DUR	1CGEN|2BEXP|3RCR|4LWND|5DUR|6NUKE|78AART|9aVULN
711	16621 33351	   	145.67	ACR|2VULN|2AART|1DUR	1CGEN|24FEWX|3RCR|56VULN|79AART|8DUR|aERES
712	21123 52223	   	145.65	DCR|2VULN|1AART|1CDMG|1DUR	1RCVC|2BEXP|3LHND|47VULN|5DUR|6RCR|8CDMG|9NUKE|aAART
713	21123 52233	   	145.65	DCR|2VULN|1AART|1CDMG|1DUR	1RCVC|2BEXP|3LHND|47VULN|5DUR|6RCR|8CDMG|9TLV|aAART
714	22241 35321	   	145.65	ACR|1AART|1DMG|1VULN|2ASPD|1DUR	1RCVC|2DUR|36CGEN|46ASPD|5RCR|6BPWR|7AART|8VULN|9DMSP|aDMG
715	11212 52362	   	145.63	DCR|2VULN|1AART|1DMG	1CGEN|2BEXP|3FEWX|4ERES|5aVULN|6RCR|7TLV|8DMG|9AART
716	16212 52362	   	145.63	DCR|2VULN|1AART|1DMG	1CGEN|2FEWX|3BEXP|4ERES|5aVULN|6RCR|7TLV|8DMG|9AART
717	26134 23522	 * 	145.62	ACR|1AART|1VULN|1DMG|2CDMG	1RCVC|2RPLT|3aCDMG|4BEXP|5RCR|6AART|7MGNLIT|8VULN|9DMG
718	21123 52326	   	145.59	DCR|4VULN|1ASPD|1DUR	1RCVC|2BEXP|3LHND|4789VULN|5DUR|6RCR|aASPD
719	16613 23334	   	145.58	ACR|2VULN|1DMG|2DUR|1ZMB	1CGEN|2FEWX|3RCR|4ERES|57DUR|68VULN|9ZMB|aDMG
720	25641 22213	   	145.56	ACR|2VULN|1AART|1ZMB|1DUR|1ASPD	1RCVC|2MLV|36VULN|4ASPD|5RCR|7ZMB|8SNIHEL|9DUR|aAART
721	43113 62125	 * 	145.55	DCR|2VULN|1AART|2ZMB|2DUR	17DUR|27ZMB|3DUST|48ERES|5AART|67VULN|7BPWR|9DMSP|aRCR
722	43113 62133	   	145.55	DCR|2VULN|1AART|2ZMB|2DUR	17DUR|27ZMB|3DUST|48ERES|5AART|67VULN|7BPWR|9FEWX|aRCR
723	43113 62143	   	145.55	DCR|2VULN|1AART|2ZMB|2DUR	17DUR|27ZMB|3DUST|48ERES|5AART|67VULN|7BPWR|9LWND|aRCR
724	43113 62163	   	145.55	DCR|2VULN|1AART|2ZMB|2DUR	17DUR|27ZMB|3DUST|48ERES|5AART|67VULN|7BPWR|9BEXP|aRCR
725	25641 33323	   	145.55	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD	1RCVC|2MLV|3VULN|4ASPD|5RCR|6ERES|7AART|8DMG|9DMSP|aCDMG
