0	Index      	 *	Score 	Summary	Detail	
1	34611 52122	 * 	397.30	DCR|2VULN|1MDPS|2CDMG|1TLV|1DUR	13VULN|2TLV|4DUR|58CDMG|6MGNSTR|7FEWX|9RCR|aMDPS
2	34611 53122	   	397.20	DCR|2VULN|1MDPS|2CDMG|1TLV|1DUR	13VULN|2TLV|4DUR|58CDMG|6MGNSTR|7AETHUN|9RCR|aMDPS
3	33463 25233	 * 	386.99	DCR|2VULN|1MDPS|2TLV|2DUR	19VULN|2RPLT|3CGEN|49DUR|5BEXP|6ZMB|79TLV|8RCR|9BPWR|aMDPS
4	34611 13132	 * 	380.41	4VULN|1MDPS|1CDMG|2DUR|1TLV	1389VULN|2TLV|49DUR|5CDMG|6RAT|79FEWX|9BPWR|aMDPS
5	31611 55322	   	378.51	DCR|2VULN|1MDPS|1CDMG|1DMG|1DUR	13VULN|2AME|4DUR|5CDMG|6MGNSTR|7ERES|8DMG|9RCR|aMDPS
6	33124 24633	   	372.29	DCR|2VULN|1MDPS|1CDMG|1DUR|1AART	17VULN|2RPLT|3BELT|4DUR|5CDMG|6RCR|8AART|9RAT|aMDPS
7	31611 52122	   	371.00	DCR|2VULN|1MDPS|2CDMG|1DUR	13VULN|2AME|4DUR|58CDMG|6MGNSTR|7FEWX|9RCR|aMDPS
8	33124 23524	   	371.00	DCR|2VULN|1MDPS|2CDMG|1DUR	18VULN|2RPLT|3BELT|4DUR|58CDMG|6RCR|78DUST|8BPWR|9AIRBOS|aMDPS
9	33124 23534	   	371.00	DCR|2VULN|1MDPS|2CDMG|1DUR	18VULN|2RPLT|3BELT|4DUR|58CDMG|6RCR|78DUST|8BPWR|9TSLARM|aMDPS
10	31611 53122	   	370.90	DCR|2VULN|1MDPS|2CDMG|1DUR	13VULN|2AME|4DUR|58CDMG|6MGNSTR|7AETHUN|9RCR|aMDPS
11	34614 31111	 * 	369.56	4VULN|1MDPS|2TLV|2DUR|1SELL	1378VULN|28TLV|48DUR|5BELT|6SELL|8BPWR|9MDPS|aBEXP
12	34614 31112	 * 	369.56	4VULN|1MDPS|2TLV|2DUR|1SELL	1378VULN|28TLV|48DUR|5BELT|6SELL|8BPWR|9MDPS|aLWND
13	34614 31113	 * 	369.56	4VULN|1MDPS|3TLV|2DUR|1SELL	1378VULN|28aTLV|48DUR|5BELT|6SELL|8BPWR|9MDPS
