0	Index      	 *	Score 	Summary	Detail	
1	61312 52421	 * 	387.18	DCR|3VULN|1MDPS|2DUR	178VULN|2AME|357ERES|47DUR|6RCR|7BPWR|9MDPS|aTSLARM
2	61312 52422	   	387.18	DCR|3VULN|1MDPS|2DUR	178VULN|2aAME|357ERES|47DUR|6RCR|7BPWR|9MDPS
3	61312 52423	   	387.18	DCR|3VULN|1MDPS|2DUR|1SELL	178VULN|2AME|357ERES|47DUR|6RCR|7BPWR|9MDPS|aSELL
4	61312 52623	 * 	370.80	DCR|2VULN|1MDPS|1CDMG|2DUR	17VULN|2AME|357ERES|47DUR|6RCR|7BPWR|8TBNT|9CDMG|aMDPS
5	63121 21512	   	358.54	DCR|2VULN|1MDPS|1CDMG|1DUR	19VULN|2ZMB|3BBNT|4LWND|5CDMG|6BELT|7DUR|8RCR|aMDPS
6	63633 21512	   	358.54	DCR|2VULN|1MDPS|1CDMG|1DUR	19VULN|2ZMB|3CDMG|4LWND|5BBNT|6BELT|7DUR|8RCR|aMDPS
7	63224 12115	   	358.44	DCR|2VULN|1MDPS|1CDMG|1DUR	15VULN|2ZMB|3CGEN|45CANSTR|5BPWR|6ASPD|7CDMG|8RCR|9DUR|aMDPS
8	24415 53433	 * 	357.81	DCR|2MDPS|1VULN|2DUR	1AEBURN|2MBVNT|3VULN|49DUR|5LWND|6RCR|7BBNT|8aMDPS
9	24415 53443	   	357.81	DCR|2MDPS|1VULN|1DUR	1AEBURN|2MBVNT|3VULN|4DUR|59LWND|6RCR|7BBNT|8aMDPS
10	61232 53422	 * 	357.25	DCR|2VULN|1MDPS|1TLV|1DUR	18VULN|2AME|3CGEN|4ERES|5TLV|6RCR|7DUR|9LWND|aMDPS
11	61332 53422	   	357.25	DCR|2VULN|1MDPS|1TLV|1DUR	18VULN|2AME|3ERES|4CGEN|5TLV|6RCR|7DUR|9LWND|aMDPS
