0	Index      	 *	Score 	Summary	Detail	
1	53222 16121	 * 	378.61	DCR|2VULN|1MDPS|1CDMG|1DMG|1DUR	1DUR|28VULN|3CDMG|4RCVC|5DMG|6DMSP|7RCR|9MDPS|aLWND
2	53222 16122	   	378.61	DCR|2VULN|1MDPS|1CDMG|1DMG|1DUR|1MSE	1DUR|28VULN|3CDMG|4RCVC|5DMG|6DMSP|7RCR|9MDPS|aMSE
3	53222 16123	   	378.61	DCR|2VULN|1MDPS|1CDMG|1DMG|1DUR|1SELL	1DUR|28VULN|3CDMG|4RCVC|5DMG|6DMSP|7RCR|9MDPS|aSELL
4	53222 16124	   	378.61	DCR|2VULN|1MDPS|1CDMG|1DMG|1DUR	1DUR|28VULN|3CDMG|4RCVC|5DMG|6DMSP|7RCR|9MDPS|aLHND
5	53222 16125	   	378.61	DCR|2VULN|1MDPS|1CDMG|1DMG|1DUR	1DUR|28VULN|3CDMG|4RCVC|5DMG|6DMSP|7RCR|9MDPS|aAME
6	53222 16126	   	378.61	DCR|2VULN|1MDPS|1CDMG|1DMG|1DUR	1DUR|28VULN|3CDMG|4RCVC|5DMG|6DMSP|7RCR|9MDPS|aFEWX
7	53311 11562	 * 	374.07	DCR|4VULN|2CDMG|1DMG|1DUR	1DUR|2359VULN|4LIT|68CDMG|7DMG|aRCR
8	63213 44311	 * 	371.00	DCR|2VULN|1MDPS|1CDMG|2DUR	13RAT|23DUR|3BPWR|4SPLARM|5CDMG|67VULN|8RCR|9MDPS|aMULHEA
9	63213 44312	   	371.00	DCR|2VULN|1MDPS|1CDMG|2DUR	13RAT|23DUR|3BPWR|4SPLARM|5CDMG|67VULN|8RCR|9MDPS|aBELT
10	63213 44313	   	371.00	DCR|2VULN|1MDPS|1CDMG|2DUR	13RAT|23DUR|3BPWR|4SPLARM|5CDMG|67VULN|8RCR|9MDPS|aFEWX
11	53311 11662	   	361.61	DCR|4VULN|1CDMG|1DMG|1DUR	1DUR|2359VULN|48LIT|6CDMG|7DMG|aRCR
12	53311 11262	   	361.51	DCR|4VULN|1CDMG|1DMG|1DUR	1DUR|2359VULN|4LIT|6CDMG|7DMG|8AEBURN|aRCR
13	53152 13215	   	358.54	DCR|2VULN|1MDPS|1CDMG|1DUR	1DUR|24VULN|3CANSTR|5BOSS|6RCR|79LHND|8CDMG|aMDPS
14	53235 52112	   	358.54	DCR|2VULN|1MDPS|1CDMG|1DUR	1DUR|27VULN|3CDMG|4CGEN|5BBNT|6RCR|8RAT|9ZMB|aMDPS
15	53216 41311	   	358.34	DCR|2VULN|1MDPS|1CDMG|1DUR	1DUR|26VULN|3CDMG|4RAT|56AEBURN|6BPWR|7MSLFST|8RCR|9MDPS|aMULHEA
16	53216 41312	   	358.34	DCR|2VULN|1MDPS|1CDMG|1DUR	1DUR|26VULN|3CDMG|4RAT|56AEBURN|6BPWR|7MSLFST|8RCR|9MDPS|aBELT
17	53216 41313	   	358.34	DCR|2VULN|1MDPS|1CDMG|1DUR	1DUR|26VULN|3CDMG|4RAT|56AEBURN|6BPWR|7MSLFST|8RCR|9MDPS|aFEWX
18	13111 43135	 * 	357.35	DCR|2VULN|1MDPS|1TLV|1DUR	1LHND|29VULN|3CANSTR|4TLV|5RAT|6RCR|7DUR|8RPLT|aMDPS
19	53111 42135	   	357.35	DCR|2VULN|1MDPS|1TLV|1DUR	1DUR|29VULN|3CANSTR|4TLV|5RAT|6RCR|7FEWX|8RPLT|aMDPS
20	53112 15433	   	357.15	DCR|2VULN|1MDPS|1TLV|1DUR|1MSE	1DUR|27VULN|3CANSTR|4TLV|5LIT|6ASPD|8RCR|9MSE|aMDPS
21	53311 12562	   	354.00	DCR|4VULN|2CDMG|1DUR	1DUR|2359VULN|4LIT|68CDMG|7ZMB|aRCR
22	53152 12223	   	351.21	DCR|2VULN|1MDPS|1DMG|1DUR	1DUR|24VULN|3CANSTR|5BOSS|6RCR|7DMG|8BEXP|9MLV|aMDPS
23	53152 13423	   	351.21	DCR|2VULN|1MDPS|1DMG|1DUR	1DUR|24VULN|3CANSTR|5BOSS|6RCR|7LHND|8DMG|9MLV|aMDPS
24	22631 62353	   	351.11	DCR|2VULN|1MDPS|1DMG|1DUR	1TBNT|2LIT|35VULN|4TSLFST|6RCR|7DMG|8CGEN|9DUR|aMDPS
25	22631 62533	   	351.11	DCR|2VULN|1MDPS|1DMG|1DUR	1TBNT|2LIT|35VULN|4TSLFST|6RCR|7DMG|8DUR|9RMIN|aMDPS
26	24121 33561	   	351.11	DCR|2VULN|1MDPS|1DMG|1DUR	1TBNT|2RAT|3BBNT|49VULN|5BOSS|6DMG|7RCR|8DUR|aMDPS
27	53152 12533	   	351.11	DCR|2VULN|1MDPS|1DMG|1DUR	1DUR|24VULN|3CANSTR|5BOSS|6RCR|7DMG|8BBNT|9RMIN|aMDPS
28	53152 12633	   	351.11	DCR|2VULN|1MDPS|1DMG|1DUR	1DUR|24VULN|3CANSTR|5BOSS|6RCR|7DMG|8AAC|9MBVNT|aMDPS
29	53153 31512	   	351.11	DCR|2VULN|1MDPS|1DMG|1DUR	1DUR|24VULN|3CANSTR|5MSLFST|6RMIN|7RCR|8BEXP|9DMG|aMDPS
