0	Index      	 *	Score 	Summary	Detail	
1	42523 26133	 * 	384.75	DCR|2VULN|1MDPS|1CDMG|1TLV|1DUR	1SPLARM|2CDMG|3BEXP|4AAC|5TLV|68VULN|7RCR|9DUR|aMDPS
2	62523 26133	   	384.75	DCR|2VULN|1MDPS|1CDMG|1TLV|1DUR	1BASHEA|2CDMG|3BEXP|4AAC|5TLV|68VULN|7RCR|9DUR|aMDPS
3	42533 26133	   	384.65	DCR|2VULN|1MDPS|1CDMG|1TLV|1DUR	1SPLARM|2CDMG|3BEXP|4NUKE|5TLV|68VULN|7RCR|9DUR|aMDPS
4	62533 26133	   	384.65	DCR|2VULN|1MDPS|1CDMG|1TLV|1DUR	1BASHEA|2CDMG|3BEXP|4NUKE|5TLV|68VULN|7RCR|9DUR|aMDPS
5	11135 12615	   	364.96	DCR|2VULN|1MDPS|1DMG|1DUR|1AART	1AART|2DUR|3ZMB|4LIT|57VULN|6RMIN|8RCR|9DMG|aMDPS
6	42622 26133	   	358.54	DCR|2VULN|1MDPS|1CDMG|1DUR	1SPLARM|2CDMG|3LWND|4AAC|5RMIN|68VULN|7RCR|9DUR|aMDPS
7	62622 26133	   	358.54	DCR|2VULN|1MDPS|1CDMG|1DUR	1BASHEA|2CDMG|3LWND|4AAC|5RMIN|68VULN|7RCR|9DUR|aMDPS
8	42432 26133	   	358.44	DCR|2VULN|1MDPS|1CDMG|1DUR	1SPLARM|2CDMG|3ASPD|4LHND|5RMIN|68VULN|7RCR|9DUR|aMDPS
9	42632 26133	   	358.44	DCR|2VULN|1MDPS|1CDMG|1DUR	1SPLARM|2CDMG|3LWND|4NUKE|5RMIN|68VULN|7RCR|9DUR|aMDPS
10	62432 26133	   	358.44	DCR|2VULN|1MDPS|1CDMG|1DUR	1BASHEA|2CDMG|3ASPD|4LHND|5RMIN|68VULN|7RCR|9DUR|aMDPS
11	62632 26133	   	358.44	DCR|2VULN|1MDPS|1CDMG|1DUR	1BASHEA|2CDMG|3LWND|4NUKE|5RMIN|68VULN|7RCR|9DUR|aMDPS
12	11125 16215	 * 	357.25	DCR|2VULN|1MDPS|2AART|1DUR	19AART|2DUR|3ZMB|4MSLFST|58VULN|6RMIN|7RCR|aMDPS
13	12325 16215	   	357.25	DCR|2VULN|1MDPS|2AART|1DUR	19AART|2ERES|3DUR|4FLTARM|58VULN|6RMIN|7RCR|aMDPS
