0	Index      	 *	Score 	Summary	Detail	
1	51251 28334	 * 	318.61	DCR|3LIT|2MLV|2FLTARM|2DMG|1ASPD	1MBVNT|269LIT|39FLTARM|4TLV|56MLV|69BPWR|7RCR|89DMG|aASPD
2	51281 28334	   	318.61	DCR|3LIT|2MLV|2FLTARM|2DMG|1ASPD	1MBVNT|269LIT|39FLTARM|4CGEN|56MLV|69BPWR|7RCR|89DMG|aASPD
3	51251 28331	   	316.82	DCR|3LIT|2MLV|2FLTARM|2DMG	1MBVNT|269LIT|39FLTARM|4TLV|56MLV|69BPWR|7RCR|89DMG|aBELT
4	51251 28332	   	316.82	DCR|3LIT|2MLV|2FLTARM|2DMG	1MBVNT|269LIT|39FLTARM|4TLV|56MLV|69BPWR|7RCR|89DMG|aFEWX
5	51281 28331	   	316.82	DCR|3LIT|2MLV|2FLTARM|2DMG	1MBVNT|269LIT|39FLTARM|4CGEN|56MLV|69BPWR|7RCR|89DMG|aBELT
6	51281 28332	   	316.82	DCR|3LIT|2MLV|2FLTARM|2DMG	1MBVNT|269LIT|39FLTARM|4CGEN|56MLV|69BPWR|7RCR|89DMG|aFEWX
7	51251 28333	   	316.67	DCR|3LIT|2MLV|2FLTARM|2DMG	1MBVNT|269LIT|39FLTARM|4TLV|56MLV|69BPWR|7RCR|89DMG|aMULHEA
8	51281 28333	   	316.67	DCR|3LIT|2MLV|2FLTARM|2DMG	1MBVNT|269LIT|39FLTARM|4CGEN|56MLV|69BPWR|7RCR|89DMG|aMULHEA
9	26632 13316	 * 	303.84	DCR|2LIT|3VULN|1MLV|3CDMG	12aVULN|35ZMB|45aCDMG|5aBPWR|6RCR|7FEWX|8MLV|9aLIT
10	26432 13314	 * 	300.07	DCR|1LIT|2VULN|2DMG|1MLV|2CDMG|1NUKE	12VULN|35DMG|45CDMG|5BPWR|6RCR|7FEWX|8MLV|9LIT|aNUKE
11	23316 22552	 * 	299.15	DCR|3LIT|3MLV|2VULN|1ASPD	19VULN|2ASPD|389MLV|4BEXP|5FEWX|69aLIT|7RCR|9BPWR
12	23314 22352	   	299.00	DCR|3LIT|3MLV|2VULN|1ASPD	19VULN|2ASPD|389MLV|4BEXP|5DUST|69aLIT|7RCR|9BPWR
13	51224 84324	 * 	298.14	DCR|2LIT|2FLTARM|2VULN|1MLV	1MBVNT|29LIT|39FLTARM|4CANTOX|5ERES|6BELT|79VULN|8RCR|9BPWR|aMLV
14	51241 25247	 * 	291.59	DCR|2LIT|2MLV|2VULN|1FLTARM	1MBVNT|28LIT|3FLTARM|4RMIN|58MLV|68LSRREG|7RCR|8BPWR|9aVULN
15	58844 33313	 * 	290.62	DCR|3LIT|2VULN|1FLTARM|2ASPD	1MBVNT|29VULN|359LIT|4FEWX|6VENICY|79ASPD|8RCR|9BPWR|aFLTARM
16	25516 33213	 * 	289.53	DCR|2LIT|3VULN|2DMG|1NUKE	169VULN|2LHND|3RPLT|49DMG|59LIT|7BELT|8RCR|9BPWR|aNUKE
17	23314 22355	   	289.26	DCR|2LIT|3MLV|2VULN|1AART|1ASPD	19VULN|2ASPD|389MLV|4BEXP|5DUST|69LIT|7RCR|9BPWR|aAART
18	23325 22551	   	289.26	DCR|2LIT|3MLV|2VULN|1AART|1ASPD	19VULN|2ASPD|389MLV|4DUST|5LWND|69LIT|7RCR|9BPWR|aAART
