0	Index      	 *	Score 	Summary	Detail	
1	11554 11322	 * 	383.89	ACR|2MDPS|2VULN|2DUR|1SELL	1SELL|2DUST|38DUR|46VULN|5RCR|7AIRHEA|9aMDPS
2	13542 21317	 * 	378.36	DCR|2VULN|1MDPS|1CDMG|1DMG|1DUR|1SELL	1SELL|2DMG|36VULN|4MBVNT|5DUR|7CDMG|8RCR|9FEWX|aMDPS
3	13542 21373	 * 	378.26	DCR|2VULN|1MDPS|1CDMG|1DMG|1DUR|1SELL	1SELL|2DMG|36VULN|4MBVNT|5DUR|7CDMG|8RCR|9ASPD|aMDPS
4	62551 32111	 * 	374.83	DCR|3VULN|1MDPS|1DUR	1AETHUN|245VULN|35MGNSTR|5BPWR|6AEFRZ|7RCR|8DUR|9BBNT|aMDPS
5	62553 32111	   	374.73	DCR|3VULN|1MDPS|1DUR	1AETHUN|245VULN|3MGNSTR|6AEFRZ|7RCR|8DUR|9BBNT|aMDPS
6	62351 32111	   	374.63	DCR|3VULN|1MDPS|1DUR	1AETHUN|245VULN|35BLAICY|5BPWR|6AEFRZ|7RCR|8DUR|9BBNT|aMDPS
7	62353 32111	   	374.63	DCR|3VULN|1MDPS|1DUR	1AETHUN|245VULN|3BLAICY|6AEFRZ|7RCR|8DUR|9BBNT|aMDPS
8	11554 11222	 * 	371.33	ACR|2MDPS|2VULN|1DUR|1SELL	1SELL|28DUST|3DUR|46VULN|5RCR|7AIRHEA|9aMDPS
9	35332 63125	 * 	368.79	DCR|2VULN|1MDPS|2DMG|1DUR	1AME|26DMG|3RMIN|48VULN|5DUR|7LIT|9RCR|aMDPS
10	13113 14513	 * 	355.62	ACR|DCR|1MDPS|1VULN|2DMG|1DUR|1SELL	1SELL|28DMG|36RCR|4DUR|5MLV|7BEXP|9VULN|aMDPS
