0	Index      	Bounty	 *	Score 	Summary	Detail	
168	32131 44314	2	   	247.10	DCR|4VULN|1DUR|1CDMG|1AART	1AART|2RMIN|3CDMG|4LWND|589aVULN|6DUR|7RCR
169	32462 23314	4	   	247.10	DCR|4VULN|1DUR|1CDMG|1AART	1AART|2RMIN|3DUR|489aVULN|5BEXP|6CDMG|7RCR
170	35632 23314	5	   	247.10	DCR|4VULN|1DUR|1CDMG|1AART	1AART|2BEXP|3DUR|489aVULN|5MLV|6CDMG|7RCR
171	31312 43262	4	   	247.07	DCR|3VULN|2DMG|2LIT|1AART	1AART|268DUST|38LIT|4FEWX|569VULN|68BPWR|78DMG|aRCR
172	23152 36223	1	   	247.04	DCR|5VULN|1DMG	1LWND|26789VULN|3MBVNT|4CGEN|5DMG|aRCR
173	23152 36742	1	   	247.04	DCR|5VULN|1DMG	1LWND|2679aVULN|3MBVNT|4CGEN|5DMG|8RCR
174	32465 13222	8	   	247.03	DCR|3VULN|3DUR|1AART	1AART|2RMIN|356DUR|458VULN|5BPWR|7LIT|9BEXP|aRCR
175	32465 13232	9	   	247.03	DCR|3VULN|3DUR|1AART	1AART|2RMIN|356DUR|458VULN|5BPWR|7LIT|9FEWX|aRCR
176	32465 13332	9	   	247.03	DCR|3VULN|3DUR|1AART	1AART|2RMIN|356DUR|459VULN|5BPWR|7LIT|8BEXP|aRCR
177	34312 42222	4	   	247.03	DCR|3VULN|3DUR|1AART	1AART|268DUR|3LIT|4FEWX|567VULN|6BPWR|9CGEN|aRCR
178	34312 42242	4	   	247.03	DCR|3VULN|3DUR|1AART	1AART|268DUR|3LIT|4FEWX|567VULN|6BPWR|9RMIN|aRCR
179	35332 42235	3	   	247.03	DCR|3VULN|3DUR|1AART	1AART|26BEXP|3LIT|489DUR|567VULN|6BPWR|aRCR
180	34332 32365	6	   	247.03	DCR|3VULN|3DUR|1AART	1AART|269DUR|3LIT|478VULN|56LHND|6BPWR|aRCR
181	31636 32112	6	   	247.02	DCR|3VULN|2CDMG|1TLV|1DUR|1AART	1AART|27DUST|3DUR|479VULN|57CDMG|6RCR|7BPWR|8RMIN|aTLV
182	31636 32135	6	   	247.02	DCR|3VULN|2CDMG|1TLV|1DUR|1AART	1AART|27DUST|3DUR|47aVULN|57CDMG|6RCR|7BPWR|8RMIN|9TLV
183	31636 32352	6	   	247.02	DCR|3VULN|2CDMG|1TLV|1DUR|1AART	1AART|27DUST|3DUR|478VULN|57CDMG|6RCR|7BPWR|9RMIN|aTLV
184	34112 37254	7	   	247.02	DCR|3VULN|1DMG|1TLV|1DUR|1AART	1AART|2DUR|3MBVNT|4TLV|5CGEN|69aVULN|7RCR|8DMG
185	34131 12254	4	   	247.02	DCR|3VULN|1DMG|1TLV|1DUR|1AART	1AART|2DUR|3MBVNT|49aVULN|5TLV|6RCR|7CGEN|8DMG
186	34131 15224	4	   	247.02	DCR|3VULN|1DMG|1TLV|1DUR|1AART	1AART|2DUR|3MBVNT|47aVULN|5TLV|6RCR|8DMG|9CGEN
187	34161 12254	3	   	247.02	DCR|3VULN|1DMG|1TLV|1DUR|1AART	1AART|2DUR|3MBVNT|49aVULN|5TLV|6RCR|7CGEN|8DMG
188	34161 15224	3	   	247.02	DCR|3VULN|1DMG|1TLV|1DUR|1AART	1AART|2DUR|3MBVNT|47aVULN|5TLV|6RCR|8DMG|9CGEN
189	32521 54312	1	   	247.02	DCR|3VULN|1DMG|1TLV|1DUR|1AART	1AART|2ERES|3TLV|468VULN|5RCVC|7RCR|9DUR|aDMG
190	31151 24314	2	   	247.00	DCR|4VULN|1TLV|1CDMG|1AART	1AART|2DUST|3LHND|489aVULN|5TLV|6CDMG|7RCR
191	31636 13314	5	   	247.00	DCR|4VULN|1DUR|1CDMG|1AART	1AART|2DUST|3DUR|489aVULN|5CDMG|6CGEN|7RCR
192	31636 23314	6	   	247.00	DCR|4VULN|1DUR|1CDMG|1AART	1AART|2DUST|3DUR|489aVULN|5CDMG|6CGEN|7RCR
193	35131 12315	4	   	247.00	DCR|4VULN|1TLV|1CDMG|1AART	1AART|2BEXP|3MBVNT|489aVULN|5TLV|6RCR|7CDMG
194	35161 12315	3	   	247.00	DCR|4VULN|1TLV|1CDMG|1AART	1AART|2BEXP|3MBVNT|489aVULN|5TLV|6RCR|7CDMG
195	31632 23314	5	   	247.00	DCR|4VULN|1DUR|1CDMG|1AART	1AART|2DUST|3DUR|489aVULN|5MLV|6CDMG|7RCR
196	34343 11321	9	   	246.95	DCR|3VULN|1DMG|2AART|1DUR	14AART|2DUR|3LIT|5CGEN|679VULN|8DMG|aRCR
197	34334 21236	10	   	246.95	DCR|3VULN|1DMG|2AART|1DUR	1aAART|2DUR|3LIT|489VULN|5DMG|6RCR|7LHND
198	23142 36223	1	   	246.94	DCR|5VULN|1DMG	1LWND|26789VULN|3MBVNT|4ERES|5DMG|aRCR
199	23142 36742	1	   	246.94	DCR|5VULN|1DMG	1LWND|2679aVULN|3MBVNT|4ERES|5DMG|8RCR
200	34332 35235	4	   	246.93	DCR|3VULN|3DUR|1AART	1AART|289DUR|3LIT|456VULN|7BEXP|aRCR
201	34322 42135	4	   	246.93	DCR|3VULN|3DUR|1AART	1AART|269DUR|3LIT|4DUST|567VULN|6BPWR|8RCVC|aRCR
202	34322 42222	4	   	246.93	DCR|3VULN|3DUR|1AART	1AART|268DUR|3LIT|4DUST|567VULN|6BPWR|9CGEN|aRCR
203	34322 42235	4	   	246.93	DCR|3VULN|3DUR|1AART	1AART|268DUR|3LIT|4DUST|567VULN|6BPWR|9DMSP|aRCR
204	34322 42242	4	   	246.93	DCR|3VULN|3DUR|1AART	1AART|268DUR|3LIT|4DUST|567VULN|6BPWR|9RMIN|aRCR
205	34332 22365	6	   	246.93	DCR|3VULN|3DUR|1AART	1AART|269DUR|3LIT|478VULN|5LHND|aRCR
206	34352 42222	3	   	246.93	DCR|3VULN|3DUR|1AART	1AART|268DUR|3LIT|4DUST|567VULN|6BPWR|9CGEN|aRCR
207	35332 33235	4	   	246.93	DCR|3VULN|3DUR|1AART	1AART|2BEXP|3LIT|456VULN|789DUR|aRCR
208	34334 23251	10	   	246.92	DCR|2VULN|2DUR|1DMG|2CDMG|1AART	1AART|2aDUR|3LIT|4aVULN|5DMG|6RCR|7FEWX|8MBVNT|9aCDMG|aBPWR
209	31131 12315	4	   	246.90	DCR|4VULN|1TLV|1CDMG|1AART	1AART|2DUST|3MBVNT|489aVULN|5TLV|6RCR|7CDMG
210	31161 12315	3	   	246.90	DCR|4VULN|1TLV|1CDMG|1AART	1AART|2DUST|3MBVNT|489aVULN|5TLV|6RCR|7CDMG
211	31636 33314	6	   	246.90	DCR|4VULN|1DUR|1CDMG|1AART	1AART|2DUST|3DUR|489aVULN|5CDMG|6RCR|7ERES
212	64523 22112	10	   	246.84	DCR|5VULN|1DMG|1NUKE	14ERES|23569VULN|7RCR|8NUKE|aDMG
213	31332 42235	3	   	246.83	DCR|3VULN|3DUR|1AART	1AART|26DUST|3LIT|489DUR|567VULN|6BPWR|aRCR
214	31362 42235	4	   	246.83	DCR|3VULN|3DUR|1AART	1AART|26DUST|3LIT|489DUR|567VULN|6BPWR|aRCR
215	32462 32532	10	   	246.71	DCR|3VULN|2DUR|2ASPD|1AART	1AART|2RMIN|3aDUR|46aVULN|5CGEN|7ERES|8aASPD|9RCR|aBPWR
216	34114 71264	10	   	246.63	DCR|2VULN|3DUR|3TLV|2LIT|1AART	1AART|25aDUR|3MBVNT|458TLV|5aBPWR|6aLIT|7aVULN|9RCR
217	26212 24226	4	   	246.61	DCR|3VULN|3DMG	137LWND|2ERES|457VULN|679DMG|7BPWR|8LIT|aRCR
218	26212 24226	5	   	246.61	DCR|3VULN|3DMG	137LWND|25ERES|457VULN|57BPWR|679DMG|8LIT|aRCR
219	34138 24181	5	   	246.61	DCR|3VULN|2DUR|2ASPD|1AART	1AART|2aDUR|3MBVNT|48aVULN|5RCVC|6RCR|7aASPD|9BBNT|aBPWR
220	34132 82514	4	   	246.51	DCR|3VULN|2DUR|2ASPD|1AART	1AART|25DUR|3MBVNT|49aVULN|67ASPD|8RCR
221	35332 42512	3	   	246.47	DCR|3VULN|1TLV|1DUR|1ASPD|1AART	1AART|26BEXP|3LIT|4DUR|567VULN|6BPWR|8ASPD|9RCR|aTLV
222	34332 31512	4	   	246.37	DCR|3VULN|1TLV|1DUR|1ASPD|1AART	1AART|2DUR|3LIT|456VULN|7LHND|8ASPD|9RCR|aTLV
223	34332 32512	4	   	246.37	DCR|3VULN|1TLV|1DUR|1ASPD|1AART	1AART|2DUR|3LIT|456VULN|7FEWX|8ASPD|9RCR|aTLV
224	34332 35512	4	   	246.37	DCR|3VULN|1TLV|1DUR|1ASPD|1AART	1AART|2DUR|3LIT|456VULN|7BEXP|8ASPD|9RCR|aTLV
225	34332 36512	4	   	246.37	DCR|3VULN|1TLV|1DUR|1ASPD|1AART	1AART|2DUR|3LIT|456VULN|7LWND|8ASPD|9RCR|aTLV
226	34332 52512	4	   	246.37	DCR|3VULN|1TLV|1DUR|1ASPD|1AART	1AART|2DUR|3LIT|457VULN|6LWND|8ASPD|9RCR|aTLV
227	35332 33512	4	   	246.37	DCR|3VULN|1TLV|1DUR|1ASPD|1AART	1AART|2BEXP|3LIT|456VULN|7DUR|8ASPD|9RCR|aTLV
228	31332 42512	3	   	246.27	DCR|3VULN|1TLV|1DUR|1ASPD|1AART	1AART|26DUST|3LIT|4DUR|567VULN|6BPWR|8ASPD|9RCR|aTLV
229	31362 42512	4	   	246.27	DCR|3VULN|1TLV|1DUR|1ASPD|1AART	1AART|26DUST|3LIT|4DUR|567VULN|6BPWR|8ASPD|9RCR|aTLV
230	34136 21612	4	   	246.27	DCR|3VULN|1TLV|1DUR|1ASPD|1AART	1AART|2DUR|3MBVNT|459VULN|6RCR|7LIT|8ASPD|aTLV
231	34136 24162	4	   	246.27	DCR|3VULN|1TLV|1DUR|1ASPD|1AART	1AART|2DUR|3MBVNT|458VULN|6RCR|7ASPD|9LIT|aTLV
232	34334 21242	9	   	246.11	DCR|2VULN|2DMG|1DUR|1TLV|1AART	1AART|2DUR|3LIT|48VULN|5aDMG|6RCR|7LHND|9TLV
233	34334 21312	8	   	246.11	DCR|2VULN|2DMG|1DUR|1TLV|1AART	1AART|2DUR|3LIT|49VULN|58DMG|6RCR|7LHND|aTLV
234	34334 21331	10	   	246.11	DCR|2VULN|2DMG|1DUR|1TLV|1AART	1AART|2DUR|3LIT|49VULN|58DMG|6RCR|7LHND|aTLV
235	34334 21332	9	   	246.11	DCR|2VULN|2DMG|1DUR|1TLV|1AART	1AART|2DUR|3LIT|49VULN|58DMG|6RCR|7LHND|aTLV
236	34336 41232	4	   	246.03	DCR|2VULN|2DUR|2ASPD|1DMG|2AART|1SELL	19AART|28DUR|3LIT|48VULN|58ASPD|6SELL|7RCR|8BPWR|aDMG
237	32436 23153	8	   	245.80	DCR|2VULN|2DUR|2CDMG|1TLV|1ASPD|1AART	1AART|2RMIN|3aDUR|4TLV|5aCDMG|6ASPD|7ERES|8aVULN|9RCR|aBPWR
238	34334 23232	6	 * 	245.77	DCR|1VULN|2DMG|2DUR|2CDMG|2AART|2LIT	19AART|28DUR|38LIT|4VULN|5aDMG|6RCR|78CDMG|8BPWR
239	31364 32511	10	   	245.73	DCR|3VULN|1DMG|1DUR|2LIT|1AART	1AART|2aDUST|3aLIT|4DUR|5DMG|6RCR|7RPLT|89aVULN|aBPWR
240	34334 21233	10	   	245.73	DCR|3VULN|1DMG|1DUR|2LIT|1AART	1AART|2DUR|3aLIT|489VULN|5DMG|6RCR|7LHND
241	31636 32612	6	   	245.70	DCR|2VULN|2DUR|2CDMG|1TLV|1ASPD|1AART	1AART|27DUST|38DUR|47VULN|57CDMG|6RCR|7BPWR|9ASPD|aTLV
242	32265 63321	9	   	245.67	DCR|4VULN|1DMG|1AART	1AART|2RMIN|35LWND|4569VULN|5BPWR|7LIT|8DMG|aRCR
243	34137 33237	6	   	245.63	DCR|2VULN|2DUR|2CDMG|2AART|1ASPD	19AART|28DUR|3MBVNT|48VULN|5ASPD|6LIT|78CDMG|8BPWR|aRCR
244	36215 63321	9	   	245.57	DCR|4VULN|1DMG|1AART	1AART|2ERES|3569VULN|45LHND|5BPWR|7LIT|8DMG|aRCR
245	34136 37111	7	   	245.56	DCR|3VULN|2DUR|2CDMG|1AART	1AART|2aDUR|3MBVNT|46aVULN|568LWND|6aBPWR|7RCR|9aCDMG
246	33634 13224	6	   	245.47	DCR|4VULN|1DMG|1AART	1AART|2LIT|3ERES|4RPLT|5689VULN|7DMG|aRCR
247	35332 34261	4	   	245.47	DCR|4VULN|1DMG|1AART	1AART|2BEXP|3LIT|4569VULN|7DMG|8ERES|aRCR
248	34213 21623	2	   	245.46	DCR|3VULN|2DUR|3LIT|1AART	1AART|28DUR|3RPLT|468VULN|568LIT|68BPWR|7TBNT|9RCR|aLWND
249	34213 21624	2	   	245.46	DCR|3VULN|2DUR|3LIT|1AART	1AART|28DUR|3aRPLT|468VULN|568LIT|68BPWR|7TBNT|9RCR
250	34213 21625	2	   	245.46	DCR|3VULN|2DUR|3LIT|1AART	1AART|28DUR|3RPLT|468VULN|568LIT|68BPWR|7TBNT|9RCR|aRMIN
251	34213 21626	2	   	245.46	DCR|3VULN|2DUR|3LIT|1AART	1AART|28DUR|3RPLT|468VULN|568LIT|68BPWR|7TBNT|9RCR|aBEXP
252	34164 32114	5	   	245.46	DCR|3VULN|2DUR|2CDMG|1AART	1AART|27DUR|3MBVNT|4LHND|57CDMG|679VULN|7BPWR|8RMIN|aRCR
253	34164 32364	5	   	245.46	DCR|3VULN|2DUR|2CDMG|1AART	1AART|27DUR|3MBVNT|4LHND|57CDMG|678VULN|7BPWR|9RMIN|aRCR
254	34164 32384	5	   	245.46	DCR|3VULN|2DUR|2CDMG|1AART	1AART|27DUR|3MBVNT|4LHND|57CDMG|678VULN|7BPWR|9MLV|aRCR
255	34134 32386	5	   	245.46	DCR|3VULN|2DUR|2CDMG|1AART	1AART|27DUR|3MBVNT|48aVULN|57CDMG|67BEXP|7BPWR|9RCR
256	34134 52384	5	   	245.46	DCR|3VULN|2DUR|2CDMG|1AART	1AART|27DUR|3MBVNT|48aVULN|57CDMG|67FEWX|7BPWR|9RCR
257	43332 12313	1	 * 	245.43	DCR|2VULN|2TLV|1DMG|2CDMG|1DUR|1ASPD	1RCVC|27CDMG|37TLV|4ASPD|5DMG|67VULN|7BPWR|8MLV|9DUR|aRCR
258	31636 32111	6	   	245.36	DCR|3VULN|2DUR|2CDMG|1AART	1AART|27DUST|3aDUR|479VULN|57CDMG|6RCR|7BPWR|8RMIN
259	31636 32326	6	   	245.36	DCR|3VULN|2DUR|2CDMG|1AART	1AART|27DUST|3aDUR|478VULN|57CDMG|6RCR|7BPWR|9LHND
260	31636 32351	6	   	245.36	DCR|3VULN|2DUR|2CDMG|1AART	1AART|27DUST|3aDUR|478VULN|57CDMG|6RCR|7BPWR|9RMIN
261	34131 14571	10	   	245.36	DCR|3VULN|2DUR|3LIT|1AART	1AART|29DUR|3MBVNT|479VULN|569LIT|8RCR|9BPWR|aDMSP
262	34131 14572	10	   	245.36	DCR|3VULN|2DUR|3LIT|1AART	1AART|29DUR|3MBVNT|479VULN|569LIT|8RCR|9BPWR|aLHND
263	34131 14572	9	   	245.36	DCR|3VULN|2DUR|3LIT|1AART	1AART|29DUR|3MBVNT|479VULN|569LIT|8RCR|9BPWR|aCGEN
264	34131 14573	10	   	245.36	DCR|3VULN|2DUR|3LIT|1AART	1AART|29DUR|3MBVNT|479VULN|569LIT|8RCR|9BPWR|aLWND
265	34131 14574	10	   	245.36	DCR|3VULN|2DUR|3LIT|1AART	1AART|29DUR|3MBVNT|479VULN|569LIT|8RCR|9BPWR|aMLV
266	34136 22512	4	   	245.36	DCR|3VULN|2DUR|1DMG|1AART	1AART|27DUR|3MBVNT|459VULN|6RCR|8DMG|aBEXP
267	34136 22513	4	   	245.36	DCR|3VULN|2DUR|1DMG|1AART	1AART|27DUR|3MBVNT|459VULN|6RCR|8DMG|aBELT
268	34213 21621	2	   	245.36	DCR|3VULN|2DUR|3LIT|1AART	1AART|28DUR|3RPLT|468VULN|568LIT|68BPWR|7TBNT|9RCR|aDUST
269	34138 22514	5	   	245.36	DCR|3VULN|2DUR|1DMG|1AART	1AART|27DUR|3MBVNT|49aVULN|5RCVC|6RCR|8DMG
270	31132 82386	4	   	245.26	DCR|3VULN|2DUR|2CDMG|1AART	1AART|27DUST|3MBVNT|48aVULN|57DUR|67CDMG|7BPWR|9RCR
271	31134 82386	6	   	245.26	DCR|3VULN|2DUR|2CDMG|1AART	1AART|27DUST|3MBVNT|48aVULN|57CDMG|67DUR|7BPWR|9RCR
272	31136 22256	4	   	245.26	DCR|3VULN|2DUR|1DMG|1AART	1AART|2DUST|3MBVNT|459VULN|6RCR|7aDUR|8DMG
273	34131 14573	9	   	245.26	DCR|3VULN|2DUR|3LIT|1AART	1AART|29DUR|3MBVNT|479VULN|569LIT|8RCR|9BPWR|aDUST
274	34134 42386	6	   	245.26	DCR|3VULN|2DUR|2CDMG|1AART	1AART|27DUR|3MBVNT|48aVULN|57CDMG|67DUST|7BPWR|9RCR
275	34136 22511	4	   	245.26	DCR|3VULN|2DUR|1DMG|1AART	1AART|27DUR|3MBVNT|459VULN|6RCR|8DMG|aDUST
276	34312 42511	4	   	244.80	DCR|3VULN|2DUR|1ASPD|1AART	1AART|26DUR|3LIT|4FEWX|567VULN|6BPWR|8ASPD|9RCR|aCGEN
277	34312 42513	4	   	244.80	DCR|3VULN|2DUR|1ASPD|1AART	1AART|26DUR|3LIT|4FEWX|567VULN|6BPWR|8ASPD|9RCR|aRCVC
278	34322 42511	4	   	244.70	DCR|3VULN|2DUR|1ASPD|1AART	1AART|26DUR|3LIT|4DUST|567VULN|6BPWR|8ASPD|9RCR|aCGEN
279	34322 42513	4	   	244.70	DCR|3VULN|2DUR|1ASPD|1AART	1AART|26DUR|3LIT|4DUST|567VULN|6BPWR|8ASPD|9RCR|aRCVC
280	34336 21521	9	   	244.70	DCR|3VULN|2DUR|1ASPD|1AART	1AART|25DUR|3LIT|479VULN|6CGEN|8ASPD|aRCR
281	34363 11521	9	   	244.70	DCR|3VULN|2DUR|1ASPD|1AART	1AART|24DUR|3LIT|5CGEN|679VULN|8ASPD|aRCR
282	35632 23333	5	   	244.62	DCR|3VULN|2TLV|1DUR|1CDMG|1AART	1AART|2aBEXP|3DUR|48aVULN|5MLV|6CDMG|7RCR|9aTLV|aBPWR
283	33651 32331	4	   	244.60	DCR|3VULN|2DUR|1ASPD|1AART	1AART|2LIT|3ERES|49DUR|5ASPD|678VULN|aRCR
284	34332 44331	4	   	244.60	DCR|3VULN|2DUR|1ASPD|1AART	1AART|29DUR|3LIT|458VULN|6ERES|7ASPD|aRCR
285	34336 32331	4	   	244.60	DCR|3VULN|2DUR|1ASPD|1AART	1AART|29DUR|3LIT|478VULN|5ASPD|6ERES|aRCR
286	34341 32331	3	   	244.60	DCR|3VULN|2DUR|1ASPD|1AART	1AART|29DUR|3LIT|4ERES|5ASPD|678VULN|aRCR
287	34351 32331	4	   	244.60	DCR|3VULN|2DUR|1ASPD|1AART	1AART|29DUR|3LIT|4ERES|5ASPD|678VULN|aRCR
288	36166 32331	4	   	244.60	DCR|3VULN|2DUR|1ASPD|1AART	1AART|2ERES|3ASPD|4LIT|59DUR|678VULN|aRCR
289	66151 32331	4	   	244.60	DCR|3VULN|2DUR|1ASPD|1AART	1ERES|2LIT|3AART|49DUR|5ASPD|678VULN|aRCR
290	34336 31521	9	   	244.60	DCR|3VULN|2DUR|1ASPD|1AART	1AART|25DUR|3LIT|479VULN|6ERES|8ASPD|aRCR
291	34363 13136	4	 * 	244.57	DCR|3DUR|1VULN|2DMG|2TLV|1AART	1AART|249DUR|3LIT|59TLV|6TBNT|79DMG|8RCR|9BPWR|aVULN
292	32321 26164	3	   	244.54	DCR|2VULN|2DMG|2DUR|1AART	1AART|2RMIN|39DMG|4DUST|59DUR|6RCR|7RPLT|89VULN|9BPWR|aLIT
293	21641 33253	2	   	244.52	DCR|3VULN|1DMG|1TLV|1CDMG|1AART	1LWND|2FEWX|3TLV|4CDMG|57aVULN|6AART|8DMG|9RCR
294	22641 33253	1	   	244.52	DCR|3VULN|1DMG|1TLV|1CDMG|1AART	1LWND|2FEWX|3TLV|4CDMG|57aVULN|6AART|8DMG|9RCR
295	23632 23253	1	   	244.52	DCR|3VULN|1DMG|1TLV|1CDMG|1AART	1LWND|27aVULN|3AART|4TLV|5BEXP|6CDMG|8DMG|9RCR
296	23651 11352	1	   	244.52	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1LWND|248VULN|3AART|5RCVC|6CDMG|7DMG|9RCR|aDUR
297	32165 13214	7	   	244.52	DCR|3VULN|1DMG|1TLV|1CDMG|1AART	1AART|2RMIN|3FEWX|49aVULN|5DMG|6CDMG|7RCR|8TLV
298	34334 21335	10	   	244.44	DCR|2VULN|2DMG|2DUR|1AART	1AART|2aDUR|3LIT|49VULN|58DMG|6RCR|7LHND
299	34331 23331	4	   	244.44	DCR|2VULN|2DMG|2DUR|1AART	1AART|29DUR|3LIT|48VULN|5MLV|67DMG|aRCR
300	23641 23253	1	   	244.42	DCR|3VULN|1DMG|1TLV|1CDMG|1AART	1LWND|27aVULN|3AART|4DUST|5TLV|6CDMG|8DMG|9RCR
301	31151 23255	2	   	244.42	DCR|3VULN|1DMG|1TLV|1CDMG|1AART	1AART|2DUST|3LHND|47aVULN|5TLV|6CDMG|8DMG|9RCR
302	31636 13333	5	   	244.42	DCR|3VULN|2TLV|1DUR|1CDMG|1AART	1AART|2aDUST|3DUR|48aVULN|5CDMG|6CGEN|7RCR|9aTLV|aBPWR
303	31636 23333	6	   	244.42	DCR|3VULN|2TLV|1DUR|1CDMG|1AART	1AART|2aDUST|3DUR|48aVULN|5CDMG|6CGEN|7RCR|9aTLV|aBPWR
304	35631 23334	4	   	244.42	DCR|3VULN|2TLV|1DUR|1CDMG|1AART	1AART|2BEXP|3DUR|48aVULN|59TLV|6CDMG|7RCR
305	34134 28414	5	   	244.42	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1AART|2DUR|3MBVNT|479VULN|5CDMG|6LHND|8DMG|aRCR
306	34134 41314	5	   	244.42	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1AART|2DUR|3MBVNT|489VULN|5CDMG|6DMG|7LHND|aRCR
307	34134 47314	5	   	244.42	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1AART|2DUR|3MBVNT|489VULN|5CDMG|6DMG|7BEXP|aRCR
308	34134 78414	6	   	244.42	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1AART|2DUR|3MBVNT|479VULN|5CDMG|6LHND|8DMG|aRCR
309	34164 38414	5	   	244.42	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1AART|2DUR|3MBVNT|4LHND|5CDMG|679VULN|8DMG|aRCR
310	35136 83344	4	   	244.42	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1AART|2BEXP|3MBVNT|458VULN|6CDMG|7DUR|9DMG|aRCR
311	35136 83414	4	   	244.42	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1AART|2BEXP|3MBVNT|459VULN|6CDMG|7DUR|8DMG|aRCR
312	31632 23333	5	   	244.42	DCR|3VULN|2TLV|1DUR|1CDMG|1AART	1AART|2aDUST|3DUR|48aVULN|5MLV|6CDMG|7RCR|9aTLV|aBPWR
313	34137 33247	6	   	244.41	DCR|2VULN|2DUR|2CDMG|2LIT|1ASPD|1AART	1AART|28DUR|3MBVNT|48VULN|5ASPD|69LIT|78CDMG|8BPWR|aRCR
314	34136 24112	4	   	244.35	DCR|4VULN|1DUR|1ASPD|1AART	1AART|2DUR|3MBVNT|4589VULN|6RCR|7ASPD|aBEXP
315	34136 24113	4	   	244.35	DCR|4VULN|1DUR|1ASPD|1AART	1AART|2DUR|3MBVNT|4589VULN|6RCR|7ASPD|aBELT
316	34136 24117	4	   	244.35	DCR|4VULN|1DUR|1ASPD|1AART	1AART|2DUR|3MBVNT|4589VULN|6RCR|7ASPD|aLHND
317	34136 24118	4	   	244.35	DCR|4VULN|1DUR|1ASPD|1AART	1AART|2DUR|3MBVNT|4589VULN|6RCR|7ASPD|aMLV
318	34136 24174	4	   	244.35	DCR|4VULN|1DUR|1ASPD|1AART	1AART|2DUR|3MBVNT|458aVULN|6RCR|7ASPD|9RCVC
319	34136 24534	4	   	244.35	DCR|4VULN|1DUR|1ASPD|1AART	1AART|2DUR|3MBVNT|459aVULN|6RCR|7ASPD|8CGEN
320	34138 24114	5	   	244.35	DCR|4VULN|1DUR|1ASPD|1AART	1AART|2DUR|3MBVNT|489aVULN|5RCVC|6RCR|7ASPD
321	34166 24112	3	   	244.35	DCR|4VULN|1DUR|1ASPD|1AART	1AART|2DUR|3MBVNT|4589VULN|6RCR|7ASPD|aBEXP
322	34166 24113	3	   	244.35	DCR|4VULN|1DUR|1ASPD|1AART	1AART|2DUR|3MBVNT|4589VULN|6RCR|7ASPD|aBELT
323	32444 23331	1	   	244.34	DCR|2VULN|2DMG|2DUR|1AART	1AART|2ERES|3LIT|48VULN|59DUR|67DMG|aRCR
324	33644 23331	3	   	244.34	DCR|2VULN|2DMG|2DUR|1AART	1AART|2LIT|3ERES|48VULN|59DUR|67DMG|aRCR
325	34334 53331	6	   	244.34	DCR|2VULN|2DMG|2DUR|1AART	1AART|29DUR|3LIT|48VULN|57DMG|6ERES|aRCR
326	31136 22378	4	   	244.32	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1AART|2DUST|3MBVNT|45aVULN|6RCR|7DUR|8CDMG|9DMG
327	31631 23334	4	   	244.32	DCR|3VULN|2TLV|1DUR|1CDMG|1AART	1AART|2DUST|3DUR|48aVULN|59TLV|6CDMG|7RCR
328	31651 23334	3	   	244.32	DCR|3VULN|2TLV|1DUR|1CDMG|1AART	1AART|2DUST|3DUR|48aVULN|59TLV|6CDMG|7RCR
329	31183 42314	3	   	244.32	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1AART|2DUST|3MBVNT|4CDMG|5DUR|6DMG|789VULN|aRCR
330	34134 48314	5	   	244.32	DCR|3VULN|1DMG|1DUR|1CDMG|1AART	1AART|2DUR|3MBVNT|479VULN|5CDMG|6DMG|8DUST|aRCR
331	34136 24111	4	   	244.25	DCR|4VULN|1DUR|1ASPD|1AART	1AART|2DUR|3MBVNT|4589VULN|6RCR|7ASPD|aDUST
332	34136 24115	4	   	244.25	DCR|4VULN|1DUR|1ASPD|1AART	1AART|2DUR|3MBVNT|4589VULN|6RCR|7ASPD|aBBNT
333	34166 24111	3	   	244.25	DCR|4VULN|1DUR|1ASPD|1AART	1AART|2DUR|3MBVNT|4589VULN|6RCR|7ASPD|aDUST
334	34136 22244	4	   	244.07	DCR|3VULN|2DUR|2AART|1ASPD	19AART|27DUR|3MBVNT|45aVULN|6RCR|8ASPD
335	34166 22244	3	   	244.07	DCR|3VULN|2DUR|2AART|1ASPD	19AART|27DUR|3MBVNT|45aVULN|6RCR|8ASPD
336	34132 24144	4	   	244.07	DCR|3VULN|2DUR|2AART|1ASPD	19AART|25DUR|3MBVNT|48aVULN|6RCR|7ASPD
337	34162 24144	3	   	244.07	DCR|3VULN|2DUR|2AART|1ASPD	19AART|25DUR|3MBVNT|48aVULN|6RCR|7ASPD
338	42366 23332	8	 * 	243.98	DCR|2VULN|2ASPD|1DMG|2CDMG|1DUR	1RCVC|2RPLT|38VULN|48CDMG|5DUR|6LIT|78ASPD|8BPWR|9DMG|aRCR
