0	Index      	 *	Score 	Summary	Detail	
1	13122 45115	 * 	338.26	DCR|DCR|3TLV|2MLV|1VULN|1ASPD|1SELL	158TLV|2SELL|38MLV|4RPLT|67RCR|8BPWR|9ASPD|aVULN
2	11611 43335	 * 	327.41	DCR|DCR|2VULN|1TLV|1MLV|1ASPD	1TLV|2ASPD|3MLV|4FEWX|5ZMB|6DUR|78RCR|9aVULN
3	11611 13335	   	319.11	DCR|DCR|2VULN|1TLV|1MLV|1ASPD	1TLV|2ASPD|3MLV|4FEWX|5ZMB|6LHND|78RCR|9aVULN
4	42231 16623	 * 	318.31	DCR|DCR|3VULN|2MLV	18AEPOI|28LIT|35MLV|4AEFRZ|68aVULN|79RCR|8BPWR
5	13122 45133	 * 	317.80	DCR|DCR|3MLV|3TLV|1SELL	158TLV|2SELL|38aMLV|4RPLT|67RCR|8BPWR|9DUR
6	42231 16621	   	314.91	DCR|DCR|2VULN|2MLV|1DMG	18AEPOI|28LIT|35MLV|4AEFRZ|68VULN|79RCR|8BPWR|aDMG
7	13122 45134	 * 	312.26	DCR|DCR|3TLV|2MLV|1AAC|1SELL	158TLV|2SELL|38MLV|4RPLT|67RCR|8BPWR|9DUR|aAAC
8	13112 21456	 * 	311.94	ACR|DCR|3MLV|2TLV|1VULN|2RAT|1SELL	17TLV|2SELL|378MLV|4MBVNT|5aRCR|67RAT|7BPWR|9VULN
9	13122 45111	 * 	311.62	DCR|DCR|3TLV|2MLV|1ASPD|1SELL	158TLV|2SELL|38MLV|4RPLT|67RCR|8BPWR|9ASPD|aDUR
10	13122 45113	 * 	311.62	DCR|DCR|3TLV|2MLV|1ASPD|1SELL	158TLV|2SELL|38MLV|4RPLT|67RCR|8BPWR|9ASPD|aAART
11	11631 45122	 * 	309.44	ACR|DCR|2MLV|2TLV|1VULN|1AAC|1ASPD	18TLV|2ASPD|38MLV|48ZMB|57RCR|6AAC|8BPWR|9FEWX|aVULN
12	13122 45135	 * 	309.02	DCR|DCR|3TLV|2MLV|1CDMG|1SELL	158TLV|2SELL|38MLV|4RPLT|67RCR|8BPWR|9DUR|aCDMG
