0	Index      	 *	Score 	Summary	Detail	
669	23134 16113	   	151.18	ACR|2VULN|1AART|1DMG|1ASPD	1ERES|2ASPD|3LHND|4RCR|57VULN|6BEXP|8AART|9DUST|aDMG
670	13221 51532	   	151.18	ACR|2VULN|2DMG|1CDMG	1LHND|29DUST|3LWND|4RCR|5CDMG|69DMG|7BEXP|89VULN|9BPWR|aERES
671	13221 51541	   	151.18	ACR|2VULN|2DMG|1CDMG	1LHND|2DUST|3LWND|4RCR|5CDMG|6aDMG|7BEXP|89VULN
672	13221 55532	   	151.18	ACR|2VULN|2DMG|1CDMG	1LHND|29DUST|3LWND|4RCR|5CDMG|69DMG|7FEWX|89VULN|9BPWR|aERES
673	26214 61232	   	151.13	DCR|3VULN|1DMG|1CDMG	1ERES|2DUST|389VULN|47LHND|5DMG|6RCR|aCDMG
674	11151 61216	   	151.12	DCR|3VULN|1AART|1ZMB	14LHND|2LWND|3AART|567VULN|8RCR|9LEGI|aZMB
675	11151 61231	   	151.12	DCR|3VULN|1AART|1ZMB	14LHND|2LWND|3AART|567VULN|8RCR|9ZMB|aTLV
676	11151 61232	   	151.12	DCR|3VULN|1AART|1ZMB	14LHND|2LWND|3AART|567VULN|8RCR|9ZMB|aDUST
677	22223 31435	   	151.11	DCR|2DMG|1VULN|1CDMG|1ZMB|1ASPD	1ERES|2LWND|3VULN|4CDMG|5LHND|6aDMG|7RCR|8ASPD|9ZMB
678	21253 13523	   	151.08	ACR|2DMG|1AART|1VULN|1DUR	15ERES|2CGEN|3VULN|4RCR|6DUST|7aDMG|8AART|9DUR
679	21254 13521	   	151.08	ACR|2VULN|1AART|1DMG|1DUR	1aERES|2CGEN|35VULN|4RCR|6DUST|7DMG|8AART|9DUR
680	23134 36423	   	151.08	ACR|2VULN|2DMG|2ASPD	1ERES|29ASPD|36LHND|4RCR|57VULN|8aDMG
681	43132 34433	   	151.08	ACR|2VULN|2DMG|2ASPD	12ASPD|3LHND|4RCR|5RCVC|69VULN|7ERES|8aDMG
682	21336 42212	 * 	151.03	ACR|3ZMB|1AART|1VULN|1FLTHEA	1ERES|2CGEN|3RCR|459ZMB|6FLTHEA|7MBVNT|8AART|aVULN
683	23321 34424	   	150.99	DCR|2VULN|2AART|1DUR|1ASPD	1ERES|2ASPD|3DUR|4FEWX|5MLV|6RCR|78VULN|9aAART
684	21315 41324	   	150.97	ACR|3VULN|1AART|1DUR	14ERES|28CGEN|3RCR|5AART|6DUR|79aVULN
685	23215 45223	   	150.96	DCR|2AART|1VULN|1DMG|1DUR|1ASPD	13ERES|2ASPD|4BEXP|57AART|6DUR|8RCR|9VULN|aDMG
686	23215 65223	   	150.96	DCR|2AART|1VULN|1DMG|1DUR|1ASPD	13ERES|2ASPD|4BEXP|56AART|7DUR|8RCR|9VULN|aDMG
687	23315 25223	   	150.96	DCR|2AART|1VULN|1DMG|1DUR|1ASPD	14ERES|2ASPD|3DUR|57AART|6BEXP|8RCR|9VULN|aDMG
688	23315 63213	   	150.96	DCR|2AART|1VULN|1DMG|1DUR|1ASPD	14ERES|2ASPD|3DUR|56AART|7VULN|8RCR|9LHND|aDMG
689	33366 24322	   	150.95	ACR|1AART|1VULN|1DMG|2ZMB|1ASPD	1TLV|2ASPD|3RCR|4DMG|56ZMB|7FEWX|8AART|9VULN|aRPLT
690	33356 24323	   	150.95	ACR|1AART|1VULN|1DMG|2ZMB|1ASPD	1TLV|2ASPD|3RCR|4RMIN|56ZMB|7FEWX|8AART|9VULN|aDMG
691	22311 63241	   	150.93	ACR|2VULN|2DMG|1ZMB	1ERES|2LWND|3RCR|4LHND|5FEWX|67DMG|89VULN|aZMB
692	43132 35143	 * 	150.91	ACR|2VULN|3ASPD|1DMG|1ZMB	127ASPD|3LHND|4RCR|5RCVC|69VULN|8ZMB|aDMG
693	33233 34424	   	150.89	DCR|2VULN|2AART|1DUR|1ASPD	1TLV|2ASPD|3ERES|4DUR|5FEWX|6RCR|78VULN|9aAART
694	41334 36332	 * 	150.85	ACR|3VULN|1CDMG|2DUR|1ASPD	1ASPD|2CGEN|3RCR|48DUR|579VULN|6LHND|aCDMG
695	33366 24321	   	150.85	ACR|1AART|1VULN|1DMG|2ZMB|1ASPD	1TLV|2ASPD|3RCR|4DMG|56ZMB|7FEWX|8AART|9VULN|aDUST
696	33366 24323	   	150.85	ACR|1AART|1VULN|1DMG|2ZMB|1ASPD	1TLV|2ASPD|3RCR|4DMG|56ZMB|7FEWX|8AART|9VULN|aNUKE
697	33361 61513	   	150.85	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD	1TLV|2ASPD|3RCR|4DMG|5BEXP|6AART|7FEWX|8VULN|9MBVNT|aCDMG
698	33361 66323	   	150.85	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD	1TLV|2ASPD|3RCR|4DMG|5BEXP|6AART|7DUST|8VULN|9FEWX|aCDMG
699	43335 63213	 * 	150.84	DCR|2AART|1DMG|1VULN|2ASPD	12ASPD|3BEXP|4CGEN|56AART|7VULN|8RCR|9LHND|aDMG
700	43231 34357	 * 	150.84	DCR|2VULN|3ASPD|1DMG|1CDMG	129ASPD|39LIT|4MBVNT|5LHND|6DMG|79VULN|8RCR|9BPWR|aCDMG
701	31366 13233	   	150.83	ACR|2VULN|2DMG|1ZMB	1TLV|2CGEN|3RCR|47DMG|5ZMB|6DUST|89VULN|aRMIN
702	31366 13235	   	150.83	ACR|2VULN|2DMG|1ZMB	1TLV|2aCGEN|3RCR|47DMG|5ZMB|6DUST|89VULN
703	21315 62234	   	150.83	ACR|2AART|2VULN|1ZMB	14ERES|2CGEN|3RCR|56AART|7ZMB|8aVULN|9RMIN
704	25311 63241	   	150.83	ACR|2DMG|2VULN|1ZMB	1ERES|2LEGI|3RCR|4LHND|5FEWX|67DMG|89VULN|aZMB
705	26311 63241	   	150.83	ACR|2VULN|2DMG|1ZMB	1ERES|2DUST|3RCR|4LHND|5FEWX|67DMG|89VULN|aZMB
706	26314 33241	   	150.83	ACR|2VULN|2DMG|1ZMB	1ERES|2DUST|3RCR|4LHND|57DMG|6LWND|89VULN|aZMB
707	33365 61313	   	150.75	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD	1TLV|2ASPD|3RCR|4DMG|5DUST|6AART|7FEWX|8VULN|9MBVNT|aCDMG
708	33361 66313	   	150.75	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD	1TLV|2ASPD|3RCR|4DMG|5BEXP|6AART|7DUST|8VULN|9MBVNT|aCDMG
709	31366 13234	   	150.73	ACR|2VULN|2DMG|1ZMB	1TLV|2CGEN|3RCR|47DMG|5ZMB|6DUST|89VULN|aERES
710	31366 22241	   	150.73	ACR|2VULN|3ZMB|1DMG	1TLV|2CGEN|3RCR|4DMG|567ZMB|89VULN|aRMIN
711	31366 22242	   	150.73	ACR|2VULN|3ZMB|1DMG	1TLV|2CGEN|3RCR|4DMG|567ZMB|89VULN|aLWND
712	41155 31131	   	150.71	ACR|2VULN|1AART|1CDMG|1ASPD|1DUR	1ASPD|2CGEN|3LHND|4RCR|5BELT|69VULN|7CDMG|8DUR|aAART
713	21252 16423	   	150.68	ACR|2VULN|1AART|1DMG|1DUR	1ERES|2CGEN|38VULN|4RCR|5MLV|6FEWX|7DUR|9AART|aDMG
714	23131 24423	   	150.68	ACR|2VULN|1AART|1DMG|1ASPD	1ERES|2ASPD|3LHND|4RCR|5MLV|6FEWX|78VULN|9AART|aDMG
715	23134 15423	   	150.68	ACR|2VULN|1AART|1DMG|1ASPD	1ERES|2ASPD|3LHND|4RCR|58VULN|6BEXP|7MLV|9AART|aDMG
716	23134 16523	   	150.68	ACR|2VULN|1AART|1DMG|1ASPD	1ERES|2ASPD|3LHND|4RCR|57VULN|6BEXP|8CGEN|9AART|aDMG
717	23134 63423	   	150.68	ACR|2VULN|1AART|1DMG|1ASPD	1ERES|2ASPD|3LHND|4RCR|58VULN|6RMIN|7BEXP|9AART|aDMG
718	23434 33125	   	150.68	ACR|2VULN|1AART|1DMG|1ASPD	1ERES|2ASPD|3LWND|4RCR|5aVULN|6LHND|7DMG|8RPLT|9AART
719	42134 33125	   	150.68	ACR|2VULN|1AART|1DMG|1ASPD	1ASPD|2LWND|3ERES|4RCR|5aVULN|6LHND|7DMG|8RPLT|9AART
720	42135 11633	   	150.68	ACR|2VULN|2AART|2ASPD	19ASPD|29LWND|3ERES|4RCR|5BELT|6aAART|7BEXP|89VULN|9BPWR
721	33122 24424	   	150.67	ACR|2VULN|2AART|1ZMB|1ASPD	1TLV|2ASPD|3LHND|4BEXP|5RCR|6ZMB|78VULN|9aAART
722	23134 41131	   	150.61	ACR|2VULN|1AART|1CDMG|1DUR|1ASPD	1ERES|2ASPD|3LHND|4RCR|59VULN|6BELT|7CDMG|8DUR|aAART
723	23135 31131	   	150.61	ACR|2VULN|1AART|1CDMG|1DUR|1ASPD	1ERES|2ASPD|3LHND|4RCR|5BELT|69VULN|7CDMG|8DUR|aAART
724	21252 43523	   	150.58	ACR|2DMG|1AART|1VULN|1DUR	1ERES|2CGEN|3VULN|4RCR|5MLV|6TLV|7aDMG|8DUR|9AART
725	21252 35523	   	150.58	ACR|2VULN|1AART|1DMG|1DUR	1ERES|2CGEN|37VULN|4RCR|5MLV|6LEGI|8DUR|9AART|aDMG
726	21252 36423	   	150.58	ACR|2VULN|1AART|1DMG|1DUR	1ERES|2CGEN|38VULN|4RCR|5MLV|6LEGI|7DUR|9AART|aDMG
727	31154 23524	   	150.58	ACR|2VULN|1AART|1DMG|1DUR	1TLV|2CGEN|3LHND|4RCR|58VULN|6MBVNT|7DMG|9AART|aDUR
728	43132 35422	 * 	150.58	ACR|2VULN|1AART|3ASPD|1DUR	127ASPD|3LHND|4RCR|5RCVC|68VULN|9AART|aDUR
729	23435 11633	   	150.58	ACR|2VULN|2AART|2ASPD	19ERES|29ASPD|3LWND|4RCR|5BELT|6aAART|7BEXP|89VULN|9BPWR
730	13214 63241	   	150.51	DCR|2VULN|2DMG|1ZMB	1LHND|2DUST|3LWND|4MLV|57DMG|6RCR|89VULN|aZMB
731	45135 31131	   	150.51	ACR|2VULN|1AART|1CDMG|1ASPD|1DUR	1ASPD|2LEGI|3ERES|4RCR|5BELT|69VULN|7CDMG|8DUR|aAART
732	21236 31523	   	150.43	DCR|1AART|1VULN|1DMG|2ZMB|1DUR	1ERES|2CGEN|3VULN|45ZMB|6RCR|7DUST|8AART|9DUR|aDMG
733	36333 31623	   	150.43	DCR|1AART|1VULN|1DMG|2ZMB|1DUR	1TLV|2DUST|35ZMB|4DUR|6RCR|7BEXP|8AART|9VULN|aDMG
734	36333 32623	   	150.43	DCR|1AART|1VULN|1DMG|2ZMB|1DUR	1TLV|2DUST|35ZMB|4DUR|6RCR|7FEWX|8AART|9VULN|aDMG
735	36333 36123	   	150.43	DCR|1AART|1VULN|1DMG|2ZMB|1DUR	1TLV|2DUST|35ZMB|4DUR|6RCR|7LHND|8AART|9VULN|aDMG
736	26214 63211	   	150.41	DCR|2VULN|2DMG|1ZMB	1ERES|2DUST|38VULN|4LHND|57DMG|6RCR|9FEWX|aZMB
737	26214 63221	   	150.41	DCR|2VULN|2DMG|1ZMB	1ERES|2DUST|38VULN|4LHND|57DMG|6RCR|9LWND|aZMB
738	11356 31621	   	150.41	ACR|1AART|1DMG|1VULN|1CDMG|1ZMB	13LHND|23LWND|3BPWR|4RCR|5BELT|6VULN|7CDMG|8ZMB|9DMG|aAART
739	43132 23236	   	150.38	ACR|2VULN|1AART|2ASPD|1CDMG	12ASPD|3LHND|4RCR|5RCVC|6RPLT|7CDMG|89VULN|aAART
740	21346 33532	   	150.35	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1ERES|2CGEN|3RCR|4DUR|5BELT|6VULN|7AART|8DMSP|9CDMG|aDMG
741	31334 43532	   	150.35	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1TLV|2CGEN|3RCR|4DUR|5VULN|6BELT|7AART|8DMSP|9CDMG|aDMG
742	31336 33532	   	150.35	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1TLV|2CGEN|3RCR|4DUR|5BELT|6VULN|7AART|8DMSP|9CDMG|aDMG
743	36333 35323	   	150.33	DCR|1AART|1VULN|1DMG|2ZMB|1DUR	17TLV|2DUST|35ZMB|4DUR|6RCR|8AART|9VULN|aDMG
744	21236 33415	 * 	150.33	DCR|2VULN|1DMG|2ZMB|1CDMG	1ERES|2CGEN|3aVULN|45ZMB|6RCR|7TLV|8DMG|9CDMG
745	11256 31621	   	150.31	ACR|1AART|1DMG|1VULN|1CDMG|1ZMB	1LHND|23LWND|4RCR|5BELT|6VULN|7CDMG|8ZMB|9DMG|aAART
746	21344 43332	   	150.25	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	18ERES|2CGEN|3RCR|4DUR|5VULN|6BELT|7AART|9CDMG|aDMG
747	21346 33332	   	150.25	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	18ERES|2CGEN|3RCR|4DUR|5BELT|6VULN|7AART|9CDMG|aDMG
748	31335 26143	   	150.25	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1TLV|2CGEN|3RCR|4DUR|5FEWX|6MBVNT|7AART|8VULN|9DMG|aCDMG
749	23134 16232	   	150.22	ACR|4VULN|1CDMG|1ASPD	1ERES|2ASPD|3LHND|4RCR|5789VULN|6BEXP|aCDMG
750	21156 31621	   	150.21	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1ERES|2CGEN|3LHND|4RCR|5BELT|6VULN|7CDMG|8ZMB|9DMG|aAART
751	31156 31621	   	150.21	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1TLV|2CGEN|3LHND|4RCR|5BELT|6VULN|7CDMG|8ZMB|9DMG|aAART
752	51153 27142	   	150.12	DCR|2AART|1DMG|1VULN|1DUR	1BEXP|2LWND|37AART|4LHND|5MBVNT|6RCR|8VULN|9DMG|aDUR
753	32156 31621	   	150.11	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1TLV|2LWND|3ERES|4RCR|5BELT|6VULN|7CDMG|8ZMB|9DMG|aAART
754	32355 31321	   	150.11	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1TLV|2LWND|3ZMB|4RCR|5BELT|6VULN|7CDMG|8ERES|9DMG|aAART
755	26315 61331	   	150.03	ACR|2VULN|1AART|1CDMG|1ZMB	1ERES|2DUST|3RCR|4LHND|5BELT|6ZMB|7CDMG|89VULN|aAART
756	26315 41331	   	150.03	ACR|2VULN|1AART|1CDMG|1ZMB	1ERES|2DUST|3RCR|4LHND|5BELT|6CDMG|7ZMB|89VULN|aAART
757	61153 27142	   	150.02	DCR|2AART|1DMG|1VULN|1DUR	1DUST|2LWND|37AART|4LHND|5MBVNT|6RCR|8VULN|9DMG|aDUR
758	41362 62122	   	150.00	ACR|1VULN|1DMG|2ASPD|1CDMG|1ZMB|1DUR	16ASPD|2CGEN|3RCR|4DMG|5RCVC|7ZMB|8VULN|9DUR|aCDMG
759	21254 13126	   	149.98	ACR|2VULN|1AART|1DMG|1ASPD	1ERES|28CGEN|35VULN|4RCR|6DUST|7DMG|9ASPD|aAART
760	21254 13326	   	149.98	ACR|2VULN|1AART|1DMG|1ASPD	1ERES|2CGEN|35VULN|4RCR|6DUST|7DMG|8RCVC|9ASPD|aAART
761	52325 33216	   	149.98	ACR|2VULN|1AART|1DMG|1DUR	1BEXP|2LEGI|3DUST|4RCR|5DUR|6LHND|78VULN|9DMG|aAART
762	62522 33216	   	149.98	ACR|2VULN|1AART|1DMG|1DUR	1DUST|2LEGI|3DUR|4RCR|5BEXP|6LHND|78VULN|9DMG|aAART
763	45135 33133	   	149.98	ACR|2VULN|2AART|2ASPD	19ASPD|2LEGI|3ERES|4RCR|5BELT|69VULN|7aAART|89BEXP|9BPWR
764	41334 16331	   	149.97	ACR|2DMG|1VULN|1CDMG|1ASPD|1DUR	1ASPD|2CGEN|3RCR|4DUR|5VULN|6BEXP|7CDMG|8aDMG|9LWND
765	41334 33331	   	149.97	ACR|2DMG|1VULN|1CDMG|1DUR|1ASPD	1ASPD|2CGEN|3RCR|4DUR|5VULN|6LHND|7aDMG|8CDMG|9LWND
766	41334 33361	   	149.97	ACR|2DMG|1VULN|1CDMG|1ASPD|1DUR	1ASPD|2CGEN|3RCR|4DUR|5VULN|6LHND|7aDMG|8CDMG|9BEXP
767	41335 31235	   	149.97	ACR|2VULN|1DMG|1CDMG|1DUR|1ASPD	1ASPD|2CGEN|3RCR|4DUR|5BELT|69VULN|7CDMG|8LIT|aDMG
768	21366 13213	   	149.93	ACR|2DMG|1AART|1CDMG|1ZMB	1ERES|2CGEN|3RCR|47DMG|5ZMB|6DUST|8TLV|9CDMG|aAART
769	22234 35633	 * 	149.91	DCR|3VULN|1DMG|2DUR	19ERES|2LWND|379VULN|4DMSP|59DUR|6RCR|8RCVC|9BPWR|aDMG
770	33362 62351	   	149.90	ACR|1VULN|1DMG|2ASPD|1CDMG|1ZMB|1DUR	1TLV|26ASPD|3RCR|4DMG|5RCVC|7ZMB|8CDMG|9DUR|aVULN
771	33362 62522	   	149.90	ACR|1VULN|1DMG|2ASPD|1CDMG|1ZMB|1DUR	1TLV|26ASPD|3RCR|4DMG|5RCVC|7ZMB|8VULN|9DUR|aCDMG
772	33335 31244	   	149.87	ACR|2VULN|1DMG|1CDMG|1ASPD|1DUR	1TLV|2ASPD|3RCR|4DUR|5BELT|6aVULN|7CDMG|8LIT|9DMG
773	33335 36612	   	149.87	ACR|2VULN|1DMG|1CDMG|1DUR|1ASPD	1TLV|2ASPD|3RCR|4DUR|5BELT|6aVULN|7DMG|8CDMG|9LHND
774	33335 36622	   	149.87	ACR|2VULN|1DMG|1CDMG|1DUR|1ASPD	1TLV|2ASPD|3RCR|4DUR|5BELT|6aVULN|7DMG|8CDMG|9LWND
775	33335 36632	   	149.87	ACR|2VULN|1DMG|1CDMG|1DUR|1ASPD	1TLV|2ASPD|3RCR|4DUR|5BELT|6aVULN|7DMG|8CDMG|9FEWX
776	33336 66331	   	149.87	ACR|2DMG|1VULN|1CDMG|1DUR|1ASPD	1TLV|2ASPD|3RCR|4DUR|5BEXP|6VULN|7CDMG|8aDMG|9LWND
777	33364 34331	   	149.87	ACR|2DMG|1VULN|1CDMG|1DUR|1ASPD	1TLV|2ASPD|3RCR|4aDMG|5DUR|6LHND|7VULN|8CDMG|9LWND
778	33364 43331	   	149.87	ACR|2DMG|1VULN|1CDMG|1DUR|1ASPD	1TLV|2ASPD|3RCR|4aDMG|5DUR|6VULN|7BEXP|8CDMG|9LWND
779	21362 45112	 * 	149.87	ACR|2DMG|1VULN|1FLTHEA|1ASPD|1DUR	1ERES|2CGEN|3RCR|48DMG|5RCVC|6FLTHEA|7ASPD|9DUR|aVULN
780	31362 35422	   	149.87	ACR|2DMG|1VULN|1CDMG|1ASPD|1DUR	1TLV|2CGEN|3RCR|48DMG|5RCVC|6VULN|7ASPD|9DUR|aCDMG
781	31364 35232	   	149.87	ACR|2VULN|1DMG|1CDMG|1ASPD|1DUR	1TLV|26CGEN|3RCR|4DMG|5DUR|7ASPD|89VULN|aCDMG
782	33364 23132	   	149.87	ACR|2VULN|1DMG|1CDMG|1ASPD|1DUR	1TLV|2ASPD|3RCR|4DMG|5DUR|6RCVC|79VULN|8CGEN|aCDMG
783	41362 33422	   	149.87	ACR|2DMG|1VULN|1CDMG|1ASPD|1DUR	1ASPD|2CGEN|3RCR|48DMG|5RCVC|6VULN|7TLV|9DUR|aCDMG
784	33361 24361	   	149.87	ACR|2DMG|1VULN|1CDMG|1DUR|1ASPD	1TLV|2ASPD|3RCR|4aDMG|5BEXP|6FEWX|7VULN|8CDMG|9DUR
785	33361 43361	   	149.87	ACR|2DMG|1VULN|1CDMG|1DUR|1ASPD	1TLV|2ASPD|3RCR|4aDMG|5BEXP|6VULN|7FEWX|8CDMG|9DUR
786	41334 33325	   	149.87	ACR|2DMG|1VULN|1CDMG|1ASPD|1DUR	1ASPD|2CGEN|3RCR|4DUR|5VULN|6LHND|7aDMG|8CDMG|9ERES
787	41352 23323	   	149.85	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD	1ASPD|2CGEN|3RCR|4RMIN|5RCVC|6RPLT|7CDMG|8AART|9VULN|aDMG
788	56324 23323	   	149.85	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD	14BEXP|2RCVC|3RCR|5ASPD|6RPLT|7CDMG|8AART|9VULN|aDMG
789	21334 43523	   	149.82	ACR|2DMG|1AART|2DUR|1ZMB	1ERES|2CGEN|3RCR|4ZMB|59DUR|6TLV|7aDMG|8AART
790	43134 36232	   	149.77	ACR|3VULN|2ASPD|1CDMG|1DUR	12ASPD|3LHND|4RCR|5DUR|6CGEN|789VULN|aCDMG
791	43134 41232	   	149.77	ACR|3VULN|2ASPD|1CDMG|1DUR	12ASPD|3LHND|4RCR|5DUR|689VULN|7MLV|aCDMG
792	33364 23532	   	149.77	ACR|2VULN|1DMG|1CDMG|1DUR|1ASPD	1TLV|2ASPD|3RCR|4DMG|5DUR|6RCVC|79VULN|8ERES|aCDMG
793	33364 24232	   	149.77	ACR|2VULN|1DMG|1CDMG|1DUR|1ASPD	1TLV|2ASPD|3RCR|4DMG|5DUR|6RCVC|7ERES|89VULN|aCDMG
794	33362 34422	   	149.77	ACR|2DMG|1VULN|1CDMG|1DUR|1ASPD	1TLV|2ASPD|3RCR|48DMG|5RCVC|6VULN|7ERES|9DUR|aCDMG
795	21366 22126	   	149.75	ACR|1AART|1VULN|1DMG|2ZMB|1DUR	1ERES|2CGEN|3RCR|4DMG|56ZMB|7RCVC|8VULN|9DUR|aAART
796	21344 32243	   	149.75	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1ERES|2CGEN|3RCR|4DUR|5VULN|6RPLT|7DMSP|8AART|9CDMG|aDMG
797	33352 23323	   	149.75	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD	1TLV|2ASPD|3RCR|4RMIN|5RCVC|6RPLT|7CDMG|8AART|9VULN|aDMG
798	41324 13163	   	149.75	ACR|1AART|1VULN|1DMG|2ASPD|1DUR	19ASPD|2CGEN|3RCR|46BEXP|5VULN|7DUR|8AART|aDMG
799	21366 21126	   	149.65	ACR|1AART|1VULN|1DMG|2ZMB|1DUR	17ERES|2CGEN|3RCR|4DMG|56ZMB|8VULN|9DUR|aAART
800	33316 23436	   	149.65	ACR|1AART|1VULN|1DMG|2ZMB|1ASPD	1TLV|2ASPD|3RCR|4ERES|56ZMB|7LWND|8DMG|9VULN|aAART
801	33366 21336	   	149.65	ACR|1AART|1VULN|1DMG|2ZMB|1ASPD	1TLV|2ASPD|3RCR|4DMG|56ZMB|7ERES|8BEXP|9VULN|aAART
802	21362 45331	   	149.65	ACR|1AART|1VULN|1DMG|1FLTHEA|1ASPD	1ERES|2CGEN|3RCR|4DMG|5RCVC|6FLTHEA|7ASPD|8AART|9VULN|aDUST
803	21362 45332	   	149.65	ACR|1AART|1VULN|1DMG|1FLTHEA|1ASPD	1ERES|2CGEN|3RCR|4DMG|5RCVC|6FLTHEA|7ASPD|8AART|9VULN|aTLV
804	26342 24322	   	149.63	ACR|2VULN|2AART|1ZMB	1ERES|2DUST|3RCR|4LIT|5FEWX|6ZMB|79AART|8aVULN
805	41324 21232	   	149.62	ACR|3VULN|1CDMG|1ZMB|1ASPD	1ASPD|2CGEN|3RCR|4BEXP|589VULN|6ZMB|7MLV|aCDMG
806	23513 62321	   	149.59	DCR|2DMG|1AART|1CDMG|1ASPD|1DUR	1ERES|2ASPD|3BELT|4RMIN|56DMG|7AART|8RCR|9CDMG|aDUR
807	33366 21136	   	149.55	ACR|1AART|1VULN|1DMG|2ZMB|1ASPD	1TLV|2ASPD|3RCR|4DMG|56ZMB|7ERES|8DUST|9VULN|aAART
808	26324 23843	   	149.55	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1ERES|2DUST|3RCR|4CGEN|5VULN|6MBVNT|7DMG|8AART|9DUR|aCDMG
809	33361 45132	   	149.54	ACR|2VULN|1DMG|2ASPD|1CDMG	1TLV|27ASPD|3RCR|4DMG|5BEXP|69VULN|8CGEN|aCDMG
810	33362 35315	   	149.54	ACR|2VULN|1DMG|2ASPD|1CDMG	1TLV|27ASPD|3RCR|4DMG|5RCVC|6aVULN|8BEXP|9CDMG
811	33362 35333	   	149.54	ACR|2VULN|1DMG|2ASPD|1CDMG	1TLV|27ASPD|3RCR|4DMG|5RCVC|69VULN|8BEXP|aCDMG
812	33362 35411	   	149.54	ACR|2VULN|1DMG|2ASPD|1CDMG	1TLV|27ASPD|3RCR|4DMG|5RCVC|6aVULN|8CDMG|9RMIN
813	33362 35431	   	149.54	ACR|2VULN|1DMG|2ASPD|1CDMG	1TLV|27ASPD|3RCR|4DMG|5RCVC|6aVULN|8CDMG|9CGEN
814	33362 35533	   	149.54	ACR|2VULN|1DMG|2ASPD|1CDMG	1TLV|27ASPD|3RCR|4DMG|5RCVC|69VULN|8LWND|aCDMG
815	33362 61411	   	149.54	ACR|2VULN|1DMG|2ASPD|1CDMG	1TLV|26ASPD|3RCR|4DMG|5RCVC|7CDMG|8aVULN|9RMIN
816	33362 61431	   	149.54	ACR|2VULN|1DMG|2ASPD|1CDMG	1TLV|26ASPD|3RCR|4DMG|5RCVC|7CDMG|8aVULN|9CGEN
817	41324 24232	   	149.52	ACR|3VULN|1CDMG|1ZMB|1ASPD	1ASPD|2CGEN|3RCR|4BEXP|589VULN|6ZMB|7TLV|aCDMG
818	21233 35526	   	149.50	DCR|2VULN|1AART|2DUR|1ZMB	1ERES|2CGEN|37VULN|4ZMB|5FEWX|6RCR|8AART|9aDUR
819	13552 15133	   	149.48	ACR|2VULN|1AART|1DMG|1DUR	1LHND|2DUST|3DUR|4RCVC|5RCR|6BEXP|7AART|89VULN|aDMG
820	42522 15133	   	149.48	ACR|2VULN|1AART|1DMG|1ASPD	1ASPD|2LWND|3DUST|4CGEN|5RCR|6BEXP|7AART|89VULN|aDMG
821	46222 35133	   	149.48	ACR|2VULN|1AART|1DMG|1ASPD	1ASPD|2DUST|3BEXP|4CGEN|5RCR|6LWND|7AART|89VULN|aDMG
822	61232 15133	   	149.48	ACR|2VULN|1AART|1DMG|1DUR	1DUST|23LWND|4DUR|5RCR|6BEXP|7AART|89VULN|aDMG
823	61332 15133	   	149.48	ACR|2VULN|1AART|1DMG|1DUR	13DUST|23LWND|3BPWR|4DUR|5RCR|6BEXP|7AART|89VULN|aDMG
824	65132 15133	   	149.48	ACR|2VULN|1AART|1DMG|1DUR	1DUST|2FEWX|3DMSP|4DUR|5RCR|6BEXP|7AART|89VULN|aDMG
825	66132 15133	   	149.48	ACR|2VULN|1AART|1DMG|1DUR	1DUST|2RCVC|3LHND|4DUR|5RCR|6BEXP|7AART|89VULN|aDMG
