0	Index      	 *	Score 	Summary	Detail	
1	12434 35838	 * 	401.13	DCR|3VULN|1MDPS|1TLV|1DUR	1MBVNT|258VULN|3DMSP|4TLV|6LHND|7RCR|9DUR|aMDPS
2	12134 35838	   	401.03	DCR|3VULN|1MDPS|1TLV|1DUR	1MBVNT|258VULN|3AEPOI|4TLV|6LHND|7RCR|9DUR|aMDPS
3	14644 87331	 * 	396.90	DCR|2VULN|1MDPS|3TLV|2DUR	1MBVNT|24DUR|346TLV|46BPWR|56VULN|7MGNBOS|8RCR|9MDPS|aDUST
4	14644 87332	   	396.90	DCR|2VULN|1MDPS|3TLV|2DUR	1MBVNT|24DUR|346TLV|46BPWR|56VULN|7MGNBOS|8RCR|9MDPS|aFEWX
5	14644 87333	   	396.90	DCR|2VULN|1MDPS|3TLV|2DUR	1MBVNT|24DUR|346TLV|46BPWR|56VULN|7MGNBOS|8RCR|9MDPS|aVENICY
6	14644 87334	   	396.90	DCR|2VULN|1MDPS|3TLV|2DUR	1MBVNT|24DUR|346TLV|46BPWR|56VULN|7MGNBOS|8RCR|9MDPS|aZMB
7	14624 85311	   	386.69	DCR|2VULN|1MDPS|2TLV|2DUR	1MBVNT|24DUR|36TLV|56VULN|6BPWR|7RCR|8BEXP|9MDPS|aRAT
8	14624 85312	   	386.69	DCR|2VULN|1MDPS|2TLV|2DUR|1AART	1MBVNT|24DUR|36TLV|56VULN|6BPWR|7RCR|8BEXP|9MDPS|aAART
9	14624 85313	 * 	386.69	DCR|3VULN|1MDPS|2TLV|2DUR	1MBVNT|24DUR|36TLV|56aVULN|6BPWR|7RCR|8BEXP|9MDPS
10	14624 85314	   	386.69	DCR|2VULN|1MDPS|2TLV|2DUR	1MBVNT|24DUR|36TLV|56VULN|6BPWR|7RCR|8BEXP|9MDPS|aRPLT
11	14624 85411	   	386.59	DCR|2VULN|1MDPS|2TLV|2DUR	1MBVNT|24DUR|36TLV|56VULN|6BPWR|7RCR|8DUST|9MDPS|aRAT
12	14624 85412	   	386.59	DCR|2VULN|1MDPS|2TLV|2DUR|1AART	1MBVNT|24DUR|36TLV|56VULN|6BPWR|7RCR|8DUST|9MDPS|aAART
13	14624 85413	   	386.59	DCR|3VULN|1MDPS|2TLV|2DUR	1MBVNT|24DUR|36TLV|56aVULN|6BPWR|7RCR|8DUST|9MDPS
14	14624 85414	   	386.59	DCR|2VULN|1MDPS|2TLV|2DUR	1MBVNT|24DUR|36TLV|56VULN|6BPWR|7RCR|8DUST|9MDPS|aRPLT
15	14644 83274	 * 	379.84	3VULN|1MDPS|3TLV|3DUR|1CDMG	1MBVNT|249DUR|346TLV|46BPWR|568VULN|7CDMG|aMDPS
16	51325 12163	 * 	378.08	DCR|2MDPS|1VULN|1DMG|1DUR	1RAT|2DMG|3DUR|4ERES|5VULN|6RCR|7CANTOX|8RMIN|9aMDPS
17	51325 11116	   	377.98	DCR|2MDPS|1VULN|1DMG|1DUR	1RAT|2DMG|3DUR|4ERES|5VULN|6RCR|7aMDPS|89FEWX
18	51325 11236	 * 	377.98	DCR|2MDPS|2VULN|1DMG|1DUR	1RAT|2DMG|3DUR|4ERES|59VULN|6RCR|7aMDPS|8LHND
19	51325 11336	   	377.98	DCR|2MDPS|2VULN|1DMG|1DUR	1RAT|2DMG|3DUR|4ERES|59VULN|6RCR|7aMDPS|8LEGI
20	14644 85314	 * 	377.64	2MDPS|3VULN|3TLV|2DUR	1MBVNT|24DUR|346TLV|46BPWR|568VULN|7aMDPS|9BEXP
21	14644 85324	   	377.64	2MDPS|3VULN|3TLV|2DUR|1MSE	1MBVNT|24DUR|346TLV|46BPWR|568VULN|7aMDPS|9MSE
22	14644 86444	   	377.64	2MDPS|2VULN|3TLV|2DUR	1MBVNT|24DUR|346TLV|46BPWR|56VULN|7BBNT|8aMDPS|9DUST
23	12414 35838	   	374.83	DCR|3VULN|1MDPS|1DUR	1MBVNT|258VULN|3DMSP|4ERES|6LHND|7RCR|9DUR|aMDPS
24	12424 76284	   	374.83	DCR|3VULN|1MDPS|1DUR	1MBVNT|257VULN|3DMSP|4NUKE|6LIT|8RCR|9DUR|aMDPS
25	12114 35838	   	374.73	DCR|3VULN|1MDPS|1DUR	1MBVNT|258VULN|3AEPOI|4ERES|6LHND|7RCR|9DUR|aMDPS
26	12124 76284	   	374.73	DCR|3VULN|1MDPS|1DUR	1MBVNT|257VULN|3AEPOI|4NUKE|6LIT|8RCR|9DUR|aMDPS
27	12246 53811	   	374.14	DCR|2VULN|1MDPS|2TLV|1DUR	1MBVNT|27VULN|3BEXP|48TLV|5DUR|6RCR|9MDPS|aRAT
28	12246 53812	   	374.14	DCR|2VULN|1MDPS|2TLV|1DUR|1AART	1MBVNT|27VULN|3BEXP|48TLV|5DUR|6RCR|9MDPS|aAART
29	12246 53813	   	374.14	DCR|3VULN|1MDPS|2TLV|1DUR	1MBVNT|27aVULN|3BEXP|48TLV|5DUR|6RCR|9MDPS
30	12246 53814	   	374.14	DCR|2VULN|1MDPS|2TLV|1DUR	1MBVNT|27VULN|3BEXP|48TLV|5DUR|6RCR|9MDPS|aRPLT
