0	Index      	 *	Score 	Summary	Detail	
1	61444 81322	 * 	298.63	ACR|DCR|2VULN|1TLV|1LIT|1MLV|1CDMG	18RCR|2MLV|3MBVNT|4CDMG|5TLV|6DUR|7aVULN|9LIT
2	61444 81323	 * 	292.74	ACR|DCR|2LIT|1TLV|1VULN|1MLV|1CDMG	18RCR|2MLV|3MBVNT|4CDMG|5TLV|6DUR|7VULN|9aLIT
3	22526 23352	 * 	292.64	DCR|DCR|1TLV|1LIT|1VULN|1CDMG	1MDPS|2ZMB|3LIT|4TLV|5TSLHEL|68RCR|7AART|9VULN|aCDMG
4	61442 81322	   	288.97	ACR|DCR|2VULN|1TLV|1LIT|1MLV|1CDMG	18RCR|2MLV|3MBVNT|4CDMG|5LHND|6TLV|7aVULN|9LIT
5	61443 81322	   	288.97	ACR|DCR|2VULN|1TLV|1LIT|1MLV|1CDMG	18RCR|2MLV|3MBVNT|4CDMG|5FEWX|6TLV|7aVULN|9LIT
6	61444 21322	   	288.97	ACR|DCR|2VULN|1TLV|1LIT|1MLV|1CDMG	18RCR|2MLV|3MBVNT|4CDMG|5TLV|6LHND|7aVULN|9LIT
7	61444 43322	   	288.97	ACR|DCR|2VULN|1TLV|1LIT|1MLV|1CDMG	18RCR|2MLV|3MBVNT|4CDMG|5TLV|6aVULN|7LHND|9LIT
8	61444 46322	   	288.97	ACR|DCR|2VULN|1TLV|1LIT|1MLV|1CDMG	18RCR|2MLV|3MBVNT|4CDMG|5TLV|6aVULN|7FEWX|9LIT
9	61444 71322	   	288.97	ACR|DCR|2VULN|1TLV|1LIT|1MLV|1CDMG	18RCR|2MLV|3MBVNT|4CDMG|5TLV|6BEXP|7aVULN|9LIT
10	61444 42322	   	288.87	ACR|DCR|2VULN|1TLV|1LIT|1MLV|1CDMG	18RCR|2MLV|3MBVNT|4CDMG|5TLV|6aVULN|7DUST|9LIT
11	53321 31515	 * 	288.14	DCR|DCR|3LIT|3ASPD|1RPLT	179LWND|2RPLT|379LIT|4BBNT|567ASPD|79BPWR|8aRCR
12	61444 81321	   	286.08	ACR|DCR|1TLV|1LIT|1VULN|1MLV|1ASPD|1CDMG	18RCR|2MLV|3MBVNT|4CDMG|5TLV|6DUR|7VULN|9LIT|aASPD
13	22526 23351	   	284.55	DCR|DCR|1TLV|1LIT|1VULN	1MDPS|2ZMB|3LIT|4TLV|5TSLHEL|68RCR|7AART|9VULN|aTBNT
14	61531 11632	 * 	284.11	ACR|3VULN|2TLV|2MLV|1LIT|1DMG|1SELL	1RCR|29MLV|3RMIN|4LIT|59TLV|689VULN|7SELL|9BPWR|aDMG
15	61444 21323	   	283.08	ACR|DCR|2LIT|1TLV|1VULN|1MLV|1CDMG	18RCR|2MLV|3MBVNT|4CDMG|5TLV|6LHND|7VULN|9aLIT
16	61444 43323	   	283.08	ACR|DCR|2LIT|1TLV|1VULN|1MLV|1CDMG	18RCR|2MLV|3MBVNT|4CDMG|5TLV|6VULN|7LHND|9aLIT
17	61444 46323	   	283.08	ACR|DCR|2LIT|1TLV|1VULN|1MLV|1CDMG	18RCR|2MLV|3MBVNT|4CDMG|5TLV|6VULN|7FEWX|9aLIT
