0	Index      	 *	Score 	Summary	Detail	
1	11511 64212	 * 	376.93	2MDPS|2VULN|2DMG|1CDMG|1DUR	16DMG|2DUR|3CDMG|47VULN|5ZMB|8aMDPS|9AEFRZ
2	31222 13262	 * 	375.03	DCR|3VULN|1MDPS|1DUR	1LIT|2LWND|3DUR|458VULN|6CGEN|7RCR|9ZMB|aMDPS
3	31222 32442	   	375.03	DCR|3VULN|1MDPS|1DUR	1LIT|2LWND|3DUR|459VULN|68LHND|7RCR|aMDPS
4	31222 22542	   	374.93	DCR|3VULN|1MDPS|1DUR	1LIT|2LWND|3DUR|459VULN|6BEXP|7RCR|8AEWIND|aMDPS
5	36222 32442	   	374.93	DCR|3VULN|1MDPS|1DUR	1LIT|2LEGI|3DUR|459VULN|68LHND|7RCR|aMDPS
6	36222 22542	   	374.83	DCR|3VULN|1MDPS|1DUR	1LIT|2LEGI|3DUR|459VULN|6BEXP|7RCR|8AEWIND|aMDPS
7	31225 32542	   	374.83	DCR|3VULN|1MDPS|1DUR	1LIT|2LWND|3DUR|469VULN|5DUST|7RCR|8AEWIND|aMDPS
8	11511 54212	 * 	371.80	2MDPS|2VULN|1CDMG|2DUR|1DMG	1DMG|26DUR|3CDMG|47VULN|5ZMB|8aMDPS|9AEFRZ
9	11122 33242	 * 	363.66	DCR|2VULN|1MDPS|2DUR|1DMG	1DMG|25DUR|3LEGI|4LIT|69VULN|7RCR|8CGEN|aMDPS
10	11512 31264	   	359.34	2MDPS|2VULN|1CDMG|1DMG|1DUR	1DMG|2DUR|3CDMG|47VULN|5AME|6RMIN|8BEXP|9aMDPS
11	11513 31264	   	359.34	2MDPS|2VULN|1CDMG|1DMG|1DUR	1DMG|2DUR|3CDMG|47VULN|5ERES|6RMIN|8BEXP|9aMDPS
12	14662 12132	 * 	358.28	DCR|1MDPS|1VULN|3DMG|1CDMG|1DUR	135DMG|2DMSP|3BPWR|4RCVC|6VULN|7CDMG|8RCR|9DUR|aMDPS
13	31226 43221	   	357.25	DCR|2VULN|1MDPS|2DUR|1AART	1LIT|2LWND|36DUR|48VULN|5AME|7RCR|9AART|aMDPS
14	31255 11221	   	357.25	DCR|2VULN|1MDPS|2DUR|1AART	1LIT|2LWND|35DUR|4ERES|6RCR|78VULN|9AART|aMDPS
15	13136 36243	   	351.11	DCR|2VULN|1MDPS|1DMG|1DUR	1DMG|2AETHUN|3DMSP|49VULN|5DUST|6RCR|7DUR|8CGEN|aMDPS
16	13236 36243	   	351.01	DCR|2VULN|1MDPS|1DMG|1DUR	1DMG|2AETHUN|3AEFBLL|49VULN|5DUST|6RCR|7DUR|8CGEN|aMDPS
17	11611 64212	   	349.29	2MDPS|2VULN|2DMG|1DUR|1SELL	16DMG|2DUR|3SELL|47VULN|5ZMB|8aMDPS|9AEFRZ
18	11513 41531	 * 	348.70	3VULN|1MDPS|1CDMG|1TLV|1DMG|1DUR	1DMG|2DUR|3CDMG|478VULN|5ERES|6TLV|9CGEN|aMDPS
