0	Index      	 *	Score 	Summary	Detail	
1	32352 41215	 * 	364.61	DCR|2VULN|1MDPS|1DMG|1DUR|1AART|1SELL	1LHND|25VULN|3SELL|4DMG|6AART|7DUR|8RCR|9ERES|aMDPS
2	32352 41225	 * 	364.61	DCR|2VULN|1MDPS|1DMG|1DUR|1AART|1SELL	1LHND|25VULN|3SELL|4DMG|6AART|7DUR|8RCR|9AME|aMDPS
3	22131 53223	 * 	358.54	DCR|2VULN|1MDPS|1CDMG|1DUR	1ZMB|2BEXP|3FEWX|4DUR|5BBNT|6CDMG|7RCR|89VULN|aMDPS
4	22133 53223	   	358.54	DCR|2VULN|1MDPS|1CDMG|1DUR	1ZMB|2BEXP|3FEWX|4DUR|5TBNT|6CDMG|7RCR|89VULN|aMDPS
5	22141 53223	   	358.54	DCR|2VULN|1MDPS|1CDMG|1DUR	1ZMB|2BEXP|3FEWX|4BBNT|5DUR|6CDMG|7RCR|89VULN|aMDPS
6	24313 23663	   	351.31	DCR|2VULN|1MDPS|1DMG|1DUR	1ZMB|25LWND|3RCVC|48VULN|6DMG|7DUR|9RCR|aMDPS
7	24331 13663	   	351.31	DCR|2VULN|1MDPS|1DMG|1DUR	1ZMB|26LWND|3RCVC|4DMG|58VULN|7DUR|9RCR|aMDPS
8	51431 33223	   	351.21	DCR|2VULN|1MDPS|1DMG|1DUR	1BEXP|2RCVC|3BBNT|4DUR|5DMG|6RCR|7RPLT|89VULN|aMDPS
9	24231 23663	   	351.21	DCR|2VULN|1MDPS|1DMG|1DUR	1ZMB|23LWND|4DMG|58VULN|6AEFRZ|7DUR|9RCR|aMDPS
10	24331 23663	   	351.21	DCR|2VULN|1MDPS|1DMG|1DUR	1ZMB|2LWND|3RCVC|4DMG|58VULN|6AEFRZ|7DUR|9RCR|aMDPS
11	51431 32211	 * 	351.11	DCR|3VULN|1MDPS|1DMG|1DUR	1BEXP|2RCVC|3BBNT|4DUR|5DMG|6RCR|78aVULN|9MDPS
12	51431 32212	   	351.11	DCR|2VULN|1MDPS|1DMG|1DUR	1BEXP|2RCVC|3BBNT|4DUR|5DMG|6RCR|78VULN|9MDPS|aAME
13	51431 32213	 * 	351.11	DCR|2VULN|1MDPS|2DUR|1DMG	1BEXP|2RCVC|3BBNT|4aDUR|5DMG|6RCR|78VULN|9MDPS
14	51431 32214	   	351.11	DCR|2VULN|1MDPS|1DMG|1DUR	1BEXP|2RCVC|3BBNT|4DUR|5DMG|6RCR|78VULN|9MDPS|aBASHEA
15	51431 32215	   	351.11	DCR|2VULN|1MDPS|1DMG|1DUR	1BEXP|2RCVC|3BBNT|4DUR|5DMG|6RCR|78VULN|9MDPS|aLEGI
16	51431 32216	   	351.11	DCR|2VULN|1MDPS|1DMG|1DUR	1BEXP|2RCVC|3BBNT|4DUR|5DMG|6RCR|78VULN|9MDPS|aLWND
