0	Index      	 *	Score 	Summary	Detail	
1	33456 23313	 * 	188.05	DCR|2VULN|2DMG|1AART|2DUR|1ZMB	19MGNLIT|29DMG|3aVULN|4ZMB|5RPLT|6RCR|7AART|89DUR|9BPWR
2	33456 23333	 * 	180.62	DCR|3VULN|1AART|1DMG|1ZMB|1DUR	1MGNLIT|2DMG|39aVULN|4ZMB|5RPLT|6RCR|7AART|8DUR
3	33153 74542	 * 	175.12	DCR|2VULN|2DMG|2FLTHEA|1ZMB|1DUR	1MGNLIT|2aDMG|3DUST|4ZMB|5MBVNT|6aVULN|7RCR|8DUR|9aFLTHEA|aBPWR
4	33426 23313	   	175.11	DCR|3VULN|1AART|1DMG|2DUR	19MGNLIT|2DMG|39aVULN|4RMIN|5RPLT|6RCR|7AART|89DUR|9BPWR
5	33456 23222	 * 	171.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1MGNLIT|2DMG|39VULN|4ZMB|5RPLT|6RCR|7AART|8ERES|aCDMG
6	33456 23311	   	170.46	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	19MGNLIT|29DMG|3VULN|4ZMB|5RPLT|6RCR|7AART|89DUR|9BPWR|aLHND
7	33456 23312	   	170.36	DCR|2DMG|1AART|1VULN|2DUR|1ZMB	19MGNLIT|29DMG|3VULN|4ZMB|5RPLT|6RCR|7AART|89DUR|9BPWR|aTLV
8	33423 58142	 * 	169.98	DCR|3DMG|1AART|1VULN|1ZMB	1MGNLIT|28aDMG|3VULN|4RMIN|5MBVNT|6ZMB|7RCR|9AART
9	33433 58142	   	169.98	DCR|3DMG|1AART|1VULN|1ZMB	1MGNLIT|28aDMG|3VULN|4MLV|5MBVNT|6ZMB|7RCR|9AART
10	33426 23333	   	169.62	DCR|3VULN|1AART|1DMG|1DUR	1MGNLIT|2DMG|39aVULN|4RMIN|5RPLT|6RCR|7AART|8DUR
11	16636 13311	   	168.42	DCR|3VULN|1AART|1DMG|1DUR	1RPLT|2LHND|3DMG|4CGEN|5AART|6DUR|7RCR|89aVULN
12	33153 74142	   	168.18	DCR|2VULN|2DMG|2FLTHEA|1ZMB	1MGNLIT|2aDMG|3DUST|4ZMB|5MBVNT|6aVULN|7RCR|8BEXP|9aFLTHEA|aBPWR
13	33153 74642	   	168.18	DCR|2VULN|2DMG|2FLTHEA|1ZMB	1MGNLIT|2aDMG|3DUST|4ZMB|5MBVNT|6aVULN|7RCR|8LWND|9aFLTHEA|aBPWR
14	11133 13634	   	168.09	DCR|3VULN|1AART|2DUR|1ZMB|1ASPD	1RPLT|2MLV|35DUR|45aVULN|5BPWR|6ASPD|7AART|8RCR|9ZMB
15	33123 36166	   	167.72	DCR|3DMG|1AART|1VULN|1DUR	1MGNLIT|278DMG|3DUST|4VULN|5FEWX|6RCR|9DUR|aAART
16	53122 33254	   	167.72	DCR|2VULN|2DMG|1AART|1ZMB	1MLV|2ERES|3ZMB|45VULN|6RPLT|7aDMG|8AART|9RCR
17	13542 31136	   	167.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1RPLT|2CDMG|3BELT|48VULN|5DUR|6RCR|7AART|9FEWX|aDMG
18	13542 31126	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1RPLT|2CDMG|3BELT|48VULN|5DUR|6RCR|7AART|9DUST|aDMG
