0	Index      	 *	Score 	Summary	Detail	
1	41124 51312	 * 	385.43	DCR|5VULN|2DMG|1DUR	15DMG|23456VULN|5BPWR|7CGEN|8DUR|9BELT|aRCR
2	41124 51323	   	385.33	DCR|5VULN|2DMG|1DUR	15DMG|23456VULN|5BPWR|7CGEN|8DUR|9ASPD|aRCR
3	41124 51331	 * 	385.33	5VULN|1MDPS|2DMG|1DUR	15DMG|23456VULN|5BPWR|7CGEN|8DUR|9MBVNT|aMDPS
4	41135 41214	 * 	378.61	DCR|2VULN|1MDPS|1CDMG|1DMG|1DUR	1DMG|23VULN|4LWND|5MBVNT|6CDMG|7DUR|8BOSS|9RCR|aMDPS
5	11232 15344	 * 	374.83	DCR|3VULN|1MDPS|1DUR	1CGEN|247VULN|34ERES|4BPWR|5DUR|6RCR|8DLOT|9BEXP|aMDPS
6	11232 15354	   	374.73	DCR|3VULN|1MDPS|1DUR|1MSE	1CGEN|247VULN|34ERES|4BPWR|5DUR|6RCR|8DLOT|9MSE|aMDPS
7	11232 15623	   	374.73	DCR|3VULN|1MDPS|1DUR	1CGEN|247VULN|34ERES|4BPWR|5DUR|6RCR|8AME|9BLASTR|aMDPS
8	41122 42411	   	367.74	5VULN|1MDPS|1DMG|1DUR	1DMG|23489VULN|5BEXP|6CGEN|7DUR|aMDPS
9	41122 62411	   	367.74	5VULN|1MDPS|1DMG|1DUR	1DMG|23489VULN|5BEXP|6AAC|7DUR|aMDPS
10	41125 32411	   	367.74	5VULN|1MDPS|1DMG|1DUR	1DMG|23489VULN|5AAC|6BEXP|7DUR|aMDPS
11	41131 42411	   	367.74	5VULN|1MDPS|1DMG|1DUR	1DMG|23589VULN|4LWND|6CGEN|7DUR|aMDPS
12	41131 62411	   	367.74	5VULN|1MDPS|1DMG|1DUR	1DMG|23589VULN|4LWND|6AAC|7DUR|aMDPS
13	41112 36411	   	367.64	5VULN|1MDPS|1DMG|1DUR	1DMG|23789VULN|4AAC|5DUR|6DUST|aMDPS
14	41112 51411	   	367.64	5VULN|1MDPS|1DMG|1DUR	1DMG|23689VULN|4AAC|5DUR|7DUST|aMDPS
15	41121 43411	   	367.64	5VULN|1MDPS|1DMG|1DUR	1DMG|23489VULN|5DUST|6CGEN|7DUR|aMDPS
16	41121 63411	   	367.64	5VULN|1MDPS|1DMG|1DUR	1DMG|23489VULN|5DUST|6AAC|7DUR|aMDPS
17	41125 21411	   	367.64	5VULN|1MDPS|1DMG|1DUR	1DMG|23489VULN|5AAC|6DUR|7DUST|aMDPS
18	41126 32411	   	367.64	5VULN|1MDPS|1DMG|1DUR	1DMG|23489VULN|5ERES|6BEXP|7DUR|aMDPS
19	41131 22411	   	367.64	5VULN|1MDPS|1DMG|1DUR	1DMG|23589VULN|4LWND|6AME|7DUR|aMDPS
20	41126 21411	   	367.54	5VULN|1MDPS|1DMG|1DUR	1DMG|23489VULN|5ERES|6DUR|7DUST|aMDPS
21	23656 31132	   	358.40	DCR|2VULN|1MDPS|1CDMG|1DUR|1SELL	1LIT|2LHND|35VULN|4ZMB|6RCR|7DUR|8SELL|9CDMG|aMDPS
22	16153 41311	 * 	358.01	DCR|2MDPS|1VULN|1DUR	1CGEN|2DUST|3VULN|4FEWX|5BELT|6RCR|7VENICY|8DUR|9aMDPS
23	16153 43311	   	358.01	DCR|2MDPS|1VULN|1DUR	1CGEN|2DUST|3VULN|4FEWX|5BELT|6RCR|7SNIFST|8DUR|9aMDPS
