0	Index      	 *	Score 	Summary	Detail	
1	23281 35238	 * 	364.86	DCR|2VULN|1MDPS|1DMG|1DUR|1AART	1RAT|28VULN|3MBVNT|4DUR|5AART|6LHND|7RCR|9DMG|aMDPS
2	61355 23321	 * 	361.03	ACR|3VULN|1MDPS|1TLV|1DUR	1BEXP|2RCR|3DUR|468VULN|5AME|7TLV|9MDPS|aBOSS
3	61355 23322	   	361.03	ACR|3VULN|1MDPS|1TLV|1DUR	1BEXP|2RCR|3DUR|468VULN|5AME|7TLV|9MDPS|aCGEN
4	61355 23323	   	361.03	ACR|3VULN|1MDPS|1TLV|1DUR|1MSE	1BEXP|2RCR|3DUR|468VULN|5AME|7TLV|9MDPS|aMSE
5	12354 35221	 * 	358.44	DCR|2VULN|1MDPS|1CDMG|1DUR	1LEGI|23VULN|4DUR|5MSLTOX|6LIT|7CDMG|8RCR|9MDPS|aASPD
6	12354 35222	   	358.44	DCR|2VULN|1MDPS|1CDMG|1DUR	1LEGI|23VULN|4DUR|5MSLTOX|6LIT|7CDMG|8RCR|9MDPS|aBEXP
7	12354 35223	   	358.44	DCR|2VULN|1MDPS|1CDMG|1DUR	1LEGI|23VULN|4DUR|5MSLTOX|6LIT|7CDMG|8RCR|9MDPS|aCGEN
8	12356 35221	   	358.34	DCR|2VULN|1MDPS|1CDMG|1DUR	1LEGI|23VULN|4DUR|5LSRICY|6LIT|7CDMG|8RCR|9MDPS|aASPD
9	12356 35222	   	358.34	DCR|2VULN|1MDPS|1CDMG|1DUR	1LEGI|23VULN|4DUR|5LSRICY|6LIT|7CDMG|8RCR|9MDPS|aBEXP
10	12356 35223	   	358.34	DCR|2VULN|1MDPS|1CDMG|1DUR	1LEGI|23VULN|4DUR|5LSRICY|6LIT|7CDMG|8RCR|9MDPS|aCGEN
11	12615 35221	   	358.34	DCR|2VULN|1MDPS|1CDMG|1DUR	1LEGI|25VULN|3DUR|4LIT|6VENICY|7CDMG|8RCR|9MDPS|aASPD
12	12615 35222	   	358.34	DCR|2VULN|1MDPS|1CDMG|1DUR	1LEGI|25VULN|3DUR|4LIT|6VENICY|7CDMG|8RCR|9MDPS|aBEXP
13	12615 35223	   	358.34	DCR|2VULN|1MDPS|1CDMG|1DUR	1LEGI|25VULN|3DUR|4LIT|6VENICY|7CDMG|8RCR|9MDPS|aCGEN
14	12342 25531	 * 	357.25	DCR|2VULN|1MDPS|2DUR|1TLV	1LEGI|23VULN|4TLV|5LWND|6RAT|7RCR|8aDUR|9MDPS
15	12342 25532	   	357.25	DCR|2VULN|1MDPS|1TLV|1DUR	1LEGI|23VULN|4TLV|5LWND|6RAT|7RCR|8DUR|9MDPS|aTBNT
16	12342 25533	   	357.25	DCR|2VULN|1MDPS|1TLV|1DUR	1LEGI|23VULN|4TLV|5LWND|6RAT|7RCR|8DUR|9MDPS|aLHND
17	12335 11636	 * 	355.57	2MDPS|3VULN|1DUR	1LEGI|234VULN|5TBNT|6RAT|7DUR|8AAC|9aMDPS
18	61352 64341	 * 	347.38	ACR|3VULN|1MDPS|2DUR	1BEXP|2RCR|36DUR|468VULN|5MBVNT|6BPWR|7ZMB|9MDPS|aLWND
19	61352 64342	   	347.38	ACR|3VULN|1MDPS|2DUR|1MSE	1BEXP|2RCR|36DUR|468VULN|5MBVNT|6BPWR|7ZMB|9MDPS|aMSE
20	61352 64343	   	347.38	ACR|3VULN|1MDPS|2DUR	1BEXP|2RCR|36DUR|468VULN|5MBVNT|6BPWR|7ZMB|9MDPS|aAEPOI
21	61352 64344	   	347.38	ACR|3VULN|1MDPS|2DUR	1BEXP|2RCR|36DUR|468VULN|5MBVNT|6BPWR|7ZMB|9MDPS|aBELT
22	61352 61341	   	347.28	ACR|3VULN|1MDPS|2DUR	1BEXP|2RCR|36DUR|468VULN|5MBVNT|6BPWR|7ASPD|9MDPS|aLWND
23	61352 61342	   	347.28	ACR|3VULN|1MDPS|2DUR|1MSE	1BEXP|2RCR|36DUR|468VULN|5MBVNT|6BPWR|7ASPD|9MDPS|aMSE
24	61352 61343	   	347.28	ACR|3VULN|1MDPS|2DUR	1BEXP|2RCR|36DUR|468VULN|5MBVNT|6BPWR|7ASPD|9MDPS|aAEPOI
25	61352 61344	   	347.28	ACR|3VULN|1MDPS|2DUR	1BEXP|2RCR|36DUR|468VULN|5MBVNT|6BPWR|7ASPD|9MDPS|aBELT
26	23281 35248	   	344.69	DCR|2VULN|1MDPS|1DUR|1AART	1RAT|28VULN|3MBVNT|4DUR|5AART|6LHND|7RCR|9ERES|aMDPS
27	12351 21254	 * 	342.03	DCR|3VULN|1MDPS|2TLV|3DUR	1LEGI|238VULN|489DUR|5MDPS|6AETHUN|78TLV|8BPWR|aRCR
28	12336 42241	 * 	341.35	DCR|4VULN|1CDMG|1DUR	1LEGI|234aVULN|5LSRHEA|6DUR|7BOSS|8RCR|9CDMG
29	33251 33536	 * 	340.25	DCR|4VULN|2DUR|1AART	17CGEN|2ASPD|37DUR|4AART|5678VULN|7BPWR|9AEPOI|aRCR
30	12333 62315	 * 	340.15	4VULN|1MDPS|2DUR|1AART	1LEGI|2349VULN|5AART|6AETHUN|79DUR|8RCVC|9BPWR|aMDPS
31	33235 42143	 * 	340.08	DCR|3VULN|2DMG|1CDMG|1DUR	1CGEN|2ASPD|3DUR|468VULN|57DMG|9RCR|aCDMG
32	12351 21166	 * 	338.72	2MDPS|3VULN|2TLV|2CDMG|1DUR	1LEGI|239VULN|4DUR|5aMDPS|6AETHUN|79TLV|89CDMG|9BPWR
33	23232 18737	   	338.08	2MDPS|2VULN|1TLV|1DUR	1RAT|27VULN|3MBVNT|4BOSS|5TLV|6CGEN|8DUR|9aMDPS
34	12333 51425	   	334.95	3VULN|1MDPS|1TLV|1DMG|1DUR|1AART	1LEGI|234VULN|5AART|6LWND|7DMG|8DUR|9TLV|aMDPS
