0	Index      	 *	Score 	Summary	Detail	
1	62361 32341	 * 	328.85	DCR|DCR|2TLV|2VULN|1ASPD|1CDMG	17TLV|2LHND|3aVULN|4CGEN|5ASPD|6CDMG|89RCR
2	62332 12341	   	328.75	DCR|DCR|2TLV|2VULN|1ASPD|1CDMG	17TLV|2LHND|3aVULN|4ASPD|5CDMG|6ERES|89RCR
3	62332 41341	 * 	327.34	DCR|DCR|3VULN|1TLV|1ASPD|1CDMG	1TLV|2LHND|36aVULN|4ASPD|5CDMG|7CGEN|89RCR
4	62332 14341	   	327.24	DCR|DCR|3VULN|1TLV|1ASPD|1CDMG	1TLV|2LHND|37aVULN|4ASPD|5CDMG|6ERES|89RCR
5	62361 31341	   	322.71	DCR|DCR|2VULN|1TLV|1AEFBLL|1ASPD|1CDMG	1TLV|2LHND|3aVULN|4CGEN|5ASPD|6CDMG|7AEFBLL|89RCR
6	62332 11341	   	322.61	DCR|DCR|2VULN|1TLV|1AEFBLL|1ASPD|1CDMG	1TLV|2LHND|3aVULN|4ASPD|5CDMG|6ERES|7AEFBLL|89RCR
7	62331 51341	 * 	315.10	DCR|DCR|2VULN|1TLV|2ASPD|1CDMG	1TLV|2LHND|3aVULN|45ASPD|6CDMG|7CGEN|89RCR
8	62332 51341	   	308.96	DCR|DCR|2VULN|1TLV|2CDMG|1ASPD	1TLV|2LHND|3aVULN|4ASPD|56CDMG|7CGEN|89RCR
9	42421 32341	   	308.24	DCR|DCR|2TLV|2VULN|1SELL	1AME|2LHND|37TLV|4ZMB|5aVULN|6SELL|89RCR
10	62121 32341	   	308.24	DCR|DCR|2TLV|2VULN|1SELL	17TLV|2LHND|3CGEN|4ZMB|5aVULN|6SELL|89RCR
11	62421 32341	   	308.24	DCR|DCR|2TLV|2VULN|1SELL	17TLV|2LHND|3AME|4ZMB|5aVULN|6SELL|89RCR
12	62121 34341	   	306.73	DCR|DCR|3VULN|1TLV|1SELL	1TLV|2LHND|3CGEN|4ZMB|57aVULN|6SELL|89RCR
13	62332 21341	   	302.65	DCR|DCR|2VULN|1TLV|1ASPD|1CDMG	1TLV|26LHND|3aVULN|4ASPD|5CDMG|7CGEN|89RCR
14	62332 24341	   	302.65	DCR|DCR|2VULN|1TLV|1ASPD|1CDMG	1TLV|26LHND|3aVULN|4ASPD|5CDMG|7AME|89RCR
15	62332 41342	   	302.55	DCR|DCR|2VULN|1TLV|1ASPD|1CDMG	1TLV|2LHND|36VULN|4ASPD|5CDMG|7CGEN|89RCR|aAEFRZ
16	62332 41343	   	302.55	DCR|DCR|2VULN|1TLV|1ASPD|1CDMG|1MSE	1TLV|2LHND|36VULN|4ASPD|5CDMG|7CGEN|89RCR|aMSE
17	62332 14342	   	302.45	DCR|DCR|2VULN|1TLV|1ASPD|1CDMG	1TLV|2LHND|37VULN|4ASPD|5CDMG|6ERES|89RCR|aAEFRZ
18	62332 14343	   	302.45	DCR|DCR|2VULN|1TLV|1ASPD|1CDMG|1MSE	1TLV|2LHND|37VULN|4ASPD|5CDMG|6ERES|89RCR|aMSE
19	62332 16341	   	302.45	DCR|DCR|2VULN|1TLV|1ASPD|1CDMG	1TLV|2LHND|3aVULN|4ASPD|5CDMG|67ERES|89RCR
20	42421 31341	   	302.10	DCR|DCR|2VULN|1TLV|1AEFBLL|1SELL	1AME|2LHND|3TLV|4ZMB|5aVULN|6SELL|7AEFBLL|89RCR
21	62121 31341	   	302.10	DCR|DCR|2VULN|1TLV|1AEFBLL|1SELL	1TLV|2LHND|3CGEN|4ZMB|5aVULN|6SELL|7AEFBLL|89RCR
22	62421 31341	   	302.10	DCR|DCR|2VULN|1TLV|1AEFBLL|1SELL	1TLV|2LHND|3AME|4ZMB|5aVULN|6SELL|7AEFBLL|89RCR
23	62363 32341	   	301.31	DCR|DCR|2TLV|2VULN|1SELL	17TLV|2LHND|3aVULN|4CGEN|5AAC|6SELL|89RCR
24	66222 12341	   	299.27	DCR|DCR|1TLV|1VULN|1DMG|1AEBURN|1CDMG	1TLV|2RMIN|3DMG|4AEBURN|5CDMG|6LHND|7FEWX|89RCR|aVULN
25	66222 13341	   	299.27	DCR|DCR|1TLV|1VULN|1DMG|1AEBURN|1CDMG	1TLV|2RMIN|3DMG|4AEBURN|5CDMG|6LHND|7BEXP|89RCR|aVULN
26	66222 11341	   	299.17	DCR|DCR|1TLV|1VULN|1DMG|1AEBURN|1CDMG	1TLV|2RMIN|3DMG|4AEBURN|5CDMG|6LHND|7DUST|89RCR|aVULN
27	61316 34222	 * 	299.04	DCR|3VULN|2TLV|2DMG	19TLV|2AEWIND|379VULN|4ZMB|5CGEN|69DMG|8RCR|9BPWR|aLWND
28	61316 34223	   	299.04	DCR|3VULN|2TLV|2DMG	19TLV|2AEWIND|379VULN|4ZMB|5CGEN|69DMG|8RCR|9BPWR|aBEXP
29	61316 34221	   	298.94	DCR|3VULN|2TLV|2DMG|1MSE	19TLV|2AEWIND|379VULN|4ZMB|5CGEN|69DMG|8RCR|9BPWR|aMSE
30	62332 12344	   	298.89	DCR|DCR|2TLV|1VULN|1ASPD|1CDMG	17TLV|2LHND|3VULN|4ASPD|5CDMG|6ERES|89RCR|aDMSP
31	62332 12345	   	298.89	DCR|DCR|2TLV|1VULN|1ASPD|1CDMG	17TLV|2aLHND|3VULN|4ASPD|5CDMG|6ERES|89RCR
32	62361 32342	   	298.89	DCR|DCR|2TLV|1VULN|1ASPD|1CDMG	17TLV|2LHND|3VULN|4CGEN|5ASPD|6CDMG|89RCR|aAEFRZ
33	62361 32343	   	298.89	DCR|DCR|2TLV|1VULN|1ASPD|1CDMG|1MSE	17TLV|2LHND|3VULN|4CGEN|5ASPD|6CDMG|89RCR|aMSE
