0	Index      	 *	Score 	Summary	Detail	
158	13125 62532	 * 	168.18	DCR|2VULN|2DMG|3ASPD|1ZMB	1BELT|28VULN|389ASPD|4DUST|5ZMB|68DMG|7RCR|8BPWR|aCGEN
159	36133 22641	   	168.17	DCR|3DMG|1AART|1CDMG|1ZMB	13ERES|29aDMG|4MBVNT|5AART|6RCR|7ZMB|8CDMG
160	31216 13141	   	168.14	DCR|2AART|2DMG|1CDMG|1ASPD|1DUR	17ERES|2ASPD|38AART|4aDMG|5CDMG|6RCR|9DUR
161	13125 62531	   	168.08	DCR|2VULN|2DMG|3ASPD|1ZMB	1BELT|28VULN|389ASPD|4DUST|5ZMB|68DMG|7RCR|8BPWR|aLEGI
162	13125 62533	   	168.08	DCR|2VULN|2DMG|3ASPD|1ZMB	1BELT|28VULN|389ASPD|4DUST|5ZMB|68DMG|7RCR|8BPWR|aAIRHEL
163	13151 12534	   	168.08	DCR|2VULN|2DMG|3ASPD|1ZMB	1BELT|28VULN|389ASPD|48DMG|5NUKE|6LEGI|7RCR|8BPWR|aZMB
164	61312 65111	 * 	168.01	ACR|4VULN|1AART|1ASPD|1DUR	19CGEN|2ASPD|3DUR|4RCR|567aVULN|8AART
165	61312 65132	   	167.91	ACR|4VULN|1AART|1DUR|1ASPD	1CGEN|2ASPD|3DUR|4RCR|567aVULN|8AART|9ERES
166	26241 12362	   	167.87	DCR|3VULN|1AART|1CDMG|1ZMB	1FEWX|2AART|3LHND|4LWND|5CDMG|69aVULN|7RCR|8ZMB
167	36232 63115	   	167.87	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1ERES|2DMG|3AART|4ZMB|5VULN|6ASPD|7RCR|8LWND|9DUR|aCDMG
168	36232 63142	   	167.87	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1ERES|2DMG|3AART|4ZMB|5VULN|6ASPD|7RCR|8LWND|9CDMG|aDUR
169	36232 63215	   	167.87	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1ERES|2DMG|3AART|4ZMB|5VULN|6ASPD|7RCR|8BEXP|9DUR|aCDMG
170	36232 63242	   	167.87	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1ERES|2DMG|3AART|4ZMB|5VULN|6ASPD|7RCR|8BEXP|9CDMG|aDUR
171	31214 22262	   	167.81	DCR|2AART|2DMG|1VULN|1ASPD	19ERES|2ASPD|3aAART|49DMG|5CGEN|6RCR|7VULN|89BEXP|9BPWR
172	31211 26526	   	167.79	DCR|2DMG|1AART|1CDMG|1ZMB|1DUR|1ASPD	1ERES|2ASPD|3AART|49DMG|5ZMB|6RCR|7DUR|8MLV|aCDMG
173	36236 13143	   	167.79	DCR|2DMG|1AART|1CDMG|1ZMB|1ASPD|1DUR	1ERES|29DMG|3AART|4ZMB|5CDMG|6RCR|7LIT|8ASPD|aDUR
174	66312 21126	   	167.67	ACR|2VULN|2DMG|1AART|1DUR	1CGEN|28DMG|3DUR|4RCR|57VULN|6TLV|9FEWX|aAART
175	31216 11131	   	167.61	DCR|2AART|2DMG|2CDMG|1ASPD	1ERES|2ASPD|38AART|4aDMG|57CDMG|6RCR|9LHND
176	31216 14423	 * 	167.59	DCR|3ZMB|1AART|1DMG|1CDMG|1DUR|1ASPD	1ERES|2ASPD|3AART|4DMG|5CDMG|6RCR|78aZMB|9DUR
177	26241 12232	   	167.59	DCR|2VULN|1AART|1DMG|2CDMG	1FEWX|2AART|3LHND|4LWND|59CDMG|6aVULN|7RCR|8DMG
178	26641 12232	   	167.59	DCR|2VULN|1AART|1DMG|2CDMG	1FEWX|2AART|3LWND|4LHND|59CDMG|6aVULN|7RCR|8DMG
179	36232 31561	   	167.58	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2DMG|37AART|4ZMB|5VULN|6DUR|8CDMG|9RCR|aRMIN
180	36232 31563	   	167.58	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2DMG|37AART|4ZMB|5VULN|6DUR|8CDMG|9RCR|aLWND
181	66312 21337	   	167.57	ACR|2VULN|2DMG|1AART|1DUR	1CGEN|29DMG|3DUR|4RCR|57VULN|6TLV|8MBVNT|aAART
182	23211 13351	 * 	167.57	DCR|4VULN|2AART	1FEWX|2RPLT|3BEXP|45AART|689aVULN|7RCR
183	31213 15316	   	167.51	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1ERES|2ASPD|3AART|49DMG|5FEWX|6LWND|7RCR|8VULN|aCDMG
184	31231 36256	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ERES|2ASPD|3AART|49VULN|5CDMG|6LWND|7RCR|8LHND|aDMG
185	31231 36542	   	167.51	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ERES|2ASPD|3AART|48VULN|5CDMG|6LWND|7RCR|9RPLT|aDMG
186	31216 11161	   	167.51	DCR|2AART|2DMG|2CDMG|1ASPD	1ERES|2ASPD|38AART|4aDMG|57CDMG|6RCR|9DUST
187	31216 11481	   	167.51	DCR|2AART|2DMG|2CDMG|1ASPD	1ERES|2ASPD|39AART|4aDMG|57CDMG|6RCR|8MBVNT
188	31211 23656	 * 	167.47	DCR|2DMG|1AART|2ASPD|1CDMG|1ZMB	1ERES|29ASPD|3AART|47DMG|5ZMB|6RCR|8RMIN|aCDMG
189	31216 14231	   	167.47	DCR|2DMG|1AART|2ASPD|1CDMG|1ZMB	1ERES|28ASPD|3AART|4aDMG|5CDMG|6RCR|7ZMB|9CGEN
190	61312 65133	 * 	167.46	ACR|3VULN|1AART|1CDMG|1DUR|1ASPD	1CGEN|2ASPD|3DUR|4RCR|567VULN|8AART|9ERES|aCDMG
191	31232 21245	   	167.45	DCR|2AART|2VULN|1DMG|1DUR|1ASPD	1ERES|2ASPD|37AART|46VULN|5LWND|8DUR|9RCR|aDMG
192	36213 63242	   	167.45	DCR|2AART|2DMG|1VULN|1DUR|1ASPD	1ERES|24DMG|35AART|6LHND|7VULN|8DUR|9RCR|aASPD
193	31231 36366	   	167.41	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	18ERES|2ASPD|3AART|49VULN|5CDMG|6LWND|7RCR|aDMG
194	31231 36526	   	167.41	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	19ERES|2ASPD|3AART|48VULN|5CDMG|6LWND|7RCR|aDMG
195	31211 23256	   	167.37	DCR|2DMG|1AART|1CDMG|2ASPD|1ZMB	1ERES|29ASPD|3AART|47DMG|5ZMB|6RCR|8TLV|aCDMG
196	21615 11361	 * 	167.29	ACR|3DMG|1VULN|1CDMG|1ZMB|1ASPD	1FEWX|2ZMB|3ASPD|4RCR|589DMG|6LHND|7VULN|aCDMG
197	21615 23115	   	167.29	ACR|3DMG|1VULN|1CDMG|1ZMB|1ASPD	16FEWX|2ZMB|3ASPD|4RCR|58aDMG|7VULN|9CDMG
198	66312 12311	 * 	167.29	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1CGEN|2DMG|3DUR|4RCR|58aVULN|6LHND|7ZMB|9CDMG
199	66312 52311	   	167.29	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1CGEN|2DMG|3DUR|4RCR|58aVULN|6FEWX|7ZMB|9CDMG
200	66314 22311	   	167.29	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1CGEN|2DMG|3DUR|4RCR|5FEWX|68aVULN|7ZMB|9CDMG
201	31211 22511	   	167.27	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ERES|2ASPD|3AART|4DMG|5ZMB|6RCR|7RPLT|8aVULN|9RCVC
202	31211 22656	   	167.27	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ERES|2ASPD|3AART|4DMG|5ZMB|6RCR|7RPLT|8FEWX|9aVULN
203	31211 23313	   	167.27	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ERES|2ASPD|3AART|47DMG|5ZMB|6RCR|8FEWX|9CGEN|aVULN
204	31211 23343	   	167.27	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ERES|2ASPD|3AART|47DMG|5ZMB|6RCR|8FEWX|9RMIN|aVULN
205	31211 23361	   	167.27	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ERES|2ASPD|3AART|47DMG|5ZMB|6RCR|8FEWX|9RCVC|aVULN
206	31211 23556	   	167.27	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ERES|2ASPD|3AART|47DMG|5ZMB|6RCR|8CGEN|9LHND|aVULN
207	31211 23641	   	167.27	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ERES|2ASPD|3AART|47DMG|5ZMB|6RCR|8RMIN|9CGEN|aVULN
208	31211 23663	   	167.27	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ERES|2ASPD|3AART|47DMG|5ZMB|6RCR|8RMIN|9FEWX|aVULN
209	36234 22114	   	167.27	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ERES|2DMG|3AART|4ZMB|5CGEN|6RCR|7aVULN|8LWND|9DUR
210	36234 22115	   	167.27	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1ERES|2aDMG|3AART|4ZMB|5CGEN|6RCR|7VULN|8LWND|9DUR
211	36234 22214	   	167.27	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ERES|2DMG|3AART|4ZMB|5CGEN|6RCR|7aVULN|8BEXP|9DUR
212	36234 22215	   	167.27	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1ERES|2aDMG|3AART|4ZMB|5CGEN|6RCR|7VULN|8BEXP|9DUR
213	36234 22521	   	167.27	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1ERES|29DMG|3AART|4ZMB|5CGEN|6RCR|7VULN|8MLV|aDUR
214	31212 34515	   	167.25	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1ERES|2ASPD|3AART|4DMG|57VULN|6DUR|8CDMG|9BEXP|aRCR
215	31212 34525	   	167.25	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1ERES|2ASPD|3AART|4DMG|57VULN|6DUR|8CDMG|9FEWX|aRCR
216	36236 12225	   	167.18	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	1ERES|2DMG|3AART|47ZMB|5CDMG|6RCR|8CGEN|9DUR|aVULN
217	36236 12241	   	167.18	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	1ERES|2DMG|3AART|47ZMB|5CDMG|6RCR|8CGEN|9VULN|aDUR
218	31211 21416	   	167.17	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ERES|2ASPD|3AART|48DMG|5ZMB|6RCR|7LEGI|9CGEN|aVULN
219	31211 21446	   	167.17	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ERES|2ASPD|3AART|48DMG|5ZMB|6RCR|7LEGI|9RMIN|aVULN
220	31211 21461	   	167.17	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ERES|2ASPD|3AART|48DMG|5ZMB|6RCR|7LEGI|9RCVC|aVULN
221	31211 21526	   	167.17	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ERES|2ASPD|3AART|49DMG|5ZMB|6RCR|7LEGI|8MLV|aVULN
222	31211 22555	   	167.17	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ERES|2ASPD|3AART|4DMG|5ZMB|6RCR|7RPLT|89VULN|aDUST
223	31211 23113	   	167.17	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ERES|2ASPD|3AART|47DMG|5ZMB|6RCR|8DUST|9CGEN|aVULN
224	31211 23143	   	167.17	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ERES|2ASPD|3AART|47DMG|5ZMB|6RCR|8DUST|9RMIN|aVULN
225	31211 23161	   	167.17	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ERES|2ASPD|3AART|47DMG|5ZMB|6RCR|8DUST|9RCVC|aVULN
226	31211 23241	   	167.17	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ERES|2ASPD|3AART|47DMG|5ZMB|6RCR|8TLV|9CGEN|aVULN
227	31211 23263	   	167.17	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ERES|2ASPD|3AART|47DMG|5ZMB|6RCR|8TLV|9FEWX|aVULN
228	31211 23513	   	167.17	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ERES|2ASPD|3AART|47DMG|5ZMB|6RCR|8CGEN|9MBVNT|aVULN
229	31211 23523	   	167.17	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ERES|2ASPD|3AART|47DMG|5ZMB|6RCR|8CGEN|9DUST|aVULN
230	31211 23613	   	167.17	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ERES|2ASPD|3AART|47DMG|5ZMB|6RCR|8RMIN|9MBVNT|aVULN
231	31211 25124	   	167.17	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ERES|2ASPD|3AART|4DMG|5ZMB|6RCR|7LSRREG|8CGEN|9aVULN
232	31211 25214	   	167.17	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ERES|2ASPD|3AART|4DMG|5ZMB|6RCR|7LSRREG|8aVULN|9CGEN
233	31211 25251	   	167.17	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ERES|2ASPD|3AART|4DMG|5ZMB|6RCR|7LSRREG|89VULN|aLWND
234	31211 25253	   	167.17	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ERES|2ASPD|3AART|4DMG|5ZMB|6RCR|7LSRREG|89VULN|aLIT
235	31211 25524	   	167.17	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ERES|2ASPD|3AART|4DMG|5ZMB|6RCR|7LSRREG|8MLV|9aVULN
236	36236 13142	   	167.17	DCR|2DMG|1AART|2CDMG|1ZMB|1ASPD	1ERES|29DMG|3AART|4ZMB|5aCDMG|6RCR|7LIT|8ASPD
237	36234 23621	   	167.17	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1ERES|29DMG|3AART|4ZMB|5CGEN|6RCR|7TLV|8VULN|aDUR
238	31212 34535	   	167.15	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1ERES|2ASPD|3AART|4DMG|57VULN|6DUR|8CDMG|9DUST|aRCR
239	31211 23121	   	167.07	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ERES|2ASPD|3AART|47DMG|5ZMB|6RCR|89DUST|aVULN
240	31211 23213	   	167.07	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ERES|2ASPD|3AART|47DMG|5ZMB|6RCR|8TLV|9MBVNT|aVULN
241	31211 23223	   	167.07	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ERES|2ASPD|3AART|47DMG|5ZMB|6RCR|8TLV|9DUST|aVULN
242	31211 25234	   	167.07	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ERES|2ASPD|3AART|4DMG|5ZMB|6RCR|7LSRREG|8aVULN|9LEGI
243	31211 25254	   	167.07	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ERES|2ASPD|3AART|4DMG|5ZMB|6RCR|7aLSRREG|89VULN
244	31211 25255	   	167.07	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1aERES|2ASPD|3AART|4DMG|5ZMB|6RCR|7LSRREG|89VULN
245	66312 35111	 * 	167.04	ACR|3VULN|1AART|1DMG|1DUR	169CGEN|2DMG|3DUR|4RCR|57aVULN|8AART
246	66312 63111	   	167.04	ACR|3VULN|1AART|1DMG|1DUR	179CGEN|2DMG|3DUR|4RCR|56aVULN|8AART
247	12433 16532	   	167.03	ACR|2VULN|2DMG|3ASPD|1DUR	1BELT|289ASPD|3RCR|48VULN|5aCGEN|6DUR|78DMG|8BPWR
248	31211 22553	   	167.02	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1SELL	1ERES|2ASPD|3AART|4DMG|5ZMB|6RCR|7RPLT|89VULN|aSELL
249	36236 15122	 * 	166.96	DCR|3ZMB|1AART|1DMG|2CDMG|1DUR	18ERES|2DMG|3AART|48aZMB|58CDMG|6RCR|7DLOT|8BPWR|9DUR
250	56313 36321	 * 	166.96	ACR|3DMG|1AART|1CDMG|1ASPD|1DUR	1MLV|28aDMG|3DUR|4RCR|5RCVC|6ASPD|7CDMG|9AART
251	66312 35132	   	166.94	ACR|3VULN|1AART|1DMG|1DUR	16CGEN|2DMG|3DUR|4RCR|57aVULN|8AART|9ERES
252	66312 63132	   	166.94	ACR|3VULN|1AART|1DMG|1DUR	17CGEN|2DMG|3DUR|4RCR|56aVULN|8AART|9ERES
253	12433 16531	   	166.93	ACR|2VULN|2DMG|3ASPD|1DUR	1BELT|289ASPD|3RCR|48VULN|5CGEN|6DUR|78DMG|8BPWR|aLEGI
254	31212 34262	   	166.76	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD|1SELL	1ERES|2ASPD|3AART|4DMG|57VULN|6DUR|8SELL|9RCR|aZMB
255	13151 31461	   	166.55	DCR|2VULN|2DMG|2ASPD|1CDMG|1DUR	1BELT|27VULN|36ASPD|46DMG|5NUKE|6BPWR|8DUR|9RCR|aCDMG
256	31423 23636	   	166.51	DCR|2AART|2DMG|1VULN|1ASPD	1ERES|2ASPD|38RMIN|47DMG|59AART|6RCR|aVULN
257	13151 12562	   	166.41	DCR|3VULN|2DMG|2ASPD	1BELT|289VULN|38ASPD|48DMG|5NUKE|6LEGI|7RCR|8BPWR|aLWND
258	36131 33537	 * 	166.21	DCR|3DMG|2VULN|1FLTHEA	139ERES|289DMG|4MBVNT|59VULN|6DLOT|7RCR|9BPWR|aFLTHEA
259	13261 23415	   	166.17	DCR|3VULN|2DMG|1ZMB	1BELT|24aVULN|3RPLT|5TLV|6RCR|79DMG|8ZMB
260	13262 23415	   	166.17	DCR|3VULN|2DMG|1ZMB	1BELT|24aVULN|3RPLT|5ERES|6RCR|79DMG|8ZMB
261	12423 11145	   	165.91	ACR|2VULN|2DMG|2ASPD|2DUR	1BELT|2aASPD|3RCR|4DUST|5aVULN|6LWND|79DUR|8aDMG|aBPWR
262	12432 11145	   	165.91	ACR|2VULN|2DMG|2ASPD|2DUR	1BELT|2aASPD|3RCR|4aVULN|5LEGI|6LWND|79DUR|8aDMG|aBPWR
263	12432 21145	   	165.91	ACR|2VULN|2DMG|2ASPD|2DUR	1BELT|2aASPD|3RCR|4aVULN|5LEGI|6BEXP|79DUR|8aDMG|aBPWR
264	12433 16523	   	165.91	ACR|2VULN|2DMG|2ASPD|2DUR	1BELT|28ASPD|3RCR|48VULN|5CGEN|6aDUR|78DMG|8BPWR|9ERES
265	36133 22721	   	165.87	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	13ERES|29DMG|4MBVNT|5AART|6RCR|7ZMB|8VULN|aDUR
266	31133 22724	   	165.87	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	13ERES|2ASPD|4MBVNT|5AART|6RCR|7ZMB|8aVULN|9DMG
267	31133 22728	   	165.87	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	13ERES|2ASPD|4MBVNT|5AART|6RCR|7ZMB|8VULN|9aDMG
268	31133 23764	   	165.87	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	13ERES|2ASPD|4MBVNT|5AART|6RCR|7DMG|8aVULN|9ZMB
269	31133 23768	   	165.87	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	13ERES|2ASPD|4MBVNT|5AART|6RCR|7aDMG|8VULN|9ZMB
270	36133 22341	 * 	165.87	DCR|2DMG|1AART|2FLTHEA|1ZMB|1ASPD	13aERES|2aDMG|4MBVNT|5AART|6RCR|7ZMB|8ASPD|9aFLTHEA|aBPWR
271	36133 22744	   	165.87	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	13ERES|2DMG|4MBVNT|5AART|6RCR|7ZMB|8aVULN|9ASPD
272	36133 22748	   	165.87	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	13ERES|2aDMG|4MBVNT|5AART|6RCR|7ZMB|8VULN|9ASPD
273	36133 22752	   	165.87	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	13ERES|2aDMG|4MBVNT|5AART|6RCR|7ZMB|8VULN|9DUR
274	36133 22754	   	165.87	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	13ERES|2DMG|4MBVNT|5AART|6RCR|7ZMB|8aVULN|9DUR
275	36133 22823	   	165.87	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	13ERES|29DMG|4MBVNT|5AART|6RCR|7ZMB|8DUR|aVULN
276	36133 23764	   	165.87	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	13ERES|2DMG|4MBVNT|5AART|6RCR|7ASPD|8aVULN|9ZMB
277	22311 64632	   	165.81	DCR|3VULN|2AART|1CDMG	1FEWX|2VENICY|3LIT|459VULN|6aAART|7RCR|8CDMG
278	36213 63243	   	165.81	DCR|2AART|2DMG|1VULN|2DUR	1ERES|24DMG|35AART|6LHND|7VULN|8aDUR|9RCR
279	31211 26411	   	165.59	DCR|2AART|2DMG|1ZMB|1DUR|1ASPD	1ERES|2ASPD|3aAART|48DMG|5ZMB|6RCR|7DUR|9CGEN
280	31211 26441	   	165.59	DCR|2AART|2DMG|1ZMB|1DUR|1ASPD	1ERES|2ASPD|3aAART|48DMG|5ZMB|6RCR|7DUR|9RMIN
281	31211 26452	   	165.59	DCR|2AART|2DMG|1ZMB|1DUR|1ASPD	1ERES|2ASPD|3aAART|48DMG|5ZMB|6RCR|7DUR|9LWND
282	31211 26521	   	165.59	DCR|2AART|2DMG|1ZMB|1DUR|1ASPD	1ERES|2ASPD|3aAART|49DMG|5ZMB|6RCR|7DUR|8MLV
283	31216 11241	   	165.58	DCR|1AART|1VULN|1DMG|2CDMG|1DUR|1ASPD	1ERES|2ASPD|3AART|4DMG|57CDMG|6RCR|8CGEN|9VULN|aDUR
284	26433 32412	   	165.57	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1FEWX|2AART|3DUR|4BEXP|5aVULN|6LIT|7RCR|8DMG|9ZMB
285	31214 25422	   	165.51	DCR|3DMG|1AART|1CDMG|1ASPD	17ERES|2ASPD|3AART|478DMG|57CGEN|6RCR|7BPWR|9TLV|aCDMG
286	26316 35311	   	165.47	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1FEWX|2AART|39DMG|4ERES|5ZMB|6DUR|7RCR|8VULN|aLIT
287	26316 15331	   	165.47	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1FEWX|2AART|3DMG|4ERES|5ZMB|6LWND|7RCR|8aVULN|9DUR
288	31214 24422	   	165.41	DCR|3DMG|1AART|1CDMG|1ASPD	1ERES|2ASPD|3AART|478DMG|5CGEN|6RCR|9TLV|aCDMG
289	21121 26551	   	165.27	DCR|3VULN|1AART|1CDMG|1ZMB	1FEWX|2ZMB|3ERES|4CDMG|5DUST|6AART|7RCR|89aVULN
290	53342 11116	   	165.22	DCR|3VULN|1AART|1DMG|1DUR	1MLV|2DUR|348VULN|5ERES|6DUST|7RCR|9DMG|aAART
291	26321 13366	   	165.21	DCR|2VULN|2DMG|1AART	1FEWX|2AART|39DMG|4BEXP|5RPLT|6RMIN|7RCR|8aVULN
292	36232 31515	   	165.18	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2DMG|37AART|4ZMB|5VULN|6DUR|8CDMG|9BEXP|aRCR
293	36232 31525	   	165.18	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2DMG|37AART|4ZMB|5VULN|6DUR|8CDMG|9FEWX|aRCR
294	36236 11413	   	165.12	DCR|2AART|2DMG|1CDMG|1ZMB|1SELL	1ERES|28DMG|3aAART|4ZMB|5CDMG|6RCR|7SELL|9FEWX
295	36236 11431	   	165.12	DCR|2AART|2DMG|1CDMG|1ZMB|1SELL	1ERES|28DMG|39AART|4ZMB|5CDMG|6RCR|7SELL|aFEWX
296	36232 31535	   	165.08	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2DMG|37AART|4ZMB|5VULN|6DUR|8CDMG|9DUST|aRCR
297	36236 12123	 * 	165.06	DCR|2AART|3ZMB|1DMG|1CDMG	1ERES|2DMG|38AART|47aZMB|5CDMG|6RCR|9NUKE
298	66312 31423	   	165.03	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	16CGEN|29DMG|3DUR|4RCR|5VULN|7RMIN|8AART|aCDMG
299	36236 11432	   	165.02	DCR|2AART|2DMG|1CDMG|1ZMB|1SELL	1ERES|28DMG|39AART|4ZMB|5CDMG|6RCR|7SELL|aDUST
300	26113 13845	   	164.97	DCR|2VULN|2DMG|1AART|1SELL	1aFEWX|2AART|3BEXP|4SELL|5MBVNT|6aVULN|7RCR|8LEGI|9aDMG|aBPWR
301	66312 35133	   	164.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	16CGEN|2DMG|3DUR|4RCR|57VULN|8AART|9ERES|aCDMG
302	66312 63133	   	164.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	17CGEN|2DMG|3DUR|4RCR|56VULN|8AART|9ERES|aCDMG
303	26513 13148	   	164.87	DCR|2VULN|2DMG|1AART|1SELL	1aFEWX|2AART|36VULN|4SELL|5MBVNT|7RCR|8aTLV|9aDMG|aBPWR
304	26513 13348	   	164.87	DCR|2VULN|2DMG|1AART|1SELL	1aFEWX|2AART|36VULN|4SELL|5MBVNT|7RCR|8aERES|9aDMG|aBPWR
305	36232 63151	   	164.87	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ERES|2DMG|3AART|4ZMB|59VULN|6ASPD|7RCR|8LWND|aLHND
306	36232 63251	   	164.87	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ERES|2DMG|3AART|4ZMB|59VULN|6ASPD|7RCR|8BEXP|aLHND
307	36232 63412	   	164.87	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ERES|28DMG|3AART|4ZMB|5VULN|6ASPD|7RCR|9aCGEN
308	36232 63413	   	164.87	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ERES|28DMG|3AART|4ZMB|5VULN|6ASPD|7RCR|9CGEN|aFEWX
309	36232 63522	   	164.87	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ERES|29DMG|3AART|4ZMB|5VULN|6ASPD|7RCR|8MLV|aCGEN
310	36233 35311	   	164.87	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1ERES|29DMG|3AART|4ZMB|5FEWX|6DUR|7RCR|8VULN|aLIT
311	36233 35324	   	164.87	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ERES|2DMG|3AART|4ZMB|5FEWX|6DUR|7RCR|8aVULN|9CGEN
312	36233 35325	   	164.87	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1ERES|2aDMG|3AART|4ZMB|5FEWX|6DUR|7RCR|8VULN|9CGEN
313	36233 35351	   	164.87	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ERES|2DMG|3AART|4ZMB|5FEWX|6DUR|7RCR|8aVULN|9LWND
314	36233 15331	   	164.87	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ERES|2DMG|3AART|4ZMB|5FEWX|6LWND|7RCR|8aVULN|9DUR
315	53311 22321	   	164.81	DCR|2AART|2VULN|1DMG|1DUR	1MLV|2DUR|38VULN|4aAART|5RPLT|6LIT|7RCR|9DMG
