0	Index      	 *	Score 	Summary	Detail	
1	22154 13512	 * 	424.03	DCR|2MDPS|2VULN|2DUR|1DMG	13AEPOI|23DUR|3BPWR|45VULN|6RCR|7aMDPS|8DMG|9FEWX
2	22154 13522	   	424.03	DCR|2MDPS|2VULN|2DUR|1DMG	13AEPOI|23DUR|3BPWR|45VULN|6RCR|7aMDPS|8DMG|9DUST
3	32432 64331	 * 	421.20	DCR|3VULN|1MDPS|1TLV|1DMG	1LIT|2AETHUN|349VULN|5DUR|6TLV|7DMG|8RCR|aMDPS
4	22354 13131	   	411.48	DCR|2MDPS|2VULN	18AEPOI|2DUR|3AEFBLL|45VULN|6RCR|7aMDPS|9ZMB
5	22354 13161	   	411.48	DCR|2MDPS|2VULN	18AEPOI|2DUR|3AEFBLL|45VULN|6RCR|7aMDPS|9BOSS
6	22354 13512	   	411.48	DCR|2MDPS|2VULN|1DMG	1AEPOI|2DUR|3AEFBLL|45VULN|6RCR|7aMDPS|8DMG|9FEWX
7	22354 13522	   	411.48	DCR|2MDPS|2VULN|1DMG	1AEPOI|2DUR|3AEFBLL|45VULN|6RCR|7aMDPS|8DMG|9DUST
8	22354 13531	   	411.48	DCR|2MDPS|2VULN|1DMG	19AEPOI|2DUR|3AEFBLL|45VULN|6RCR|7aMDPS|8DMG
9	15124 15131	 * 	401.87	ACR|ACR|3VULN|1MDPS|1TLV	1TLV|23RCR|4ZMB|569VULN|7RPLT|8DUR|aMDPS
10	15134 15131	   	401.87	ACR|ACR|3VULN|1MDPS|1TLV	1TLV|23RCR|4MLV|569VULN|7RPLT|8DUR|aMDPS
11	36433 26331	   	394.99	DCR|3VULN|1MDPS|1DMG	1LIT|2LWND|349VULN|5ERES|6DMG|7DUR|8RCR|aMDPS
