0	Index      	 *	Score 	Summary	Detail	
1	13145 22161	 * 	374.73	DCR|3VULN|1MDPS|1DUR	18AEFRZ|259VULN|3SPLARM|4LHND|6RCR|7DUR|aMDPS
2	13155 22161	   	374.73	DCR|3VULN|1MDPS|1DUR	18AEFRZ|259VULN|3SPLARM|4LWND|6RCR|7DUR|aMDPS
3	13245 22161	   	374.73	DCR|3VULN|1MDPS|1DUR	18AEFRZ|259VULN|3SNITOX|4LHND|6RCR|7DUR|aMDPS
4	13255 22161	   	374.73	DCR|3VULN|1MDPS|1DUR	18AEFRZ|259VULN|3SNITOX|4LWND|6RCR|7DUR|aMDPS
5	13117 87133	 * 	370.80	DCR|2VULN|1MDPS|2CDMG|1DUR	1AEFRZ|29VULN|3SPLARM|4MBVNT|5DUR|68CDMG|7RCR|aMDPS
6	13217 87133	   	370.80	DCR|2VULN|1MDPS|2CDMG|1DUR	1AEFRZ|29VULN|3SNITOX|4MBVNT|5DUR|68CDMG|7RCR|aMDPS
7	15112 87133	   	370.80	DCR|2VULN|1MDPS|2CDMG|1DUR	1AEFRZ|2DUR|3FRZFST|4MBVNT|59VULN|68CDMG|7RCR|aMDPS
8	13324 42312	 * 	368.89	DCR|2VULN|1MDPS|2DMG|1DUR	17AEFRZ|24VULN|37CGEN|57DMG|6RCR|7BPWR|8DUR|9MLV|aMDPS
9	13324 42333	   	368.79	DCR|2VULN|1MDPS|2DMG|1DUR	17AEFRZ|24VULN|37CGEN|57DMG|6RCR|7BPWR|8DUR|9TBNT|aMDPS
10	13413 45312	 * 	357.25	DCR|2VULN|1MDPS|1TLV|1DUR	1AEFRZ|27VULN|3FEWX|4TLV|5DUR|6MLV|8RCR|9AME|aMDPS
11	13413 45331	   	357.25	DCR|2VULN|1MDPS|1TLV|1DUR	1AEFRZ|27VULN|3FEWX|4TLV|5DUR|6MLV|8RCR|9SNITOX|aMDPS
12	13513 45312	   	357.25	DCR|2VULN|1MDPS|1TLV|1DUR	1AEFRZ|27VULN|3LHND|4TLV|5DUR|6MLV|8RCR|9AME|aMDPS
13	13513 45333	   	357.25	DCR|2VULN|1MDPS|1TLV|1DUR	1AEFRZ|27VULN|3LHND|4TLV|5DUR|6MLV|8RCR|9TBNT|aMDPS
14	14121 26316	 * 	354.79	ACR|3VULN|1MDPS|1DMG|1DUR	1AEFRZ|2BBNT|3RCR|458VULN|6DUR|7TBNT|9DMG|aMDPS
15	65223 14133	 * 	351.24	DCR|1MDPS|1VULN|1CDMG|1TLV|1DMG|1DUR	1RMIN|2DMG|3MLV|4VULN|5DUR|6RAT|7TLV|8CDMG|9RCR|aMDPS
16	13145 25331	   	351.11	DCR|2VULN|1MDPS|1DMG|1DUR	1AEFRZ|25VULN|3SPLARM|4LHND|6RCR|7MLV|8DUR|9DMG|aMDPS
17	13245 25331	   	351.11	DCR|2VULN|1MDPS|1DMG|1DUR	1AEFRZ|25VULN|3SNITOX|4LHND|6RCR|7MLV|8DUR|9DMG|aMDPS
18	13324 11251	   	351.11	DCR|2VULN|1MDPS|1DMG|1DUR	1AEFRZ|24VULN|3CGEN|5DMG|6BEXP|7TSLARM|8DUR|9RCR|aMDPS
19	13324 14251	   	351.11	DCR|2VULN|1MDPS|1DMG|1DUR	1AEFRZ|24VULN|3CGEN|5DMG|6BEXP|7MULARM|8DUR|9RCR|aMDPS
20	13324 63312	   	351.11	DCR|2VULN|1MDPS|1DMG|1DUR	1AEFRZ|24VULN|3CGEN|5DMG|6DUR|7LHND|8RCR|9AME|aMDPS
21	13324 63333	   	351.11	DCR|2VULN|1MDPS|1DMG|1DUR	1AEFRZ|24VULN|3CGEN|5DMG|6DUR|7LHND|8RCR|9TBNT|aMDPS
22	13321 66333	   	351.11	DCR|2VULN|1MDPS|1DMG|1DUR	1AEFRZ|24VULN|3CGEN|5DUR|6DUST|7DMG|8RCR|9LIT|aMDPS
23	13321 66312	   	351.01	DCR|2VULN|1MDPS|1DMG|1DUR	1AEFRZ|24VULN|3CGEN|5DUR|6DUST|7DMG|8RCR|9AME|aMDPS
24	13324 46212	   	351.01	DCR|2VULN|1MDPS|1DMG|1DUR|1MSE	1AEFRZ|24VULN|3CGEN|5DMG|6RCR|7DUR|8MSE|9AME|aMDPS
25	13324 46233	   	351.01	DCR|2VULN|1MDPS|1DMG|1DUR|1MSE	1AEFRZ|24VULN|3CGEN|5DMG|6RCR|7DUR|8MSE|9LIT|aMDPS
26	52223 66312	   	351.01	DCR|2VULN|1MDPS|1DMG|1DUR	12DUST|2BPWR|3MLV|46VULN|5DUR|7DMG|8RCR|9AME|aMDPS
27	22223 61355	   	344.79	DCR|2VULN|1MDPS|1DUR|1AART	12LHND|2BPWR|3MLV|46VULN|5DUR|7NUKE|8RCR|9AART|aMDPS
