0	Index      	 *	Score 	Summary	Detail	
1	41213 33111	 * 	394.85	DCR|2VULN|1MDPS|2DMG|2DUR|1AART|1SELL	1RCVC|27VULN|3AART|4SELL|57DMG|67DUR|7BPWR|8RCR|9MDPS|aERES
2	41213 33112	 * 	394.85	DCR|2VULN|1MDPS|2DMG|2DUR|1AART|1SELL	1RCVC|27VULN|3AART|4SELL|57DMG|67DUR|7BPWR|8RCR|9MDPS|aRPLT
3	41213 33113	 * 	394.85	DCR|2VULN|1MDPS|2DMG|2DUR|1AART|1SELL	1RCVC|27VULN|3AART|4SELL|57DMG|67DUR|7BPWR|8RCR|9MDPS|aRMIN
4	41213 33115	 * 	394.85	DCR|2VULN|1MDPS|2DMG|2DUR|1AART|1SELL	1RCVC|27VULN|3AART|4SELL|57DMG|67DUR|7BPWR|8RCR|9MDPS|aFEWX
5	41213 33116	 * 	394.85	DCR|2VULN|1MDPS|2DMG|2DUR|1AART|1SELL	1RCVC|27VULN|3AART|4SELL|57DMG|67DUR|7BPWR|8RCR|9MDPS|aDUST
6	64213 33111	 * 	394.75	DCR|2VULN|1MDPS|2DMG|2DUR|1AART|1SELL	1AART|27VULN|3AEBURN|4SELL|57DMG|67DUR|7BPWR|8RCR|9MDPS|aERES
7	64213 33112	 * 	394.75	DCR|2VULN|1MDPS|2DMG|2DUR|1AART|1SELL	1AART|27VULN|3AEBURN|4SELL|57DMG|67DUR|7BPWR|8RCR|9MDPS|aRPLT
8	64213 33113	 * 	394.75	DCR|2VULN|1MDPS|2DMG|2DUR|1AART|1SELL	1AART|27VULN|3AEBURN|4SELL|57DMG|67DUR|7BPWR|8RCR|9MDPS|aRMIN
9	64213 33115	 * 	394.75	DCR|2VULN|1MDPS|2DMG|2DUR|1AART|1SELL	1AART|27VULN|3AEBURN|4SELL|57DMG|67DUR|7BPWR|8RCR|9MDPS|aFEWX
10	64213 33116	 * 	394.75	DCR|2VULN|1MDPS|2DMG|2DUR|1AART|1SELL	1AART|27VULN|3AEBURN|4SELL|57DMG|67DUR|7BPWR|8RCR|9MDPS|aDUST
11	41213 33162	 * 	392.35	DCR|3VULN|3DMG|3DUR|1TLV|1AART|1SELL	1RCVC|279VULN|3AART|4SELL|579DMG|679DUR|79BPWR|8RCR|aTLV
12	64213 33162	 * 	392.25	DCR|3VULN|3DMG|3DUR|1TLV|1AART|1SELL	1AART|279VULN|3AEBURN|4SELL|579DMG|679DUR|79BPWR|8RCR|aTLV
13	24382 31137	 * 	383.45	DCR|2VULN|1MDPS|2CDMG|2DUR	1MBVNT|27DUR|3DUST|47CDMG|57VULN|6BBNT|7BPWR|8FEWX|9RCR|aMDPS
