0	Index      	 *	Score 	Summary	Detail	
1	32614 21631	 * 	397.10	DCR|2VULN|1MDPS|2CDMG|2AART|1DUR	17AEWIND|27CDMG|3BBNT|49AART|57VULN|6RCR|7BPWR|8DUR|aMDPS
2	32614 21611	   	384.65	DCR|2VULN|1MDPS|2CDMG|1DUR|1AART	17AEWIND|27CDMG|3BBNT|4AART|57VULN|6RCR|7BPWR|8DUR|9RCVC|aMDPS
3	33312 12641	 * 	370.90	DCR|3VULN|1MDPS|2CDMG|1DUR	1AEWIND|2RAT|3DUR|46CDMG|57aVULN|8RCR|9MDPS
4	33312 12642	   	370.90	DCR|2VULN|1MDPS|2CDMG|1DUR	1AEWIND|2RAT|3DUR|46CDMG|57VULN|8RCR|9MDPS|aRCVC
5	33312 12643	   	370.90	DCR|2VULN|1MDPS|2CDMG|1DUR	1AEWIND|2RAT|3DUR|46CDMG|57VULN|8RCR|9MDPS|aAEFRZ
6	33312 12644	   	370.90	DCR|2VULN|1MDPS|2CDMG|1DUR	1AEWIND|2RAT|3DUR|46CDMG|57VULN|8RCR|9MDPS|aCGEN
7	33312 12645	   	370.90	DCR|2VULN|1MDPS|2CDMG|1DUR	1AEWIND|2RAT|3DUR|46CDMG|57VULN|8RCR|9MDPS|aDUST
8	33312 12646	   	370.90	DCR|2VULN|1MDPS|2CDMG|1DUR	1AEWIND|2aRAT|3DUR|46CDMG|57VULN|8RCR|9MDPS
9	42312 12641	   	370.90	DCR|3VULN|1MDPS|2CDMG|1DUR	1RAT|2AEWIND|3DUR|46CDMG|57aVULN|8RCR|9MDPS
10	42312 12642	   	370.90	DCR|2VULN|1MDPS|2CDMG|1DUR	1RAT|2AEWIND|3DUR|46CDMG|57VULN|8RCR|9MDPS|aRCVC
11	42312 12643	   	370.90	DCR|2VULN|1MDPS|2CDMG|1DUR	1RAT|2AEWIND|3DUR|46CDMG|57VULN|8RCR|9MDPS|aAEFRZ
