0	Index      	 *	Score 	Summary	Detail	
1	11351 52135	 * 	377.51	DCR|2VULN|1MDPS|1TLV|1DMG|1DUR	14CGEN|23VULN|5TLV|6DMG|7MLV|8DUR|9RCR|aMDPS
2	11351 51135	   	377.41	DCR|2VULN|1MDPS|1TLV|1DMG|1DUR	14CGEN|23VULN|5TLV|6DMG|7ERES|8DUR|9RCR|aMDPS
3	26382 34421	 * 	371.68	ACR|DCR|2VULN|1MDPS|1DUR	1BELT|27RCR|3MBVNT|46VULN|5FEWX|8DUR|9MDPS|aASPD
4	26382 34422	   	371.68	ACR|DCR|2VULN|1MDPS|1DUR|1SELL	1BELT|27RCR|3MBVNT|46VULN|5FEWX|8DUR|9MDPS|aSELL
5	26382 34423	   	371.68	ACR|DCR|2VULN|1MDPS|1DUR	1BELT|27RCR|3MBVNT|46VULN|5FEWX|8DUR|9MDPS|aTBNT
6	26382 34424	   	371.68	ACR|DCR|2VULN|1MDPS|1DUR	1BELT|27RCR|3MBVNT|46VULN|5FEWX|8DUR|9MDPS|aRPLT
7	26382 34425	   	371.68	ACR|DCR|2VULN|1MDPS|1DUR	1BELT|27RCR|3MBVNT|46VULN|5FEWX|8DUR|9MDPS|aBEXP
8	26382 34426	   	371.68	ACR|DCR|2VULN|1MDPS|1DUR	1BELT|27RCR|3MBVNT|46VULN|5FEWX|8DUR|9MDPS|aZMB
9	26382 34427	   	371.68	ACR|DCR|2VULN|1MDPS|1DUR	1BELT|27RCR|3MBVNT|46VULN|5FEWX|8DUR|9MDPS|aMLV
10	21213 56223	 * 	363.70	DCR|1MDPS|1VULN|2CDMG|1TLV|1DMG|1DUR	1BELT|29CDMG|3CGEN|4DUR|5DMG|6VULN|7TLV|8RCR|aMDPS
11	11353 62135	 * 	361.23	ACR|3VULN|1MDPS|1TLV|1DUR	14CGEN|237VULN|5RCR|6TLV|8DUR|9FEWX|aMDPS
12	31652 63332	 * 	358.44	DCR|2VULN|1MDPS|1CDMG|1DUR	1DUST|2LSRREG|35VULN|4DUR|6LIT|7RCR|8RPLT|9CDMG|aMDPS
13	11351 15135	   	357.45	DCR|2VULN|1MDPS|1TLV|1DUR	14CGEN|23VULN|5TLV|6DUR|7RMIN|8AAC|9RCR|aMDPS
14	11342 23135	   	357.35	DCR|2VULN|1MDPS|1TLV|1DUR	16CGEN|23VULN|4RMIN|5TLV|7ASPD|8DUR|9RCR|aMDPS
15	11351 11435	   	357.35	DCR|2VULN|1MDPS|1TLV|1DUR	14CGEN|23VULN|5TLV|6DUR|7ASPD|8RMIN|9RCR|aMDPS
16	11242 13535	 * 	355.47	DCR|2MDPS|3VULN|1DUR	1CGEN|246VULN|3aMDPS|5DUST|7DUR|8RCR|9ERES
17	21213 56213	   	351.24	DCR|1MDPS|1VULN|1CDMG|1TLV|1DMG|1DUR	1BELT|2CDMG|39CGEN|4DUR|5DMG|6VULN|7TLV|8RCR|aMDPS
18	21213 56253	   	351.14	DCR|1MDPS|1VULN|1CDMG|1TLV|1DMG|1DUR	1BELT|2CDMG|3CGEN|4DUR|5DMG|6VULN|7TLV|8RCR|9AEFRZ|aMDPS
19	11351 16152	 * 	350.63	2MDPS|2VULN|2DUR|1TLV	14CGEN|23VULN|5TLV|67DUR|8RCVC|9aMDPS
20	11343 51632	 * 	347.58	5VULN|1MDPS|1DUR	1CGEN|23689VULN|4RMIN|5DUR|7ASPD|aMDPS
