0	Index      	 *	Score 	Summary	Detail	
1	32261 11312	 * 	306.34	DCR|2VULN|2TLV|2LIT|1MLV|1DMG	1LWND|24TLV|38LIT|5DMG|6MLV|7aVULN|9RCR
2	32261 11612	 * 	303.62	DCR|2VULN|2TLV|2DMG|1LIT|1MLV	1LWND|24TLV|3LIT|58DMG|6MLV|7aVULN|9RCR
3	32226 26331	 * 	301.34	DCR|3VULN|2TLV|2MLV|1LIT	19LWND|29TLV|3LIT|456VULN|7BELT|89MLV|9BPWR|aRCR
4	62632 11333	 * 	300.65	ACR|DCR|2VULN|2TLV|1MLV|2CDMG	16CDMG|28RCR|3RCVC|4LEGI|56TLV|6BPWR|79VULN|aMLV
5	32261 11311	 * 	297.92	DCR|3LIT|2TLV|1VULN|1MLV|1DMG	1LWND|24TLV|38aLIT|5DMG|6MLV|7VULN|9RCR
6	32261 11611	 * 	297.73	DCR|2TLV|2LIT|2DMG|1VULN|1MLV	1LWND|24TLV|3aLIT|58DMG|6MLV|7VULN|9RCR
7	62612 11333	   	294.24	ACR|DCR|2VULN|2TLV|1MLV|1CDMG	1CDMG|28RCR|3RCVC|46DUST|56TLV|6BPWR|79VULN|aMLV
8	32212 62611	 * 	291.16	DCR|3MLV|2VULN|2TLV|1LIT	17LWND|27TLV|3LIT|4LEGI|58VULN|679MLV|7BPWR|aRCR
9	32511 23115	 * 	288.83	DCR|4VULN|2TLV|1MLV|1ASPD	1LWND|24TLV|3459VULN|4BPWR|6AIRHEA|7MLV|8ASPD|aRCR
10	62632 11334	   	288.53	ACR|DCR|2VULN|2TLV|1DMG|2CDMG	16CDMG|28RCR|3RCVC|4LEGI|56TLV|6BPWR|79VULN|aDMG
11	32226 26321	   	288.10	DCR|3VULN|2TLV|1LIT|1MLV	1LWND|29TLV|3LIT|456VULN|7BELT|8MLV|aRCR
12	32266 11312	   	286.28	DCR|2VULN|2TLV|2LIT|1MLV	1LWND|24TLV|38LIT|5RMIN|6MLV|7aVULN|9RCR
13	32261 11112	   	286.03	DCR|2VULN|2TLV|1LIT|1MLV|1DMG	1LWND|24TLV|3LIT|5DMG|6MLV|7aVULN|8RCVC|9RCR
14	24221 41212	   	285.93	DCR|2VULN|2TLV|1LIT|1MLV|1DMG	1ERES|28TLV|3MLV|4LIT|5DMG|6RMIN|7aVULN|9RCR
15	32261 11315	   	285.70	DCR|2TLV|2LIT|1VULN|1MLV|1DMG	1LWND|24TLV|38LIT|5DMG|6MLV|7VULN|9RCR|aTBNT
16	13221 52351	   	284.75	DCR|2VULN|2TLV|2MLV|1LIT	19FEWX|29MLV|3LIT|4TBNT|58TLV|69VULN|7RCVC|9BPWR|aRCR
17	32511 33246	 * 	284.64	DCR|3VULN|2TLV|2LIT	1LWND|24TLV|345VULN|4BPWR|6AAC|7RPLT|8RCR|9aLIT
18	32242 62611	 * 	283.88	DCR|3MLV|2VULN|2LIT|1TLV	17LWND|2TLV|37LIT|4DUR|58VULN|679MLV|7BPWR|aRCR
19	44522 31212	   	283.40	DCR|2VULN|2TLV|1LIT|1MLV|2DUR	1ZMB|28TLV|3MLV|4LIT|56DUR|7aVULN|9RCR
20	24222 31212	   	283.30	DCR|2VULN|2TLV|1LIT|1MLV|2DUR	1ERES|28TLV|3MLV|4LIT|56DUR|7aVULN|9RCR
21	32261 11615	   	282.97	DCR|2TLV|2DMG|1LIT|1VULN|1MLV	1LWND|24TLV|3LIT|58DMG|6MLV|7VULN|9RCR|aTBNT
22	62612 11334	   	282.11	ACR|DCR|2VULN|2TLV|1DMG|1CDMG	1CDMG|28RCR|3RCVC|46DUST|56TLV|6BPWR|79VULN|aDMG
23	32261 11111	   	280.14	DCR|2TLV|2LIT|1VULN|1MLV|1DMG	1LWND|24TLV|3aLIT|5DMG|6MLV|7VULN|8RCVC|9RCR
